"codtribunal","cod_orgao_julg"
"TJPE","17405"
"TJPE","17406"
"TJPE","17407"
"TJPE","17408"
"TJPE","17410"
"TJPE","17411"
"TJPE","17848"
"TJPE","17849"
"TJPE","17850"
"TJPE","17851"
"TJPE","17981"
"TJPE","17982"
"TJPE","17990"
"TJPE","17995"
"TJPE","18006"
"TJPE","18007"
"TJPE","18008"
"TJPE","18009"
"TJPE","18010"
"TJPE","18011"
"TJPE","18012"
"TJPE","18013"
"TJPE","18014"
"TJPE","18015"
"TJPE","18016"
"TJPE","18017"
"TJPE","18018"
"TJPE","18019"
"TJPE","18020"
"TJPE","18021"
"TJPE","18022"
"TJPE","18023"
"TJPE","18024"
"TJPE","18025"
"TJPE","18026"
"TJPE","18027"
"TJPE","18028"
"TJPE","18029"
"TJPE","18030"
"TJPE","18031"
"TJPE","18032"
"TJPE","18033"
"TJPE","18034"
"TJPE","18035"
"TJPE","18036"
"TJPE","18037"
"TJPE","18038"
"TJPE","18039"
"TJPE","18040"
"TJPE","18041"
"TJPE","18042"
"TJPE","18043"
"TJPE","18044"
"TJPE","18045"
"TJPE","18046"
"TJPE","18047"
"TJPE","18048"
"TJPE","18049"
"TJPE","18050"
"TJPE","18051"
"TJPE","18052"
"TJPE","18053"
"TJPE","18054"
"TJPE","18055"
"TJPE","18056"
"TJPE","18057"
"TJPE","18058"
"TJPE","18059"
"TJPE","18060"
"TJPE","18061"
"TJPE","18062"
"TJPE","18063"
"TJPE","18064"
"TJPE","18065"
"TJPE","18066"
"TJPE","18067"
"TJPE","18068"
"TJPE","18069"
"TJPE","18070"
"TJPE","18071"
"TJPE","18072"
"TJPE","18073"
"TJPE","18074"
"TJPE","18075"
"TJPE","18076"
"TJPE","18077"
"TJPE","18081"
"TJPE","18101"
"TJPE","18299"
"TJPE","18402"
"TJPE","18403"
"TJPE","18554"
"TJPE","18555"
"TJPE","18557"
"TJPE","6619"
"TJPE","6627"
"TJPE","6629"
"TJPE","6633"
"TJPE","6645"
"TJPE","6653"
"TJPE","6659"
"TJPE","6665"
"TJPE","6668"
"TJPE","6684"
"TJPE","6690"
"TJPE","6693"
"TJPE","6694"
"TJPE","6716"
"TJPE","6719"
"TJPE","6730"
"TJPE","6733"
"TJPE","6741"
"TJPE","6746"
"TJPE","6773"
"TJPE","6776"
"TJPE","6779"
"TJPE","6781"
"TJPE","6783"
"TJPE","6787"
"TJPE","6795"
"TJPE","6797"
"TJPE","6835"
"TJPE","6836"
"TJPE","6842"
"TJPE","6844"
"TJPE","6846"
"TJPE","6847"
"TJPE","6849"
"TJPE","6852"
"TJPE","6858"
"TJPE","6863"
"TJPE","6876"
"TJPE","6881"
"TJPE","6889"
"TJPE","6892"
"TJPE","6898"
"TJPE","6904"
"TJPE","6908"
"TJPE","6910"
"TJPE","6912"
"TJPE","6913"
"TJPE","6914"
"TJPE","6915"
"TJPE","6916"
"TJPE","6918"
"TJPE","6919"
"TJPE","6920"
"TJPE","6922"
"TJPE","6924"
"TJPE","6926"
"TJPE","6929"
"TJPE","6933"
"TJPE","6936"
"TJPE","6938"
"TJPE","6940"
"TJPE","6942"
"TJPE","6944"
"TJPE","6948"
"TJPE","6950"
"TJPE","6953"
"TJPE","6954"
"TJPE","6957"
"TJPE","6958"
"TJPE","6963"
"TJPE","6964"
"TJPE","6967"
"TJPE","6971"
"TJPE","6973"
"TJPE","6980"
"TJPE","6988"
"TJPE","6990"
"TJPE","6991"
"TJPE","6994"
"TJPE","6997"
"TJPE","7003"
"TJPE","7005"
"TJPE","7009"
"TJPE","7013"
"TJPE","7014"
"TJPE","7016"
"TJPE","7017"
"TJPE","7023"
"TJPE","7026"
"TJPE","7030"
"TJPE","7031"
"TJPE","7036"
"TJPE","7037"
"TJPE","7039"
"TJPE","7050"
"TJPE","7053"
"TJPE","70546"
"TJPE","7055"
"TJPE","70554"
"TJPE","70565"
"TJPE","7059"
"TJPE","70592"
"TJPE","70593"
"TJPE","70594"
"TJPE","70595"
"TJPE","70596"
"TJPE","7060"
"TJPE","70605"
"TJPE","70607"
"TJPE","70618"
"TJPE","70619"
"TJPE","7062"
"TJPE","70620"
"TJPE","70621"
"TJPE","70622"
"TJPE","70623"
"TJPE","70624"
"TJPE","70625"
"TJPE","70626"
"TJPE","70627"
"TJPE","70628"
"TJPE","7063"
"TJPE","70630"
"TJPE","70631"
"TJPE","70632"
"TJPE","70633"
"TJPE","70634"
"TJPE","70635"
"TJPE","70636"
"TJPE","70637"
"TJPE","70638"
"TJPE","70639"
"TJPE","70641"
"TJPE","70642"
"TJPE","70643"
"TJPE","70644"
"TJPE","70645"
"TJPE","70646"
"TJPE","70647"
"TJPE","70648"
"TJPE","70649"
"TJPE","7065"
"TJPE","70650"
"TJPE","70651"
"TJPE","70652"
"TJPE","70653"
"TJPE","70654"
"TJPE","70655"
"TJPE","70656"
"TJPE","70657"
"TJPE","70659"
"TJPE","7066"
"TJPE","70660"
"TJPE","70661"
"TJPE","70664"
"TJPE","70665"
"TJPE","70667"
"TJPE","70668"
"TJPE","70669"
"TJPE","7067"
"TJPE","7068"
"TJPE","7069"
"TJPE","7072"
"TJPE","7073"
"TJPE","7075"
"TJPE","7076"
"TJPE","7077"
"TJPE","7078"
"TJPE","7080"
"TJPE","7081"
"TJPE","7082"
"TJPE","7084"
"TJPE","7085"
"TJPE","7086"
"TJPE","7088"
"TJPE","7091"
"TJPE","7095"
"TJPE","7096"
"TJPE","7098"
"TJPE","7099"
"TJPE","7100"
"TJPE","7102"
"TJPE","7103"
"TJPE","7104"
"TJPE","7107"
"TJPE","7108"
"TJPE","7109"
"TJPE","7110"
"TJPE","7111"
"TJPE","7112"
"TJPE","7113"
"TJPE","7115"
"TJPE","7116"
"TJPE","7117"
"TJPE","7120"
"TJPE","7121"
"TJPE","7122"
"TJPE","7123"
"TJPE","7124"
"TJPE","7126"
"TJPE","7127"
"TJPE","7128"
"TJPE","7129"
"TJPE","7132"
"TJPE","7133"
"TJPE","71330"
"TJPE","7134"
"TJPE","7138"
"TJPE","7139"
"TJPE","7143"
"TJPE","7144"
"TJPE","7145"
"TJPE","7146"
"TJPE","7149"
"TJPE","7151"
"TJPE","7153"
"TJPE","7159"
"TJPE","7163"
"TJPE","7165"
"TJPE","7167"
"TJPE","7169"
"TJPE","7173"
"TJPE","7178"
"TJPE","7181"
"TJPE","7186"
"TJPE","7188"
"TJPE","7191"
"TJPE","7203"
"TJPE","7204"
"TJPE","7216"
"TJPE","7243"
"TJPE","72660"
"TJPE","72663"
"TJPE","72664"
"TJPE","72672"
"TJPE","72673"
"TJPE","72675"
"TJPE","72676"
"TJPE","72681"
"TJPE","72683"
"TJPE","72684"
"TJPE","72686"
"TJPE","72687"
"TJPE","72688"
"TJPE","72689"
"TJPE","72690"
"TJPE","72691"
"TJPE","72692"
"TJPE","72693"
"TJPE","72699"
"TJPE","72700"
"TJPE","72701"
"TJPE","72702"
"TJPE","72703"
"TJPE","72704"
"TJPE","72705"
"TJPE","72706"
"TJPE","72707"
"TJPE","72708"
"TJPE","72709"
"TJPE","72710"
"TJPE","72711"
"TJPE","72712"
"TJPE","72713"
"TJPE","72714"
"TJPE","72715"
"TJPE","72716"
"TJPE","72717"
"TJPE","72718"
"TJPE","72719"
"TJPE","72720"
"TJPE","72721"
"TJPE","72722"
"TJPE","72723"
"TJPE","72724"
"TJPE","72725"
"TJPE","72726"
"TJPE","72728"
"TJPE","72729"
"TJPE","72730"
"TJPE","72765"
"TJPE","72767"
"TJPE","72768"
"TJPE","7333"
"TJPE","7336"
"TJPE","7349"
"TJPE","7351"
"TJPE","7353"
"TJPE","7357"
"TJPE","7361"
"TJPE","7362"
"TJPE","7364"
"TJPE","7367"
"TJPE","7369"
"TJPE","7370"
"TJPE","7396"
"TJPE","7399"
"TJPE","7405"
"TJPE","7408"
"TJPE","7411"
"TJPE","7412"
"TJPE","7417"
"TJPE","7418"
"TJPE","7420"
"TJPE","7422"
"TJPE","7425"
"TJPE","7426"
"TJPE","7428"
"TJPE","7431"
"TJPE","7434"
"TJPE","7437"
"TJPE","7441"
"TJPE","7442"
"TJPE","7450"
"TJPE","7451"
"TJPE","74526"
"TJPE","74527"
"TJPE","74528"
"TJPE","74529"
"TJPE","74530"
"TJPE","74531"
"TJPE","74532"
"TJPE","74533"
"TJPE","74534"
"TJPE","74535"
"TJPE","7454"
"TJPE","7457"
"TJPE","7460"
"TJPE","7463"
"TJPE","7473"
"TJPE","7479"
"TJPE","7483"
"TJPE","7486"
"TJPE","7489"
"TJPE","7495"
"TJPE","7500"
"TJPE","7502"
"TJPE","7505"
"TJPE","7507"
"TJPE","7513"
"TJPE","7533"
"TJPE","7539"
"TJPE","7540"
"TJPE","7544"
"TJPE","7548"
"TJPE","7549"
"TJPE","7560"
"TJPE","7561"
"TJPE","7563"
"TJPE","7572"
"TJPE","7573"
"TJPE","7575"
"TJPE","7578"
"TJPE","7581"
"TJPE","7589"
"TJPE","7593"
"TJPE","7596"
"TJPE","7602"
"TJPE","7603"
"TJPE","7608"
"TJPE","7611"
"TJPE","7612"
"TJPE","7614"
"TJPE","7615"
"TJPE","7619"
"TJPE","7620"
"TJPE","7622"
"TJPE","7626"
"TJPE","7628"
"TJPE","7630"
"TJPE","7632"
"TJPE","7634"
"TJPE","7635"
"TJPE","7639"
"TJPE","7640"
"TJPE","7646"
"TJPE","7648"
"TJPE","7654"
"TJPE","7655"
"TJPE","7660"
"TJPE","7661"
"TJPE","7668"
"TJPE","7669"
"TJPE","7678"
"TJPE","7679"
"TJPE","7683"
"TJPE","7692"
"TJPE","7693"
"TJPE","7698"
"TJPE","7699"
"TJPE","7703"
"TJPE","7704"
"TJPE","7707"
"TJPE","7708"
"TJPE","7709"
"TJPE","7713"
"TJPE","7714"
"TJPE","7715"
"TJPE","7716"
"TJPE","7718"
"TJPE","7719"
"TJPE","7721"
"TJPE","7725"
"TJPE","7726"
"TJPE","7732"
"TJPE","7733"
"TJPE","7736"
"TJPE","7738"
"TJPE","7739"
"TJPE","7742"
"TJPE","7744"
"TJPE","7748"
"TJPE","7750"
"TJPE","77838"
"TJPE","77997"
"TJPE","78004"
"TJPE","78045"
"TJPE","78046"
"TJPE","78053"
"TJPE","78056"
"TJPE","78059"
"TJPE","78063"
"TJPE","78656"
"TJPE","78657"
"TJPE","78659"
"TJPE","78660"
"TJPE","78661"
"TJPE","78662"
"TJPE","78665"
"TJPE","78666"
"TJPE","78667"
"TJPE","78668"
"TJPE","78795"
"TJPE","78796"
"TJPE","79469"
"TJPE","79470"
"TJPE","79471"
"TJPE","79472"
"TJPE","79473"
"TJPE","79474"
"TJPE","79664"
"TJPE","80016"
"TJPE","80323"
"TJPE","80324"
"TJPE","80325"
"TJPE","80332"
"TJPE","80335"
"TJPE","80337"
"TJPE","80338"
"TJPE","80340"
"TJPE","80343"
"TJPE","80344"
"TJPE","80345"
"TJPE","80349"
"TJPE","80352"
"TJPE","80354"
"TJPE","80674"
"TJPE","80675"
"TJPE","80680"
"TJPE","80686"
"TJPE","80693"
"TJPE","80695"
"TJPE","80739"
"TJPE","80744"
"TJPE","80745"
"TJPE","80749"
"TJPE","80752"
"TJPE","80753"
"TJPE","80754"
"TJPE","80757"
"TJPE","80759"
"TJPE","80761"
"TJPE","80762"
"TJPE","80765"
"TJPE","80767"
"TJPE","80769"
"TJPE","80771"
"TJPE","80773"
"TJPE","80777"
"TJPE","80779"
"TJPE","80784"
"TJPE","80787"
"TJPE","80788"
"TJPE","80794"
"TJPE","80795"
"TJPE","80797"
"TJPE","80801"
"TJPE","80803"
"TJPE","80805"
"TJPE","80806"
"TJPE","80807"
"TJPE","80808"
"TJPE","80809"
"TJPE","80810"
"TJPE","80811"
"TJPE","80814"
"TJPE","80815"
"TJPE","80817"
"TJPE","80819"
"TJPE","80821"
"TJPE","80823"
"TJPE","80825"
"TJPE","80832"
"TJPE","80834"
"TJPE","81000"
"TJPE","81573"
"TJPE","81575"
"TJPE","81582"
"TJPE","8779"
"TJPE","8780"
"TJPE","9175"
"TJPE","9229"
"TJPE","9230"
"TJPE","9231"
"TJPI","11223"
"TJPI","11244"
"TJPI","11245"
"TJPI","11246"
"TJPI","11247"
"TJPI","11248"
"TJPI","11249"
"TJPI","11251"
"TJPI","11252"
"TJPI","11253"
"TJPI","11254"
"TJPI","11255"
"TJPI","11256"
"TJPI","11257"
"TJPI","11258"
"TJPI","11259"
"TJPI","11260"
"TJPI","11261"
"TJPI","11262"
"TJPI","11263"
"TJPI","11264"
"TJPI","11265"
"TJPI","11266"
"TJPI","11267"
"TJPI","11268"
"TJPI","11269"
"TJPI","11270"
"TJPI","11271"
"TJPI","11272"
"TJPI","11273"
"TJPI","11274"
"TJPI","11275"
"TJPI","11276"
"TJPI","11277"
"TJPI","11278"
"TJPI","11279"
"TJPI","11280"
"TJPI","11281"
"TJPI","11282"
"TJPI","11283"
"TJPI","11284"
"TJPI","11285"
"TJPI","11286"
"TJPI","11287"
"TJPI","11288"
"TJPI","11289"
"TJPI","11290"
"TJPI","11291"
"TJPI","11292"
"TJPI","11293"
"TJPI","11294"
"TJPI","11295"
"TJPI","11296"
"TJPI","11297"
"TJPI","11298"
"TJPI","11299"
"TJPI","11300"
"TJPI","11301"
"TJPI","11302"
"TJPI","11303"
"TJPI","11304"
"TJPI","11305"
"TJPI","11306"
"TJPI","11307"
"TJPI","11308"
"TJPI","11310"
"TJPI","11311"
"TJPI","11312"
"TJPI","11313"
"TJPI","11315"
"TJPI","11316"
"TJPI","11317"
"TJPI","11318"
"TJPI","11319"
"TJPI","11320"
"TJPI","11321"
"TJPI","11322"
"TJPI","11323"
"TJPI","11324"
"TJPI","11331"
"TJPI","11332"
"TJPI","11333"
"TJPI","11334"
"TJPI","11335"
"TJPI","11336"
"TJPI","11337"
"TJPI","11338"
"TJPI","11339"
"TJPI","11340"
"TJPI","11341"
"TJPI","11342"
"TJPI","11343"
"TJPI","11344"
"TJPI","11345"
"TJPI","11346"
"TJPI","11347"
"TJPI","11348"
"TJPI","11349"
"TJPI","11350"
"TJPI","11351"
"TJPI","11352"
"TJPI","11353"
"TJPI","11354"
"TJPI","11355"
"TJPI","11357"
"TJPI","11358"
"TJPI","11359"
"TJPI","11360"
"TJPI","11648"
"TJPI","11731"
"TJPI","11733"
"TJPI","11734"
"TJPI","11848"
"TJPI","12998"
"TJPI","14059"
"TJPI","14060"
"TJPI","14061"
"TJPI","14062"
"TJPI","14083"
"TJPI","16536"
"TJPI","16983"
"TJPI","17412"
"TJPI","17413"
"TJPI","17414"
"TJPI","17415"
"TJPI","17416"
"TJPI","17419"
"TJPI","17422"
"TJPI","17423"
"TJPI","17424"
"TJPI","17927"
"TJPI","17933"
"TJPI","17941"
"TJPI","17942"
"TJPI","17943"
"TJPI","5327"
"TJPI","5334"
"TJPI","5342"
"TJPI","5344"
"TJPI","5348"
"TJPI","5356"
"TJPI","5380"
"TJPI","5387"
"TJPI","5389"
"TJPI","5394"
"TJPI","5396"
"TJPI","5398"
"TJPI","5402"
"TJPI","5427"
"TJPI","5445"
"TJPI","5451"
"TJPI","6090"
"TJPI","6091"
"TJPI","6093"
"TJPI","6096"
"TJPI","6099"
"TJPI","64579"
"TJPI","64580"
"TJPI","64581"
"TJPI","64582"
"TJPI","64583"
"TJPI","64584"
"TJPI","64585"
"TJPI","64586"
"TJPI","64587"
"TJPI","64588"
"TJPI","64590"
"TJPI","64591"
"TJPI","64592"
"TJPI","64593"
"TJPI","64594"
"TJPI","64596"
"TJPI","64597"
"TJPI","64598"
"TJPI","64599"
"TJPI","64600"
"TJPI","64601"
"TJPI","64602"
"TJPI","64603"
"TJPI","64604"
"TJPI","64605"
"TJPI","64606"
"TJPI","64607"
"TJPI","67795"
"TJPI","67796"
"TJPI","6825"
"TJPI","6826"
"TJPI","6827"
"TJPI","6840"
"TJPI","6848"
"TJPI","6855"
"TJPI","6857"
"TJPI","6860"
"TJPI","6864"
"TJPI","6868"
"TJPI","6891"
"TJPI","6896"
"TJPI","6899"
"TJPI","6905"
"TJPI","6907"
"TJPI","6909"
"TJPI","6911"
"TJPI","6956"
"TJPI","6975"
"TJPI","6993"
"TJPI","6996"
"TJPI","7001"
"TJPI","7011"
"TJPI","7018"
"TJPI","7020"
"TJPI","7022"
"TJPI","7024"
"TJPI","7028"
"TJPI","7032"
"TJPI","7045"
"TJPI","7061"
"TJPI","72282"
"TJPI","72283"
"TJPI","72284"
"TJPI","72877"
"TJPI","74394"
"TJPI","74595"
"TJPI","74596"
"TJPI","74597"
"TJPI","74598"
"TJPI","74599"
"TJPI","74600"
"TJPI","74664"
"TJPI","7847"
"TJPI","78707"
"TJPI","78708"
"TJPI","78725"
"TJPI","79975"
"TJPI","80272"
"TJPI","80273"
"TJPI","81185"
"TJPI","81387"
"TJPR","10957"
"TJPR","10959"
"TJPR","10962"
"TJPR","10981"
"TJPR","10983"
"TJPR","10991"
"TJPR","10995"
"TJPR","11005"
"TJPR","11006"
"TJPR","11016"
"TJPR","11017"
"TJPR","11018"
"TJPR","11019"
"TJPR","11020"
"TJPR","11021"
"TJPR","11022"
"TJPR","11023"
"TJPR","11024"
"TJPR","11025"
"TJPR","11027"
"TJPR","11028"
"TJPR","11029"
"TJPR","11030"
"TJPR","11031"
"TJPR","11032"
"TJPR","11033"
"TJPR","11034"
"TJPR","11035"
"TJPR","11036"
"TJPR","11037"
"TJPR","11038"
"TJPR","11039"
"TJPR","11040"
"TJPR","11042"
"TJPR","11043"
"TJPR","11044"
"TJPR","11045"
"TJPR","11050"
"TJPR","11051"
"TJPR","11052"
"TJPR","11054"
"TJPR","11055"
"TJPR","11056"
"TJPR","11057"
"TJPR","11058"
"TJPR","11068"
"TJPR","11069"
"TJPR","11070"
"TJPR","11071"
"TJPR","11072"
"TJPR","11073"
"TJPR","11074"
"TJPR","11075"
"TJPR","11076"
"TJPR","11367"
"TJPR","11369"
"TJPR","11657"
"TJPR","11680"
"TJPR","11722"
"TJPR","11726"
"TJPR","11755"
"TJPR","11757"
"TJPR","11814"
"TJPR","11824"
"TJPR","11834"
"TJPR","11842"
"TJPR","11844"
"TJPR","13002"
"TJPR","13003"
"TJPR","13006"
"TJPR","13592"
"TJPR","13685"
"TJPR","13855"
"TJPR","13858"
"TJPR","13949"
"TJPR","13979"
"TJPR","14076"
"TJPR","14109"
"TJPR","14157"
"TJPR","14159"
"TJPR","14318"
"TJPR","14410"
"TJPR","16256"
"TJPR","16266"
"TJPR","16277"
"TJPR","16285"
"TJPR","16306"
"TJPR","16412"
"TJPR","16415"
"TJPR","16421"
"TJPR","16423"
"TJPR","16440"
"TJPR","16447"
"TJPR","16449"
"TJPR","16451"
"TJPR","16453"
"TJPR","16469"
"TJPR","16485"
"TJPR","16490"
"TJPR","17428"
"TJPR","18086"
"TJPR","18087"
"TJPR","18121"
"TJPR","18495"
"TJPR","18543"
"TJPR","26333"
"TJPR","26418"
"TJPR","26422"
"TJPR","26448"
"TJPR","26460"
"TJPR","26584"
"TJPR","26621"
"TJPR","26702"
"TJPR","26787"
"TJPR","27092"
"TJPR","27104"
"TJPR","27115"
"TJPR","27118"
"TJPR","45172"
"TJPR","72193"
"TJPR","72196"
"TJPR","72198"
"TJPR","72874"
"TJPR","74227"
"TJPR","74271"
"TJPR","74442"
"TJPR","78100"
"TJPR","78442"
"TJPR","78443"
"TJPR","81375"
"TJPR","8749"
"TJPR","8751"
"TJPR","8752"
"TJPR","8753"
"TJPR","8754"
"TJPR","8755"
"TJPR","8756"
"TJPR","8757"
"TJPR","8758"
"TJPR","8760"
"TJPR","8761"
"TJPR","8763"
"TJPR","8764"
"TJPR","8766"
"TJPR","8768"
"TJPR","8770"
"TJPR","8772"
"TJPR","8801"
"TJPR","8802"
"TJPR","8803"
"TJPR","8804"
"TJPR","8805"
"TJPR","8810"
"TJPR","8811"
"TJPR","8823"
"TJPR","8824"
"TJPR","8825"
"TJPR","8826"
"TJPR","8828"
"TJPR","8831"
"TJPR","8834"
"TJPR","8836"
"TJPR","8837"
"TJPR","8842"
"TJPR","8847"
"TJPR","8848"
"TJPR","8850"
"TJPR","8854"
"TJPR","8856"
"TJPR","8861"
"TJPR","8864"
"TJPR","8868"
"TJPR","8870"
"TJPR","8871"
"TJPR","8874"
"TJPR","8876"
"TJPR","8878"
"TJPR","8879"
"TJPR","8885"
"TJPR","8886"
"TJPR","8889"
"TJPR","8894"
"TJPR","8896"
"TJPR","8898"
"TJPR","8902"
"TJPR","8903"
"TJPR","8905"
"TJPR","8906"
"TJPR","8907"
"TJPR","8908"
"TJPR","8911"
"TJPR","8913"
"TJPR","8915"
"TJPR","8917"
"TJPR","8920"
"TJPR","8921"
"TJPR","8925"
"TJPR","8926"
"TJPR","8928"
"TJPR","8930"
"TJPR","8932"
"TJPR","8937"
"TJPR","8938"
"TJPR","8939"
"TJPR","8942"
"TJPR","8945"
"TJPR","8947"
"TJPR","8951"
"TJPR","8954"
"TJPR","8957"
"TJPR","8959"
"TJPR","8964"
"TJPR","8965"
"TJPR","8966"
"TJPR","8968"
"TJPR","8969"
"TJPR","8972"
"TJPR","8975"
"TJPR","8977"
"TJPR","8980"
"TJPR","8985"
"TJPR","8986"
"TJPR","8988"
"TJPR","8989"
"TJPR","8992"
"TJPR","8996"
"TJPR","8998"
"TJPR","8999"
"TJPR","9001"
"TJPR","9004"
"TJPR","9006"
"TJPR","9008"
"TJPR","9010"
"TJPR","9013"
"TJPR","9016"
"TJPR","9017"
"TJPR","9019"
"TJPR","9021"
"TJPR","9023"
"TJPR","9025"
"TJPR","9027"
"TJPR","9029"
"TJPR","9031"
"TJPR","9033"
"TJPR","9035"
"TJPR","9038"
"TJPR","9040"
"TJPR","9044"
"TJPR","9046"
"TJPR","9048"
"TJPR","9051"
"TJPR","9052"
"TJPR","9054"
"TJPR","9056"
"TJPR","9057"
"TJPR","9058"
"TJPR","9061"
"TJPR","9063"
"TJPR","9066"
"TJPR","9068"
"TJPR","9070"
"TJPR","9075"
"TJPR","9078"
"TJPR","9080"
"TJPR","9081"
"TJPR","9084"
"TJPR","9085"
"TJPR","9087"
"TJPR","9091"
"TJPR","9092"
"TJPR","9094"
"TJPR","9096"
"TJPR","9099"
"TJPR","9101"
"TJPR","9103"
"TJPR","9104"
"TJPR","9106"
"TJPR","9108"
"TJPR","9109"
"TJPR","9110"
"TJPR","9111"
"TJPR","9113"
"TJPR","9114"
"TJPR","9115"
"TJPR","9116"
"TJPR","9118"
"TJPR","9120"
"TJPR","9122"
"TJPR","9125"
"TJPR","9131"
"TJPR","9133"
"TJPR","9136"
"TJPR","9139"
"TJPR","9141"
"TJPR","9143"
"TJPR","9145"
"TJPR","9147"
"TJPR","9149"
"TJPR","9151"
"TJPR","9153"
"TJPR","9155"
"TJPR","9157"
"TJPR","9159"
"TJPR","9161"
"TJPR","9163"
"TJPR","9165"
"TJPR","9167"
"TJPR","9169"
"TJPR","9171"
"TJPR","9180"
"TJPR","9182"
"TJPR","9184"
"TJPR","9187"
"TJPR","9188"
"TJPR","9191"
"TJPR","9193"
"TJPR","9195"
"TJPR","9198"
"TJPR","9200"
"TJPR","9202"
"TJPR","9204"
"TJPR","9206"
"TJPR","9208"
"TJPR","9210"
"TJPR","9212"
"TJPR","9214"
"TJPR","9217"
"TJPR","9218"
"TJPR","9221"
"TJPR","9222"
"TJPR","9226"
"TJPR","9234"
"TJRJ","11376"
"TJRJ","11484"
"TJRJ","11685"
"TJRJ","11837"
"TJRJ","11838"
"TJRJ","11839"
"TJRJ","13731"
"TJRJ","13732"
"TJRJ","13733"
"TJRJ","13735"
"TJRJ","13805"
"TJRJ","13862"
"TJRJ","13912"
"TJRJ","14093"
"TJRJ","14094"
"TJRJ","14566"
"TJRJ","16186"
"TJRJ","16292"
"TJRJ","16444"
"TJRJ","17444"
"TJRJ","17449"
"TJRJ","17852"
"TJRJ","17887"
"TJRJ","17980"
"TJRJ","18122"
"TJRJ","18129"
"TJRJ","18201"
"TJRJ","18206"
"TJRJ","18258"
"TJRJ","18266"
"TJRJ","18267"
"TJRJ","18268"
"TJRJ","18269"
"TJRJ","18270"
"TJRJ","18395"
"TJRJ","18417"
"TJRJ","63249"
"TJRJ","63253"
"TJRJ","63257"
"TJRJ","63260"
"TJRJ","63268"
"TJRJ","63273"
"TJRJ","63276"
"TJRJ","63279"
"TJRJ","63281"
"TJRJ","63284"
"TJRJ","63288"
"TJRJ","63291"
"TJRJ","63293"
"TJRJ","63301"
"TJRJ","63302"
"TJRJ","63311"
"TJRJ","63312"
"TJRJ","63317"
"TJRJ","63318"
"TJRJ","63324"
"TJRJ","63325"
"TJRJ","63326"
"TJRJ","63327"
"TJRJ","63330"
"TJRJ","63333"
"TJRJ","63335"
"TJRJ","63336"
"TJRJ","63337"
"TJRJ","63338"
"TJRJ","63343"
"TJRJ","63344"
"TJRJ","63349"
"TJRJ","63350"
"TJRJ","63353"
"TJRJ","63361"
"TJRJ","63364"
"TJRJ","63374"
"TJRJ","63378"
"TJRJ","63381"
"TJRJ","63385"
"TJRJ","63388"
"TJRJ","63393"
"TJRJ","63399"
"TJRJ","63400"
"TJRJ","63401"
"TJRJ","63402"
"TJRJ","63407"
"TJRJ","63411"
"TJRJ","63416"
"TJRJ","63417"
"TJRJ","63421"
"TJRJ","63424"
"TJRJ","63434"
"TJRJ","63436"
"TJRJ","63439"
"TJRJ","63445"
"TJRJ","63447"
"TJRJ","63450"
"TJRJ","63453"
"TJRJ","63454"
"TJRJ","63456"
"TJRJ","63457"
"TJRJ","63460"
"TJRJ","63463"
"TJRJ","63464"
"TJRJ","63468"
"TJRJ","63472"
"TJRJ","63475"
"TJRJ","63478"
"TJRJ","63481"
"TJRJ","63482"
"TJRJ","63488"
"TJRJ","63489"
"TJRJ","63491"
"TJRJ","63492"
"TJRJ","63494"
"TJRJ","63496"
"TJRJ","63506"
"TJRJ","63508"
"TJRJ","63510"
"TJRJ","63511"
"TJRJ","63512"
"TJRJ","63520"
"TJRJ","63522"
"TJRJ","63523"
"TJRJ","63527"
"TJRJ","63531"
"TJRJ","63532"
"TJRJ","63533"
"TJRJ","63539"
"TJRJ","63543"
"TJRJ","63552"
"TJRJ","63553"
"TJRJ","63556"
"TJRJ","63562"
"TJRJ","63563"
"TJRJ","63568"
"TJRJ","63572"
"TJRJ","63573"
"TJRJ","63574"
"TJRJ","63576"
"TJRJ","63578"
"TJRJ","63580"
"TJRJ","63582"
"TJRJ","63585"
"TJRJ","63594"
"TJRJ","63595"
"TJRJ","63597"
"TJRJ","63598"
"TJRJ","63599"
"TJRJ","63607"
"TJRJ","63611"
"TJRJ","63612"
"TJRJ","63616"
"TJRJ","63618"
"TJRJ","63623"
"TJRJ","63624"
"TJRJ","63626"
"TJRJ","63628"
"TJRJ","63630"
"TJRJ","63634"
"TJRJ","63635"
"TJRJ","63636"
"TJRJ","63638"
"TJRJ","63639"
"TJRJ","63641"
"TJRJ","63642"
"TJRJ","63643"
"TJRJ","63654"
"TJRJ","63657"
"TJRJ","63661"
"TJRJ","63671"
"TJRJ","63676"
"TJRJ","63686"
"TJRJ","63688"
"TJRJ","63690"
"TJRJ","63691"
"TJRJ","63694"
"TJRJ","63705"
"TJRJ","63709"
"TJRJ","63710"
"TJRJ","63711"
"TJRJ","63713"
"TJRJ","63719"
"TJRJ","63720"
"TJRJ","63722"
"TJRJ","63729"
"TJRJ","63736"
"TJRJ","63740"
"TJRJ","6669"
"TJRJ","6673"
"TJRJ","7118"
"TJRJ","7119"
"TJRJ","71216"
"TJRJ","7130"
"TJRJ","7131"
"TJRJ","7135"
"TJRJ","7136"
"TJRJ","7137"
"TJRJ","7140"
"TJRJ","7142"
"TJRJ","7147"
"TJRJ","7148"
"TJRJ","7150"
"TJRJ","7154"
