codtribunal;grau;cod_orgao_julg;tipo_justica;descricao;uf;Porte_Municipio;PIB_percapita;tipo_processo;Porte_Tribunal;Atuacao_Vara;Classificacao_Acervo_2;Median(numero_dias);Count*(npu);Sum(numero_dias)
TJPB;G1;6141;Estadual;ª VARA MISTA DE ITAPORANGA;PB;Pequeno;474.200.976.562;Civel;PEQUENO;Geral;Acervo Grande;124;4;552
TJPB;G1;6141;Estadual;ª VARA MISTA DE ITAPORANGA;PB;Pequeno;474.200.976.562;Criminal;PEQUENO;Geral;Acervo Grande;7;3;68
TJPB;G1;6142;Estadual;VARA ÚNICA DE JACARAÚ;PB;Pequeno;415.018.994.141;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2690;1;2690
TJPB;G1;6143;Estadual;VARA ÚNICA DE JUAZEIRINHO;PB;Pequeno;390.448.999.023;Civel;PEQUENO;Geral;Acervo Médio;127;1;127
TJPB;G1;6146;Estadual;ª VARA MISTA DE MAMANGUAPE;PB;M�dio;652.249.023.438;Criminal;PEQUENO;Geral;Acervo Grande;27;4;687
TJPB;G1;6148;Estadual;ª VARA MISTA DE MAMANGUAPE;PB;M�dio;652.249.023.438;Criminal;PEQUENO;Geral;Acervo Grande;13;3;81
TJPB;G1;6153;Estadual;ª VARA MISTA DE MONTEIRO;PB;M�dio;532.227.001.953;Civel;PEQUENO;Criminal Pura;Acervo Grande;77;1;77
TJPB;G1;6153;Estadual;ª VARA MISTA DE MONTEIRO;PB;M�dio;532.227.001.953;Criminal;PEQUENO;Criminal Pura;Acervo Grande;28;5;3270
TJPB;G1;6156;Estadual;ª VARA MISTA DE PATOS;PB;Grande;610.710.009.766;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2010;21;32465
TJPB;G1;6158;Estadual;ª VARA MISTA DE PATOS;PB;Grande;610.710.009.766;Criminal;PEQUENO;Criminal Pura;Acervo Grande;8;11;3584
TJPB;G1;6161;Estadual;ª VARA MISTA DE PATOS;PB;Grande;610.710.009.766;Civel;PEQUENO;Geral;Acervo Grande;149;3;426
TJPB;G1;6161;Estadual;ª VARA MISTA DE PATOS;PB;Grande;610.710.009.766;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2333;4;9668
TJPB;G1;6163;Estadual;ª VARA MISTA DE PATOS;PB;Grande;610.710.009.766;Civel;PEQUENO;Geral;Acervo Grande;2465;3;5371
TJPB;G1;6163;Estadual;ª VARA MISTA DE PATOS;PB;Grande;610.710.009.766;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2512;5;12267
TJPB;G1;6163;Estadual;ª VARA MISTA DE PATOS;PB;Grande;610.710.009.766;Fazenda;PEQUENO;Geral;Acervo Grande;2631;4;10400
TJPB;G1;6807;Estadual;VARA ÚNICA DE PEDRAS DE FOGO;PB;M�dio;1.029.803.027.344;Criminal;PEQUENO;Geral;Acervo Grande;48;1;48
TJPB;G1;6808;Estadual;ª VARA MISTA DE PIANCÓ;PB;Pequeno;451.689.990.234;Civel;PEQUENO;Geral;Acervo Grande;76;2;155
TJPB;G1;6808;Estadual;ª VARA MISTA DE PIANCÓ;PB;Pequeno;451.689.990.234;Criminal;PEQUENO;Geral;Acervo Grande;26;4;2840
TJPB;G1;6809;Estadual;ª VARA MISTA DE PIANCÓ;PB;Pequeno;451.689.990.234;Criminal;PEQUENO;Geral;Acervo Grande;6;1;6
TJPB;G1;6813;Estadual;ª VARA MISTA DE PRINCESA ISABEL;PB;Pequeno;4241;Civel;PEQUENO;Geral;Acervo Grande;112;4;2943
TJPB;G1;6813;Estadual;ª VARA MISTA DE PRINCESA ISABEL;PB;Pequeno;4241;Criminal;PEQUENO;Geral;Acervo Grande;31;4;748
TJPB;G1;6820;Estadual;ª VARA MISTA DE QUEIMADAS;PB;M�dio;483.245.019.531;Criminal;PEQUENO;Geral;Acervo Grande;12;12;4267
TJPB;G1;6875;Estadual;ª VARA MISTA DE SANTA RITA;PB;Grande;89.811.796.875;Criminal;PEQUENO;Criminal Pura;Acervo Grande;20;28;15906
TJPB;G1;6878;Estadual;ª VARA MISTA DE SANTA RITA;PB;Grande;89.811.796.875;Civel;PEQUENO;Civel Pura;Acervo Médio;62;2;187
TJPB;G1;6883;Estadual;ª VARA MISTA DE SANTA RITA;PB;Grande;89.811.796.875;Civel;PEQUENO;Criminal Pura;Acervo Grande;118;3;306
TJPB;G1;6883;Estadual;ª VARA MISTA DE SANTA RITA;PB;Grande;89.811.796.875;Criminal;PEQUENO;Criminal Pura;Acervo Grande;8;25;17781
TJPB;G1;6885;Estadual;VARA ÚNICA DE SÃO BENTO;PB;M�dio;518.085.986.328;Criminal;PEQUENO;Geral;Acervo Grande;38;1;38
TJPB;G1;6885;Estadual;VARA ÚNICA DE SÃO BENTO;PB;M�dio;518.085.986.328;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2652;1;2652
TJPB;G1;6890;Estadual;ª VARA MISTA DE SAPÉ;PB;M�dio;509.522.998.047;Criminal;PEQUENO;Geral;Acervo Grande;11;1;11
TJPB;G1;6890;Estadual;ª VARA MISTA DE SAPÉ;PB;M�dio;509.522.998.047;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2610;2;5260
TJPB;G1;6901;Estadual;ª VARA MISTA DE SAPÉ;PB;M�dio;509.522.998.047;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2605;1;2605
TJPB;G1;6901;Estadual;ª VARA MISTA DE SAPÉ;PB;M�dio;509.522.998.047;Família;PEQUENO;Geral;Acervo Grande;144;1;144
TJPB;G1;6903;Estadual;ª VARA MISTA DE SAPÉ;PB;M�dio;509.522.998.047;Civel;PEQUENO;Geral;Acervo Grande;83;3;285
TJPB;G1;6903;Estadual;ª VARA MISTA DE SAPÉ;PB;M�dio;509.522.998.047;Família;PEQUENO;Geral;Acervo Grande;146;2;313
TJPB;G1;6903;Estadual;ª VARA MISTA DE SAPÉ;PB;M�dio;509.522.998.047;Fazenda;PEQUENO;Geral;Acervo Grande;109;1;109
TJPB;G1;6976;Estadual;VARA ÚNICA DE SERRA BRANCA;PB;Pequeno;484.733.007.812;Civel;PEQUENO;Geral;Acervo Grande;91;2;231
TJPB;G1;6976;Estadual;VARA ÚNICA DE SERRA BRANCA;PB;Pequeno;484.733.007.812;Criminal;PEQUENO;Geral;Acervo Grande;46;1;46
TJPB;G1;6984;Estadual;ª VARA MISTA DE SÃO JOÃO DO RIO DO PEIXE;PB;Pequeno;401.798.999.023;Criminal;PEQUENO;Geral;Acervo Médio;36;2;2566
TJPB;G1;6984;Estadual;ª VARA MISTA DE SÃO JOÃO DO RIO DO PEIXE;PB;Pequeno;401.798.999.023;Execução Fiscal;PEQUENO;Geral;Acervo Médio;2524;2;5076
TJPB;G1;7152;Estadual;ª VARA MISTA DE SOUSA;PB;M�dio;805.777.001.953;Criminal;PEQUENO;Criminal Pura;Acervo Médio;20;8;188
TJPB;G1;7162;Estadual;ª VARA MISTA DE SOUSA;PB;M�dio;805.777.001.953;Criminal;PEQUENO;Criminal Pura;Acervo Médio;42;3;126
TJPB;G1;72357;Estadual;VARA ÚNICA DO CONDE;PB;Pequeno;1.286.958.984.375;Criminal;PEQUENO;Geral;Acervo Grande;1;2;425
TJPB;G1;7331;Estadual;ª VARA MISTA DE SOUSA;PB;M�dio;805.777.001.953;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2367;5;12027
TJPB;G1;7339;Estadual;ª VARA MISTA DE SOUSA;PB;M�dio;805.777.001.953;Civel;PEQUENO;Geral;Acervo Grande;136;1;136
TJPB;G1;7339;Estadual;ª VARA MISTA DE SOUSA;PB;M�dio;805.777.001.953;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2313;1;2313
TJPB;G1;7352;Estadual;VARA ÚNICA DE SUMÉ;PB;Pequeno;420.766.992.188;Criminal;PEQUENO;Criminal Pura;Acervo Grande;932;1;932
TJPB;G1;7354;Estadual;VARA ÚNICA DE TAPEROÁ;PB;Pequeno;393.829.003.906;Civel;PEQUENO;Geral;Acervo Grande;51;1;51
TJPB;G1;7354;Estadual;VARA ÚNICA DE TAPEROÁ;PB;Pequeno;393.829.003.906;Criminal;PEQUENO;Geral;Acervo Grande;1609;1;1609
TJPB;G1;7354;Estadual;VARA ÚNICA DE TAPEROÁ;PB;Pequeno;393.829.003.906;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2506;1;2506
TJPB;G1;7356;Estadual;VARA ÚNICA DE TEIXEIRA;PB;Pequeno;406.118.994.141;Criminal;PEQUENO;Geral;Acervo Grande;1718;5;7544
TJPB;G1;7356;Estadual;VARA ÚNICA DE TEIXEIRA;PB;Pequeno;406.118.994.141;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2541;1;2541
TJPB;G1;7360;Estadual;VARA ÚNICA DE UIRAÚNA;PB;Pequeno;435.564.990.234;Civel;PEQUENO;Geral;Acervo Médio;148;1;148
TJPB;G1;7360;Estadual;VARA ÚNICA DE UIRAÚNA;PB;Pequeno;435.564.990.234;Criminal;PEQUENO;Geral;Acervo Médio;3;4;12
TJPB;G1;7360;Estadual;VARA ÚNICA DE UIRAÚNA;PB;Pequeno;435.564.990.234;Família;PEQUENO;Geral;Acervo Médio;60;1;60
TJPB;G1;7374;Estadual;ª VARA CÍVEL DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Civel;PEQUENO;Civel Pura;Acervo Grande;70;2;218
TJPB;G1;7382;Estadual;ª VARA CÍVEL DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Civel;PEQUENO;Civel Pura;Acervo Médio;48;2;163
TJPB;G1;7391;Estadual;ª VARA CÍVEL DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Civel;PEQUENO;Civel Pura;Acervo Médio;135;3;414
TJPB;G1;7392;Estadual;ª VARA CÍVEL DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Civel;PEQUENO;Civel Pura;Acervo Médio;106;4;476
TJPB;G1;7401;Estadual;ª VARA CÍVEL DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Civel;PEQUENO;Civel Pura;Acervo Médio;125;3;364
TJPB;G1;7402;Estadual;VARA DE ENTORPECENTES DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Criminal;PEQUENO;Criminal Pura;Acervo Grande;32;6;2478
TJPB;G1;7407;Estadual;ª VARA CRIMINAL DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Criminal;PEQUENO;Criminal Pura;Acervo Grande;16;13;3944
TJPB;G1;7409;Estadual;ª VARA CRIMINAL DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Criminal;PEQUENO;Criminal Pura;Acervo Grande;22;5;143
TJPB;G1;7413;Estadual;ª VARA CRIMINAL DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Criminal;PEQUENO;Criminal Pura;Acervo Grande;26;16;516
TJPB;G1;7419;Estadual;ª VARA CRIMINAL DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Criminal;PEQUENO;Criminal Pura;Acervo Grande;42;6;252
TJPB;G1;7432;Estadual;ª VARA DE FAMÍLIA DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Família;PEQUENO;Geral;Acervo Médio;44;2;195
TJPB;G1;7436;Estadual;ª VARA DE FAMÍLIA DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Família;PEQUENO;Geral;Acervo Médio;88;4;392
TJPB;G1;7439;Estadual;ª VARA DE FAMÍLIA DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Civel;PEQUENO;Familia;Acervo Médio;122;1;122
TJPB;G1;7445;Estadual;ª VARA DE FAMÍLIA DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Civel;PEQUENO;Geral;Acervo Médio;106;3;342
TJPB;G1;7445;Estadual;ª VARA DE FAMÍLIA DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Família;PEQUENO;Geral;Acervo Médio;127;13;1433
TJPB;G1;7448;Estadual;ª VARA DA FAZENDA PÚBLICA DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Civel;PEQUENO;Fazenda;Acervo Grande;134;4;4862
TJPB;G1;7448;Estadual;ª VARA DA FAZENDA PÚBLICA DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Execução Fiscal;PEQUENO;Fazenda;Acervo Grande;2505;4;10314
TJPB;G1;7453;Estadual;ª VARA DA FAZENDA PÚBLICA DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Civel;PEQUENO;Fazenda;Acervo Grande;161;4;5416
TJPB;G1;7456;Estadual;ª VARA DA FAZENDA PÚBLICA DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Civel;PEQUENO;Fazenda;Acervo Grande;134;2;2276
TJPB;G1;7456;Estadual;ª VARA DA FAZENDA PÚBLICA DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Execução Fiscal;PEQUENO;Fazenda;Acervo Grande;2523;2;5146
TJPB;G1;7498;Estadual;VARA ÚNICA DE ALAGOA GRANDE;PB;M�dio;378.472.998.047;Civel;PEQUENO;Geral;Acervo Grande;134;5;678
TJPB;G1;7498;Estadual;VARA ÚNICA DE ALAGOA GRANDE;PB;M�dio;378.472.998.047;Criminal;PEQUENO;Geral;Acervo Grande;1670;5;5753
TJPB;G1;7498;Estadual;VARA ÚNICA DE ALAGOA GRANDE;PB;M�dio;378.472.998.047;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2758;1;2758
TJPB;G1;7509;Estadual;VARA ÚNICA DE AREIA;PB;Pequeno;407.777.001.953;Civel;PEQUENO;Geral;Acervo Grande;82;1;82
TJPB;G1;7509;Estadual;VARA ÚNICA DE AREIA;PB;Pequeno;407.777.001.953;Criminal;PEQUENO;Geral;Acervo Grande;1939;3;6086
TJPB;G1;7509;Estadual;VARA ÚNICA DE AREIA;PB;Pequeno;407.777.001.953;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2513;1;2513
TJPB;G1;7515;Estadual;VARA ÚNICA DE BANANEIRAS;PB;Pequeno;415.541.015.625;Criminal;PEQUENO;Geral;Acervo Grande;8;2;42
TJPB;G1;7515;Estadual;VARA ÚNICA DE BANANEIRAS;PB;Pequeno;415.541.015.625;Fazenda;PEQUENO;Geral;Acervo Grande;2651;1;2651
TJPB;G1;7526;Estadual;ª VARA MISTA DE CUITÉ;PB;Pequeno;397.540.991.211;Criminal;PEQUENO;Geral;Acervo Grande;435;5;2628
TJPB;G1;7534;Estadual;VARA ÚNICA DE PICUÍ;PB;Pequeno;403.173.999.023;Civel;PEQUENO;Geral;Acervo Grande;128;5;663
TJPB;G1;7534;Estadual;VARA ÚNICA DE PICUÍ;PB;Pequeno;403.173.999.023;Criminal;PEQUENO;Geral;Acervo Grande;1829;4;7710
TJPB;G1;7534;Estadual;VARA ÚNICA DE PICUÍ;PB;Pequeno;403.173.999.023;Família;PEQUENO;Geral;Acervo Grande;133;1;133
TJPB;G1;7550;Estadual;VARA ÚNICA DE SÃO JOSÉ DE PIRANHAS;PB;Pequeno;412.077.001.953;Criminal;PEQUENO;Geral;Acervo Grande;2225;1;2225
TJPB;G1;7550;Estadual;VARA ÚNICA DE SÃO JOSÉ DE PIRANHAS;PB;Pequeno;412.077.001.953;Execução Fiscal;PEQUENO;Geral;Acervo Grande;2657;2;5420
TJPB;G1;7558;Estadual;VARA ÚNICA DE SOLÂNEA;PB;M�dio;388.258.007.812;Criminal;PEQUENO;Geral;Acervo Grande;694;2;1733
TJPB;G1;7564;Estadual;VARA ÚNICA DE SOLEDADE;PB;Pequeno;476.091.015.625;Civel;PEQUENO;Geral;Acervo Médio;129;1;129
TJPB;G1;7564;Estadual;VARA ÚNICA DE SOLEDADE;PB;Pequeno;476.091.015.625;Família;PEQUENO;Geral;Acervo Médio;135;1;135
TJPB;G1;7569;Estadual;VARA ÚNICA DE UMBUZEIRO;PB;Pequeno;4133.5;Criminal;PEQUENO;Geral;Acervo Grande;1772;2;3548
TJPB;G1;7756;Estadual;ª VARA CÍVEL DE CAMPINA GRANDE;PB;Grande;1.014.720.996.094;Civel;PEQUENO;Civel Pura;Acervo Médio;141;2;2663
TJPB;G1;8880;Estadual;VARA ÚNICA DE RIO TINTO;PB;Pequeno;570.397.021.484;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2219;10;17811
TJPB;G2;21898;Estadual;GABINETE DO DESEMBARGADOR ABRAHAM LINCOLN DA CUNHA RAMOS;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;139;7;975
TJPB;G2;21899;Estadual;GABINETE DO DESEMBARGADOR ARNÓBIO ALVES TEODÓSIO;PB;Grande;1.230.119.042.969;Criminal;PEQUENO;Criminal Pura;Acervo Grande;111;29;15205
TJPB;G2;21900;Estadual;GABINETE DO DESEMBARGADOR CARLOS MARTINS BELTRÃO FILHO;PB;Grande;1.230.119.042.969;Criminal;PEQUENO;Criminal Pura;Acervo Grande;111;33;16707
TJPB;G2;21901;Estadual;GABINETE DO DESEMBARGADOR FREDERICO MARTINHO DA NÓBREGA COUTINHO;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;138;9;1231
TJPB;G2;21902;Estadual;GABINETE DO DESEMBARGADOR JOÃO ALVES DA SILVA;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;69;4;391
TJPB;G2;21903;Estadual;GABINETE DO DESEMBARGADOR JOÃO BENEDITO DA SILVA;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Geral;Acervo Grande;39;3;194
TJPB;G2;21903;Estadual;GABINETE DO DESEMBARGADOR JOÃO BENEDITO DA SILVA;PB;Grande;1.230.119.042.969;Criminal;PEQUENO;Geral;Acervo Grande;103;42;14120
TJPB;G2;21904;Estadual;GABINETE DO DESEMBARGADOR JOÁS DE BRITO PEREIRA FILHO;PB;Grande;1.230.119.042.969;Criminal;PEQUENO;Criminal Pura;Acervo Grande;100;29;11931
TJPB;G2;21904;Estadual;GABINETE DO DESEMBARGADOR JOÁS DE BRITO PEREIRA FILHO;PB;Grande;1.230.119.042.969;Família;PEQUENO;Criminal Pura;Acervo Grande;45;1;45
TJPB;G2;21905;Estadual;GABINETE DO DESEMBARGADOR JOSÉ AURÉLIO DA CRUZ;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;129;9;953
TJPB;G2;21906;Estadual;GABINETE DO DESEMBARGADOR JOSÉ RICARDO PORTO;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;150;9;1170
TJPB;G2;21906;Estadual;GABINETE DO DESEMBARGADOR JOSÉ RICARDO PORTO;PB;Grande;1.230.119.042.969;Criminal;PEQUENO;Civel Pura;Acervo Grande;87;6;476
TJPB;G2;21907;Estadual;GABINETE DO DESEMBARGADOR LEANDRO DOS SANTOS;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;139;8;1108
TJPB;G2;21909;Estadual;GABINETE DO DESEMBARGADOR MÁRCIO MURILO DA CUNHA RAMOS;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Geral;Acervo Médio;134;1;134
TJPB;G2;21909;Estadual;GABINETE DO DESEMBARGADOR MÁRCIO MURILO DA CUNHA RAMOS;PB;Grande;1.230.119.042.969;Criminal;PEQUENO;Geral;Acervo Médio;1547;11;17363
TJPB;G2;21910;Estadual;GABINETE DO DESEMBARGADOR MARCOS CAVALCANTI DE ALBUQUERQUE;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;134;1;134
TJPB;G2;21911;Estadual;GABINETE DA DESEMBARGADORA MARIA DAS GRAÇAS MORAIS GUEDES;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;124;1;124
TJPB;G2;21912;Estadual;GABINETE DO DESEMBARGADOR RICARDO VITAL DE ALMEIDA;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Geral;Acervo Grande;148;7;1018
TJPB;G2;21912;Estadual;GABINETE DO DESEMBARGADOR RICARDO VITAL DE ALMEIDA;PB;Grande;1.230.119.042.969;Criminal;PEQUENO;Geral;Acervo Grande;1322;15;18556
TJPB;G2;21913;Estadual;GABINETE DA DESEMBARGADORA MARIA DE FÁTIMA MORAES BEZERRA CAVALCANTI;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;144;9;1164
TJPB;G2;21914;Estadual;GABINETE DO DESEMBARGADOR OSWALDO TRIGUEIRO DO VALLE FILHO;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;138;8;1121
TJPB;G2;21916;Estadual;GABINETE DO DESEMBARGADOR SAULO HENRIQUES DE SÁ BENEVIDES;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;128;7;715
TJPB;JE;13150;Estadual;ª VARA MISTA DE CUITÉ;PB;Pequeno;397.540.991.211;Criminal;PEQUENO;Geral;Acervo Grande;1480;2;2980
TJPB;JE;14105;Estadual;ª VARA MISTA DE ITAPORANGA;PB;Pequeno;474.200.976.562;Criminal;PEQUENO;Geral;Acervo Médio;1762;2;4309
TJPB;JE;16297;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;28;11;2543
TJPB;JE;16297;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Juizados Especiais Cíveis;PEQUENO;Civel Pura;Acervo Grande;88;1;88
TJPB;JE;16322;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;71;33;2817
TJPB;JE;16322;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Criminal;PEQUENO;Civel Pura;Acervo Grande;1568;2;3491
TJPB;JE;16322;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Juizados Especiais Cíveis;PEQUENO;Civel Pura;Acervo Grande;139;15;1980
TJPB;JE;17364;Estadual;JUIZADO ESPECIAL CRIMINAL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Criminal;PEQUENO;Criminal Pura;Acervo Médio;1595;40;62189
TJPB;JE;18315;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;91;9;892
TJPB;JE;18315;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Juizados Especiais Cíveis;PEQUENO;Civel Pura;Acervo Grande;85;2;198
TJPB;JE;5674;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;43;14;897
TJPB;JE;5679;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;1;2;3
TJPB;JE;5684;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;103;13;3844
TJPB;JE;5684;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Juizados Especiais Cíveis;PEQUENO;Civel Pura;Acervo Grande;96;2;246
TJPB;JE;5685;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;17;2;87
TJPB;JE;5688;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Civel;PEQUENO;Civel Pura;Acervo Grande;109;24;2240
TJPB;JE;5688;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Criminal;PEQUENO;Civel Pura;Acervo Grande;1147;2;3557
TJPB;JE;5688;Estadual;º JUIZADO ESPECIAL CÍVEL DE JOÃO PESSOA;PB;Grande;1.230.119.042.969;Juizados Especiais Cíveis;PEQUENO;Civel Pura;Acervo Grande;130;11;1364
TJPB;JE;6013;Estadual;VARA ÚNICA DE ÁGUA BRANCA;PB;Pequeno;359.530.004.883;Criminal;PEQUENO;Criminal Pura;Acervo Grande;141;1;141
TJPB;JE;6043;Estadual;JUIZADO ESPECIAL MISTO DE BAYEUX;PB;M�dio;628.789.013.672;Criminal;PEQUENO;Civel Pura;Acervo Médio;1383;5;5549
TJPB;JE;6043;Estadual;JUIZADO ESPECIAL MISTO DE BAYEUX;PB;M�dio;628.789.013.672;Juizados Especiais Cíveis;PEQUENO;Civel Pura;Acervo Médio;142;1;142
TJPB;JE;6057;Estadual;JUIZADO ESPECIAL MISTO DE CABEDELO;PB;M�dio;449.788.515.625;Civel;PEQUENO;Civel Pura;Acervo Grande;89;5;412
TJPB;JE;6057;Estadual;JUIZADO ESPECIAL MISTO DE CABEDELO;PB;M�dio;449.788.515.625;Juizados Especiais Cíveis;PEQUENO;Civel Pura;Acervo Grande;129;3;375
TJPB;JE;6070;Estadual;ª VARA MISTA DE CATOLÉ DO ROCHA;PB;M�dio;515.552.978.516;Criminal;PEQUENO;Geral;Acervo Grande;1691;6;11575
TJPB;JE;6109;Estadual;ª VARA MISTA DE CATOLÉ DO ROCHA;PB;M�dio;515.552.978.516;Criminal;PEQUENO;Geral;Acervo Grande;2058;6;11560
TJPB;JE;6110;Estadual;ª VARA MISTA DE CATOLÉ DO ROCHA;PB;M�dio;515.552.978.516;Criminal;PEQUENO;Geral;Acervo Grande;1708;2;3708
TJPB;JE;6114;Estadual;VARA ÚNICA DE COREMAS;PB;Pequeno;367.730.004.883;Civel;PEQUENO;Geral;Acervo Grande;2728;1;2728
TJPB;JE;6130;Estadual;JUIZADO ESPECIAL MISTO DE GUARABIRA;PB;M�dio;683.877.001.953;Criminal;PEQUENO;Civel Pura;Acervo Grande;1618;1;1618
TJPB;JE;6134;Estadual;ª VARA MISTA DE INGÁ;PB;Pequeno;397.652.001.953;Civel;PEQUENO;Geral;Acervo Médio;72;1;72
TJPB;JE;6134;Estadual;ª VARA MISTA DE INGÁ;PB;Pequeno;397.652.001.953;Criminal;PEQUENO;Geral;Acervo Médio;1828;1;1828
TJPB;JE;6136;Estadual;ª VARA MISTA DE INGÁ;PB;Pequeno;397.652.001.953;Criminal;PEQUENO;Geral;Acervo Médio;1595;1;1595
TJPB;JE;6137;Estadual;ª VARA MISTA DE ITABAIANA;PB;Pequeno;464.218.994.141;Criminal;PEQUENO;Geral;Acervo Médio;1800;1;1800
TJPB;JE;6139;Estadual;ª VARA MISTA DE ITABAIANA;PB;Pequeno;464.218.994.141;Criminal;PEQUENO;Geral;Acervo Grande;1778;1;1778
TJPB;JE;6140;Estadual;ª VARA MISTA DE ITAPORANGA;PB;Pequeno;474.200.976.562;Criminal;PEQUENO;Criminal Pura;Acervo Grande;2128;13;27965
TJPB;JE;6141;Estadual;ª VARA MISTA DE ITAPORANGA;PB;Pequeno;474.200.976.562;Criminal;PEQUENO;Geral;Acervo Grande;1638;4;6575
TJPB;JE;6142;Estadual;VARA ÚNICA DE JACARAÚ;PB;Pequeno;415.018.994.141;Criminal;PEQUENO;Geral;Acervo Grande;111;2;272
TJPB;JE;6149;Estadual;JUIZADO ESPECIAL MISTO DE MAMANGUAPE;PB;M�dio;652.249.023.438;Civel;PEQUENO;Civel Pura;Acervo Médio;2420;1;2420
