codtribunal;cod_orgao_julg;Classificacao_cluster
TJRR;2768;1
TJRR;2768;1
TJRR;72046;1
TJRR;72047;1
TJRR;2776;1
TJRR;2776;1
TJRR;2777;1
TJRR;2777;1
TJRR;2778;1
TJRR;2778;1
TJRS;11326;2
TJRS;17487;5
TJRS;2954;2
TJRS;2960;3
TJRS;2989;0
TJRS;3052;7
TJRS;3093;5
TJRS;3111;2
TJRS;3196;2
TJRS;3205;2
TJRS;3210;6
TJRS;3216;6
TJRS;3260;6
TJRS;3288;2
TJRS;3289;2
TJRS;3294;2
TJRS;3310;2
TJRS;3320;6
TJRS;3320;6
TJRS;3323;6
TJRS;3327;2
TJRS;3336;2
TJRS;3344;2
TJRS;3345;2
TJRS;3367;6
TJRS;3369;6
TJRS;3386;2
TJRS;3387;2
TJRS;3388;2
TJRS;3389;2
TJRS;3390;2
TJRS;3391;6
TJRS;3392;2
TJRS;3395;2
TJRS;3396;2
TJRS;3397;2
TJRS;3398;2
TJRS;3399;2
TJRS;3400;2
TJRS;3401;2
TJRS;3402;2
TJRS;3413;6
TJRS;3742;2
TJRS;3793;2
TJRS;3802;2
TJRS;3810;2
TJRS;3821;6
TJRS;3825;2
TJRS;3841;2
TJRS;3843;6
TJRS;3854;2
TJRS;3861;2
TJRS;3866;2
TJRS;3872;2
TJRS;3921;6
TJRS;3988;5
TJRS;3994;5
TJRS;4054;6
TJRS;4059;6
TJRS;4066;6
TJRS;4161;7
TJRS;4180;2
TJRS;4180;2
TJRS;4183;2
TJRS;4183;2
TJRS;4188;2
TJRS;75423;6
TJRS;77703;0
TJRS;9178;2
TJRS;9243;2
TJRS;17469;2
TJRS;17487;5
TJRS;3093;5
TJRS;3111;2
TJRS;3117;2
TJRS;3327;2
TJRS;3336;2
TJRS;3835;0
TJRS;3861;2
TJRS;3888;6
TJRS;3888;6
TJRS;3988;5
TJRS;3994;5
TJRS;4066;6
TJSC;13358;4
TJSC;13817;1
TJSC;13821;2
TJSC;13822;2
TJSC;13894;1
TJSC;13919;1
TJSC;13923;2
TJSC;14086;1
TJSC;14099;1
TJSC;16946;1
TJSC;4262;1
TJSC;4267;2
TJSC;4598;4
TJSC;4598;4
TJSC;4601;2
TJSC;4677;2
TJSC;4737;4
TJSC;5643;1
TJSC;5658;1
TJSC;5665;1
TJSC;5673;1
TJSC;5700;2
TJSC;5739;1
TJSC;5776;1
TJSC;5783;1
TJSC;5784;1
TJSC;5787;1
TJSC;5793;4
TJSC;5840;1
TJSC;5842;1
TJSC;5846;1
TJSC;5876;4
TJSC;5876;4
TJSC;5888;2
TJSC;5897;2
TJSC;5901;4
TJSC;5905;0
TJSC;5912;2
TJSC;5923;2
TJSC;5924;4
TJSC;5924;4
TJSC;5924;4
TJSC;5926;4
TJSC;5933;4
TJSC;5933;4
TJSC;5937;7
TJSC;5941;4
TJSC;5941;4
TJSC;5944;7
TJSC;5944;7
TJSC;5949;4
TJSC;5955;2
TJSC;5957;2
TJSC;5957;2
TJSC;5962;4
TJSC;5963;4
TJSC;6234;2
TJSC;6237;1
TJSC;6239;1
TJSC;6245;1
TJSC;6247;1
TJSC;6270;2
TJSC;6272;2
TJSC;6275;2
TJSC;6276;2
TJSC;6278;2
TJSC;77977;1
TJSC;8216;2
TJSC;8217;2
TJSC;8218;2
TJSC;8236;1
TJSC;8238;4
TJSC;8239;4
TJSC;8239;4
TJSC;8241;2
TJSC;8242;4
TJSC;8242;4
TJSC;8242;4
TJSC;8246;2
TJSC;8247;2
TJSC;8252;4
TJSC;8254;2
TJSC;8263;2
TJSC;8266;1
TJSC;8267;1
TJSC;8276;2
TJSC;8276;2
TJSC;17005;1
TJSC;17006;2
TJSC;17007;2
TJSC;11682;1
TJSC;11682;1
TJSC;13358;4
TJSC;13815;4
TJSC;17505;2
TJSC;17505;2
TJSC;17505;2
TJSC;17528;1
TJSC;17528;1
TJSC;18399;2
TJSC;18400;2
TJSC;18432;1
TJSC;18432;1
TJSC;4577;1
TJSC;4598;4
TJSC;4618;0
TJSC;4771;7
TJSC;5643;1
TJSC;5649;7
TJSC;5747;1
TJSC;5747;1
TJSC;5897;2
TJSC;5901;4
TJSC;5912;2
TJSC;5924;4
TJSC;5926;4
TJSC;5933;4
TJSC;5937;7
TJSC;5941;4
TJSC;5941;4
TJSC;5944;7
TJSC;5955;2
TJSC;5962;4
TJSC;6226;2
TJSC;6226;2
TJSC;6231;1
TJSC;6231;1
TJSC;6294;1
TJSC;6294;1
TJSC;8242;4
TJSC;8250;2
TJSC;8250;2
TJSC;8272;1
TJSC;8272;1
TJSC;8282;4
TJSC;8282;4
TJSC;8881;2
TJSC;8973;1
TJSE;11701;5
TJSE;8327;5
TJSE;8328;5
TJSE;8328;5
TJSE;8328;5
TJSE;8329;5
TJSE;8329;5
TJSE;8332;5
TJSE;8333;5
TJSE;8334;5
TJSE;8335;5
TJSE;8336;5
TJSE;8337;5
TJSE;8337;5
TJSE;8337;5
TJSE;8338;5
TJSE;8339;5
TJSE;8339;5
TJSE;8340;5
TJSE;8343;5
TJSE;8343;5
TJSE;8343;5
TJSE;8361;0
TJSE;8361;0
TJSE;8361;0
TJSE;8366;0
TJSE;8366;0
TJSE;8366;0
TJSE;8366;0
TJSE;8366;0
TJSE;8380;5
TJSE;8380;5
TJSE;8417;0
TJSE;8417;0
TJSE;8417;0
TJSE;8417;0
TJSE;8417;0
TJSE;8423;0
TJSE;8423;0
TJSE;8423;0
TJSE;8423;0
TJSE;8423;0
TJSE;8423;0
TJSE;8481;5
TJSE;8481;5
TJSE;8481;5
TJSE;8489;0
TJSE;8489;0
TJSE;8489;0
TJSE;8489;0
TJSE;8489;0
TJSE;8498;0
TJSE;8498;0
TJSE;8498;0
TJSE;8498;0
TJSE;8507;5
TJSE;8507;5
TJSE;8510;5
TJSE;8510;5
TJSE;8510;5
TJSE;8577;5
TJSE;8577;5
TJSE;8577;5
TJSE;8598;5
TJSE;8598;5
TJSE;8621;0
TJSE;8621;0
TJSE;8621;0
TJSE;8621;0
TJSE;8621;0
TJSE;27842;5
TJSE;27843;5
TJSE;27843;5
TJSE;27843;5
TJSE;27844;5
TJSE;27844;5
TJSE;27845;5
TJSE;27845;5
TJSE;27847;5
TJSE;27847;5
TJSE;27848;5
TJSE;27849;5
TJSE;27849;5
TJSE;27850;5
TJSE;27850;5
TJSE;27851;5
TJSE;53286;5
TJSE;53286;5
TJSE;17047;5
TJSE;17047;5
TJSE;17048;5
TJSE;17048;5
TJSE;18123;5
TJSE;18123;5
TJSE;18124;5
TJSE;18124;5
TJSE;8372;0
TJSE;8372;0
TJSE;8374;5
TJSE;8374;5
TJSE;8376;5
TJSE;8376;5
TJSE;8377;5
TJSE;8377;5
TJSE;8378;5
TJSE;8378;5
TJSE;8379;5
TJSE;8379;5
TJSE;8447;0
TJSE;8447;0
TJSE;8447;0
TJSE;8514;0
TJSE;8514;0
TJSE;8514;0
TJSE;8587;5
TJSE;8587;5
TJSE;8587;5
TJSE;8607;5
TJSE;8607;5
TJSE;8607;5
TJSE;8635;0
TJSE;8635;0
TJSE;8635;0
TJSE;27836;5
TJTO;3956;5
TJTO;3970;5
TJTO;4296;5
TJTO;4309;0
TJTO;4322;0
TJTO;4322;0
TJTO;4326;0
TJTO;4362;3
TJTO;5155;0
TJTO;5157;0
TJTO;5163;0
TJTO;5170;0
TJTO;5173;3
TJTO;5173;3
TJTO;5178;1
TJTO;5184;1
TJTO;5189;1
TJTO;5195;1
TJTO;5198;1
TJTO;5213;1
TJTO;5220;0
TJTO;5268;3
TJTO;5268;3
TJTO;5268;3
TJTO;5299;3
TJTO;4341;0
TJTO;4341;0
TJTO;5209;1
TJTO;5258;0
TJTO;5258;0
TJAC;14075;4
TJAC;3588;0
TJAC;3591;0
TJAC;3605;0
TJAC;3609;0
TJAC;3614;0
TJAC;3615;0
TJAC;3625;4
TJAC;3626;4
TJAC;3627;4
TJAC;3628;4
TJAC;3629;4
TJAC;3638;4
TJAC;6379;4
TJAC;74300;0
TJAC;8154;0
TJAC;8156;0
TJAC;81694;4
TJAC;33548;4
TJAC;74296;4
TJAC;16426;4
TJAC;3588;0
TJAC;3605;0
TJAC;3609;0
TJAC;3614;0
TJAC;3644;4
TJAC;3645;4
TJAC;8154;0
TJAC;8156;0
TJAL;6201;0
TJAL;6201;0
TJAL;6360;4
TJAL;6368;4
TJAL;8180;4
TJAL;8191;4
TJAM;5084;0
TJAM;5097;0
TJAM;5097;0
TJAM;5102;0
TJAM;76533;2
TJAM;4922;2
TJAP;13396;4
TJAP;13605;4
TJAP;13697;4
TJAP;13697;4
TJAP;13720;4
TJAP;16037;4
TJAP;6171;4
TJAP;6172;4
TJAP;6398;4
TJAP;6399;4
TJAP;6406;0
TJAP;6406;0
TJAP;6411;4
TJAP;6411;4
TJAP;6412;4
TJAP;75533;4
TJAP;75533;4
TJAP;43924;4
TJAP;43924;4
TJAP;43924;4
TJAP;13721;4
TJAP;6406;0
TJBA;49709;5
TJBA;5147;5
TJBA;5235;6
TJBA;5275;5
TJBA;49971;5
TJBA;49972;5
TJBA;49985;5
TJCE;14329;6
TJCE;14332;6
TJCE;16505;5
TJCE;50921;6
TJCE;50921;6
TJCE;50922;6
TJCE;50922;6
TJCE;81560;6
TJDFT;12139;2
TJDFT;12923;2
TJDFT;13122;2
TJDFT;39;1
TJDFT;43067;2
TJDFT;6617;2
TJDFT;6623;2
TJDFT;6625;2
TJDFT;6630;2
TJDFT;6634;2
TJDFT;6637;2
TJDFT;6641;2
TJDFT;6643;2
TJDFT;6644;2
TJDFT;6715;2
TJDFT;6745;2
TJDFT;6780;2
TJDFT;6782;2
TJDFT;6784;2
TJDFT;67852;2
TJDFT;6786;2
TJDFT;16814;2
TJDFT;16815;2
TJDFT;16837;2
TJDFT;6660;2
TJDFT;6675;2
TJDFT;67791;2
TJES;1046;1
TJES;198;5
TJES;2535;1
TJES;78;5
TJGO;11538;3
TJGO;11544;0
TJGO;13693;0
TJGO;13746;3
TJGO;81457;5
TJGO;81461;1
TJGO;11456;2
TJMA;14072;6
TJMA;2869;6
TJMA;2869;6
TJMA;2869;6
TJMA;2877;6
TJMA;19947;2
TJMA;19948;2
TJMA;19949;2
TJMG;11059;5
TJMG;11156;3
TJMG;13351;0
TJMG;13573;3
TJMG;16546;3
TJMG;3895;0
TJMG;3919;4
TJMG;3926;0
TJMG;3936;0
TJMG;4042;0
TJMG;4055;5
TJMG;4150;3
TJMG;4150;3
TJMG;4160;0
TJMG;4164;0
TJMG;4184;0
TJMG;4187;0
TJMG;4222;5
TJMG;4234;0
TJMG;4241;3
TJMG;4250;0
TJMG;4269;0
TJMG;4319;3
TJMG;4359;2
TJMG;4363;2
TJMG;4366;2
TJMG;5335;0
TJMG;5335;0
TJMG;5350;0
TJMG;5353;0
TJMG;5442;2
TJMG;5740;2
TJMG;5809;0
TJMG;81132;0
TJMG;81133;0
TJMG;8170;3
TJMT;16501;1
TJMT;48402;5
TJMT;48402;5
TJMT;48415;3
TJMT;6371;2
TJMT;6373;2
TJMT;6374;2
TJMT;6381;2
TJMT;6382;2
TJMT;6383;2
TJMT;6542;2
TJMT;6543;2
TJMT;6636;5
TJMT;6698;3
TJMT;6737;5
TJMT;7341;2
TJMT;7516;1
TJMT;7516;1
TJMT;7516;1
TJMT;7516;1
TJMT;7521;1
TJMT;7521;1
TJMT;7521;1
TJMT;75571;3
TJMT;75572;1
TJMT;7591;3
TJMT;7591;3
TJMT;7591;3
TJMT;7601;3
TJMT;7601;3
TJMT;7601;3
TJMT;7651;1
TJMT;7651;1
TJMT;7651;1
TJMT;7664;1
TJMT;7664;1
TJMT;7664;1
TJMT;7680;5
TJMT;7680;5
TJMT;7680;5
TJMT;7680;5
TJMT;7686;1
TJMT;7686;1
TJMT;7754;1
TJMT;7754;1
TJMT;7754;1
TJMT;7754;1
TJMT;7767;3
TJMT;7767;3
TJMT;7770;3
TJMT;7770;3
TJMT;7777;5
TJMT;77959;2
TJMT;8027;3
TJMT;8030;3
TJMT;8030;3
TJMT;8030;3
TJMT;8041;5
TJMT;8043;5
TJMT;8043;5
TJMT;8043;5
TJMT;8077;3
TJMT;8080;1
TJMT;8080;1
TJMT;8080;1
TJMT;8084;1
TJMT;8084;1
TJMT;8084;1
TJMT;8088;1
TJMT;8088;1
TJMT;8140;1
TJMT;8140;1
TJMT;8140;1
TJMT;8140;1
TJMT;48616;2
TJMT;48622;2
TJMT;48624;2
TJMT;48626;2
TJMT;48631;2
TJMT;48637;2
TJMT;48638;2
TJMT;48640;2
TJMT;81223;2
TJMT;77959;2
TJMT;77959;2
TJMT;77959;2
TJMT;8140;1
TJPA;12572;6
TJPA;12703;6
TJPA;13360;5
TJPA;18422;2
TJPA;3077;6
TJPA;3184;5
TJPA;5454;2
TJPA;6448;5
TJPA;6470;2
TJPA;6470;2
TJPA;6470;2
TJPA;6471;2
TJPA;6471;2
TJPA;6471;2
TJPA;6471;2
TJPA;6477;5
TJPA;6824;3
TJPA;6834;2
TJPA;6861;5
TJPA;6952;5
TJPA;7019;5
TJPA;7813;2
TJPA;7892;3
TJPA;8158;3
TJPA;8158;3
TJPA;8159;3
TJPA;8159;3
TJPA;8159;3
TJPA;81672;6
TJPA;23062;5
TJPA;12572;6
TJPA;6471;2
TJPB;14104;4
TJPB;16300;4
TJPB;16511;4
TJPB;5569;4
TJPB;6009;4
TJPB;6010;4
TJPB;6011;4
TJPB;6013;0
TJPB;6051;0
TJPB;6059;0
TJPB;6131;0
TJPB;6140;0
TJPB;6153;0
TJPB;6156;4
TJPB;6158;4
TJPB;6875;4
TJPB;6883;4
TJPB;6883;4
TJPB;7352;0
TJPB;7402;4
TJPB;7407;4
TJPB;8880;0
TJPB;21899;4
TJPB;21900;4
TJPB;21904;4
TJPB;17364;4
TJPB;6013;0
TJPB;6140;0
TJPB;6152;0
TJPB;6153;0
TJPB;7469;4
TJPE;13386;0
TJPE;13387;0
TJPE;13559;0
TJPE;16428;5
TJPE;16590;5
TJPE;16913;0
TJPE;18299;5
TJPE;6730;2
TJPE;6797;2
TJPE;6915;5
TJPE;6948;2
TJPE;6953;2
TJPE;7037;5
TJPE;7067;5
TJPE;7081;5
TJPE;7116;0
TJPE;7173;5
TJPE;7191;5
TJPE;7203;5
TJPE;7411;5
TJPE;7417;3
TJPE;7473;6
TJPE;7539;5
TJPE;7575;6
TJPE;7596;1
TJPE;7596;1
TJPE;7596;1
TJPE;7611;6
TJPE;7635;5
TJPE;7704;5
TJPE;7733;5
TJPE;7738;5
TJPE;78045;5
TJPE;78056;0
TJPE;70637;2
TJPI;11336;0
TJPI;11339;0
TJPI;11339;0
TJPI;11339;0
TJPI;11344;4
TJPI;11345;4
TJPI;11353;0
TJPI;11354;0
TJPI;11357;4
TJPI;12998;4
TJPI;16536;0
TJPI;5356;4
TJPI;5380;4
TJPI;5387;4
TJPI;5389;4
TJPI;5394;4
TJPI;5396;4
TJPI;5402;4
TJPI;74664;4
TJPI;64601;4
TJPI;64602;4
TJPI;64603;4
TJPI;64603;4
TJPI;64604;4
TJPI;64605;4
TJPI;64605;4
TJPI;64606;4
TJPI;64606;4
TJPR;9226;3
TJRJ;63494;2
TJRJ;7194;2
TJRJ;7196;2
TJRJ;7358;2
TJRJ;7645;2
TJRJ;7653;2
TJRJ;7685;2
TJRJ;7903;5
TJRJ;8005;2
TJRN;12925;4
TJRN;13275;4
TJRN;4815;4
TJRN;4816;4
TJRN;5636;0
TJRN;5768;4
TJRN;5770;4
TJRN;5773;4
TJRN;5827;0
TJRN;5887;4
TJRN;6005;4
TJRN;6555;4
TJRN;77157;4
TJRN;77164;4
TJRN;53362;4
TJRN;53362;4
TJRN;53363;4
TJRN;53363;4
TJRN;53363;4
TJRN;53366;4
TJRN;53366;4
TJRO;17466;2
TJRO;3424;0
TJRO;3425;0
TJRO;3432;0
TJRO;3433;0
TJRO;3438;0
TJRO;3440;0
TJRO;3442;0
TJRO;3446;0
TJRO;3450;0
TJRO;3451;0
TJRO;3455;0
TJRO;3458;0
TJRO;3473;2
TJRO;3475;2
TJRO;4445;4
TJRO;4446;4
TJRO;4447;4
TJRO;4449;2
TJRO;4450;2
TJRO;4453;2
TJRO;16568;2
TJRO;16571;2
TJRO;16578;2
TJRO;16580;2
TJRO;16582;2
TJRO;18260;2
TJRO;3433;0
TJRO;3433;0
TJRO;3446;0
TJRO;3455;0
TJRO;3473;2
TJRO;4458;2
TJRR;12786;2
TJRR;13674;2
TJRR;2774;2
TJRR;2775;2
TJRR;76559;2
TJRR;2779;2
TJRR;2779;2
TJRS;3853;0
TJSC;11679;3
TJSC;11870;3
TJSC;12734;3
TJSC;12735;6
TJSC;12814;2
TJSC;13109;3
TJSC;13146;2
TJSC;13156;3
TJSC;13895;3
TJSC;13908;3
TJSC;13910;0
TJSC;13920;3
TJSC;13935;3
TJSC;13959;3
TJSC;14085;0
TJSC;18401;2
TJSC;4748;3
TJSC;5693;2
TJSC;5698;2
TJSC;5751;2
TJSC;5791;2
TJSC;5795;2
TJSC;5801;2
TJSC;5805;2
TJSC;5849;2
TJSC;5852;2
TJSC;5930;3
TJSC;5934;3
TJSC;6216;2
TJSC;6238;3
TJSC;6240;2
TJSC;6242;2
TJSC;6252;2
TJSC;6253;2
TJSC;6267;2
TJSC;6280;2
TJSC;6281;2
TJSC;6284;2
TJSC;76481;3
TJSC;8219;2
TJSC;8220;2
TJSC;8237;2
TJSC;8240;3
TJSC;8244;3
TJSC;8268;2
TJSC;8269;2
TJSC;8278;3
TJSC;8279;3
TJSC;12734;3
TJSC;13109;3
TJSC;13818;2
TJSC;13895;3
TJSC;13910;0
TJSC;13920;3
TJSC;14085;0
TJSC;18401;2
TJSC;5751;2
TJSC;5835;2
TJSC;6242;2
TJSC;6267;2
TJSC;8244;3
TJSE;11850;0
TJSE;11850;0
TJSE;11850;0
TJSE;11850;0
TJSE;11850;0
TJSE;11850;0
TJSE;11850;0
TJSE;13691;0
TJSE;13691;0
TJSE;13691;0
TJSE;13691;0
TJSE;13691;0
TJSE;13788;0
TJSE;14408;0
TJSE;18228;0
TJSE;8349;4
TJSE;8355;4
TJSE;8358;4
TJSE;8359;4
TJSE;8362;4
TJSE;8365;4
TJSE;8367;4
TJSE;8368;4
TJSE;8370;0
TJSE;8373;4
TJSE;8404;0
TJSE;8404;0
TJSE;8404;0
TJSE;8404;0
TJSE;8404;0
TJSE;8404;0
TJSE;8404;0
TJSE;8433;0
TJSE;8478;0
TJSE;8478;0
TJSE;8478;0
TJSE;8478;0
TJSE;8478;0
TJSE;8478;0
TJSE;8478;0
TJSE;8506;0
TJSE;8506;0
TJSE;8521;0
TJSE;8521;0
TJSE;8521;0
TJSE;8521;0
TJSE;8521;0
TJSE;8521;0
TJSE;8521;0
TJSE;8521;0
TJSE;8529;0
TJSE;8529;0
TJSE;8529;0
TJSE;8529;0
TJSE;8529;0
TJSE;8557;0
TJSE;8557;0
TJSE;8557;0
TJSE;8557;0
TJSE;8557;0
TJSE;8557;0
TJSE;8557;0
TJSE;8582;4
TJSE;8588;0
TJSE;8588;0
TJSE;8588;0
TJSE;8588;0
TJSE;8588;0
TJSE;8588;0
TJSE;8588;0
TJSE;8588;0
TJSE;8603;4
TJSE;8630;0
TJSE;8630;0
TJSE;8643;0
TJSE;8643;0
TJSE;8643;0
TJSE;8643;0
TJSE;8643;0
TJSE;8643;0
TJSE;8643;0
TJSE;8663;0
TJSE;8663;0
TJSE;8663;0
TJSE;8663;0
TJSE;8663;0
TJSE;8663;0
TJSE;8663;0
TJSE;27846;4
TJSE;27846;4
TJSE;48145;4
TJSE;71971;4
TJSE;71971;4
TJSE;8382;4
TJTO;4274;4
TJTO;4312;0
TJTO;4328;0
TJTO;5158;0
TJTO;5159;0
TJTO;5174;1
TJTO;5179;2
TJTO;5185;2
TJTO;5196;2
TJTO;5222;0
TJTO;5284;0
TJTO;5289;0
TJTO;5351;0
TJTO;5470;2
TJTO;5159;0
TJAC;16317;2
TJAC;16317;2
TJAC;17049;2
TJAC;17049;2
TJAC;17049;2
TJAC;17049;2
TJAC;17050;2
TJAC;17050;2
TJAC;17050;2
TJAC;17050;2
TJAC;17054;2
TJAC;17054;2
TJAC;17054;2
TJAC;17054;2
TJAC;17054;2
TJAC;17054;2
TJAC;33547;2
TJAC;3636;2
TJAC;3636;2
TJAC;74302;2
TJAC;8148;2
TJAC;8148;2
TJAC;8148;2
TJAC;8149;2
TJAC;8149;2
TJAC;8149;2
TJAC;8149;2
TJAC;8150;2
TJAC;8150;2
TJAC;8151;2
TJAC;8151;2
TJAC;8151;2
TJAC;8151;2
TJAC;8151;2
TJAC;8152;2
TJAC;8152;2
TJAC;33563;2
TJAC;33563;2
TJAC;33563;2
TJAC;17049;2
TJAC;17049;2
TJAC;17049;2
TJAC;17050;2
TJAC;17050;2
TJAC;17050;2
TJAC;17050;2
TJAC;17054;2
TJAC;17054;2
TJAC;17054;2
TJAC;74302;2
TJAC;8148;2
TJAC;8148;2
TJAC;8148;2
TJAC;8149;2
TJAC;8149;2
TJAC;8149;2
TJAC;8150;2
TJAC;8150;2
TJAC;8150;2
TJAC;8150;2
TJAC;8151;2
TJAC;8151;2
TJAC;8151;2
TJAC;8151;2
TJAC;8152;2
TJAC;8152;2
TJAC;8152;2
TJAC;8152;2
TJAL;5756;1
TJAL;5756;1
TJAL;5756;1
TJAL;5789;2
TJAL;5794;0
TJAL;5862;2
TJAL;5862;2
TJAL;5872;0
TJAL;5904;0
TJAL;5904;0
TJAL;5904;0
TJAL;5907;0
TJAL;6203;4
TJAL;6246;2
TJAL;6246;2
TJAL;6504;0
TJAL;6504;0
TJAL;6550;0
TJAL;6550;0
TJAL;6572;2
TJAL;6592;1
TJAM;5052;0
TJAM;5073;0
TJAM;5075;4
TJAM;5076;4
TJAM;5079;0
TJAM;5079;0
TJAM;5091;0
TJAM;5091;0
TJAM;5091;0
TJAM;5093;0
TJAM;5094;0
TJAM;5094;0
TJAM;5095;2
TJAM;5095;2
TJAM;5098;4
TJAM;5104;4
TJAM;5106;4
TJAM;5112;4
TJAM;74447;3
TJAM;74447;3
TJAM;5066;4
TJAM;5079;0
TJAM;5079;0
TJAP;13703;2
TJAP;13703;2
TJAP;13703;2
TJAP;13703;2
TJAP;13703;2
TJAP;16409;2
TJAP;16409;2
TJAP;16409;2
TJAP;16409;2
TJAP;16409;2
TJAP;6147;2
TJAP;6147;2
TJAP;6147;2
TJAP;6147;2
TJAP;6147;2
TJAP;6151;2
TJAP;6151;2
TJAP;6151;2
TJAP;6151;2
TJAP;6151;2
TJAP;6155;2
TJAP;6155;2
TJAP;6155;2
TJAP;6155;2
TJAP;6155;2
TJAP;6155;2
TJAP;6157;4
TJAP;6157;4
TJAP;6157;4
TJAP;6157;4
TJAP;6160;4
TJAP;6160;4
TJAP;6160;4
TJAP;6160;4
TJAP;6160;4
TJAP;6404;2
TJAP;6404;2
TJAP;6404;2
TJAP;6404;2
TJAP;6404;2
TJAP;6407;2
TJAP;6407;2
TJAP;6407;2
TJAP;6407;2
TJAP;6416;2
TJAP;6416;2
TJAP;6416;2
TJAP;6416;2
TJAP;6417;2
TJAP;6417;2
TJAP;6417;2
TJAP;6417;2
TJAP;78603;4
TJAP;78603;4
TJAP;78603;4
TJAP;78603;4
TJAP;78603;4
TJAP;43866;2
TJAP;13703;2
TJAP;13703;2
TJAP;13703;2
TJAP;16409;2
TJAP;16409;2
TJAP;6147;2
TJAP;6147;2
TJAP;6147;2
TJAP;6151;2
TJAP;6151;2
TJAP;6155;2
TJAP;6155;2
TJAP;6155;2
TJAP;6157;4
TJAP;6160;4
TJAP;6404;2
TJAP;6404;2
TJAP;6404;2
TJAP;6407;2
TJAP;6407;2
TJAP;6407;2
TJAP;6416;2
TJAP;6416;2
TJAP;6416;2
TJAP;6416;2
TJAP;6417;2
TJAP;6417;2
TJAP;6417;2
TJAP;78603;4
TJBA;18291;0
TJBA;3939;0
TJBA;4592;5
TJBA;4592;5
TJBA;4662;0
TJBA;4859;0
TJBA;49645;5
TJBA;50007;5
TJBA;5002;0
TJBA;5008;5
TJBA;5016;1
TJBA;5121;0
TJBA;5199;1
TJBA;5199;1
TJBA;5205;0
TJBA;5211;0
TJBA;5239;5
TJBA;5252;0
TJBA;5267;3
TJBA;5267;3
TJBA;5290;5
TJBA;5300;0
TJBA;5300;0
TJBA;5316;3
TJBA;5443;0
TJBA;5524;5
TJBA;6095;5
TJBA;6095;5
TJBA;6095;5
TJBA;6321;0
TJBA;6459;1
TJBA;6459;1
TJBA;6461;0
TJBA;6520;5
TJBA;6532;0
TJBA;79822;2
TJCE;14170;1
TJCE;14170;1
TJCE;14170;1
TJCE;14170;1
TJCE;16251;0
TJCE;16251;0
TJCE;16251;0
TJCE;16252;0
TJCE;16252;0
TJCE;16252;0
TJCE;16594;0
TJCE;16594;0
TJCE;78390;0
TJCE;78403;1
TJCE;8381;0
TJCE;8381;0
TJCE;8381;0
TJCE;8381;0
TJCE;8381;0
TJCE;8389;0
TJCE;8389;0
TJCE;8389;0
TJCE;8392;0
TJCE;8395;0
TJCE;8407;0
TJCE;8407;0
TJCE;8409;5
TJCE;8409;5
TJCE;8415;0
TJCE;8426;0
TJCE;8426;0
TJCE;8426;0
TJCE;8426;0
TJCE;8442;0
TJCE;8442;0
TJCE;8530;0
TJCE;8530;0
TJCE;8530;0
TJCE;8530;0
TJCE;8533;0
TJCE;8533;0
TJCE;8533;0
TJCE;8533;0
TJCE;8537;0
TJCE;8537;0
TJCE;8537;0
TJCE;8537;0
TJCE;8537;0
TJCE;8553;0
TJCE;8553;0
TJCE;8568;0
TJCE;8601;0
TJCE;8671;2
TJCE;8676;1
TJCE;8676;1
TJCE;8676;1
TJCE;8676;1
TJCE;8689;0
TJCE;8689;0
TJCE;8694;0
TJCE;8716;0
TJCE;8732;0
TJCE;8732;0
TJCE;8732;0
TJCE;8732;0
TJCE;8738;1
TJCE;8738;1
TJCE;8738;1
TJCE;8746;5
TJCE;8746;5
TJCE;8746;5
TJCE;8746;5
TJCE;8746;5
TJCE;8747;1
TJDFT;6635;6
TJDFT;6635;6
TJDFT;6639;6
TJDFT;6639;6
TJDFT;6764;6
TJDFT;6764;6
TJDFT;6768;6
TJDFT;6768;6
TJDFT;6791;3
TJES;2153;1
TJES;2155;0
TJES;2158;0
TJES;2168;2
TJES;299;0
TJES;1045;1
TJES;1045;1
TJES;1204;6
TJES;1205;1
TJES;1212;5
TJES;1212;5
TJES;1238;1
TJES;1244;1
TJES;1248;1
TJES;1248;1
TJES;1290;0
TJES;1290;0
TJES;1573;1
TJES;1573;1
TJES;1633;6
TJES;1633;6
TJES;1641;0
TJES;1667;6
TJES;1667;6
TJES;1683;6
TJES;1683;6
TJES;1690;6
TJES;1706;3
TJES;1706;3
TJES;1733;5
TJES;1733;5
TJES;1744;1
TJES;1744;1
TJES;1764;1
TJES;1798;6
TJES;1798;6
TJES;1821;2
TJES;1821;2
TJES;1824;1
TJES;1909;6
TJES;197;2
TJES;1977;1
TJES;1977;1
TJES;1982;3
TJES;2041;1
TJES;2041;1
TJES;2121;5
TJES;2135;5
TJES;2135;5
TJES;2150;0
TJES;2153;1
TJES;2168;2
TJES;2363;5
TJES;2363;5
TJES;2480;2
TJES;2480;2
TJES;2494;5
TJES;2494;5
TJES;2505;6
TJES;2505;6
TJES;2534;1
TJES;2534;1
TJES;513;5
TJES;689;5
TJES;689;5
TJES;715;0
TJGO;11532;3
TJGO;11602;3
TJGO;11615;3
TJGO;11615;3
TJMA;11158;1
TJMA;11158;1
TJMA;11158;1
TJMA;14070;1
TJMA;2872;5
TJMA;2872;5
TJMA;2872;5
TJMA;2879;1
TJMA;2879;1
TJMA;2881;1
TJMA;2881;1
