"codmunicipio","porte","pib","pib_percapita","pop_estimada","reg_metropolitana","desc_pibpercapita"
2512606,"Pequeno porte",829452832031,557427978516,1699,"S","Municipio com médio PIB per capita"
2512705,"Pequeno porte",696063515625,399508007812,17581,"S","Municipio com baixo PIB per capita"
2512721,"Pequeno porte",234106640625,402107006836,5765,"S","Municipio com baixo PIB per capita"
2512747,"Pequeno porte",1444604199219,405332006836,3266,"S","Municipio com baixo PIB per capita"
2512754,"Pequeno porte",1785566796875,413420996094,4264,"S","Municipio com baixo PIB per capita"
2512762,"Pequeno porte",2074328710938,469624023438,4164,"N","Municipio com médio PIB per capita"
2512788,"Pequeno porte",961100976562,605227001953,1722,"N","Municipio com médio PIB per capita"
2512804,"Pequeno porte",2929659179688,35292800293,8314,"N","Municipio com baixo PIB per capita"
2512903,"Pequeno porte",13568615625,570397021484,22976,"S","Municipio com médio PIB per capita"
2513000,"Pequeno porte",1267548339844,360304003906,3508,"S","Municipio com baixo PIB per capita"
2513109,"Pequeno porte",45119921875,348415991211,11976,"S","Municipio com baixo PIB per capita"
2513158,"Pequeno porte",2854489453125,394048999023,6658,"S","Municipio com baixo PIB per capita"
2513208,"Pequeno porte",257004375,384910009766,6471,"S","Municipio com baixo PIB per capita"
2513307,"Pequeno porte",2499993164062,403355004883,5369,"S","Municipio com baixo PIB per capita"
2513356,"Pequeno porte",1404964453125,366448999023,3539,"S","Municipio com baixo PIB per capita"
2513406,"Pequeno porte",69040328125,468006982422,14719,"S","Municipio com médio PIB per capita"
2513505,"Pequeno porte",2239044921875,38845300293,5331,"S","Municipio com baixo PIB per capita"
2513604,"Pequeno porte",2910487109375,37232800293,7266,"S","Municipio com baixo PIB per capita"
2513653,"Pequeno porte",1164521484375,423616015625,2615,"S","Municipio com baixo PIB per capita"
2513703,"Grande porte",1138589125,89811796875,120310,"S","Municipio com médio PIB per capita"
2513802,"Pequeno porte",21466609375,449279980469,4581,"S","Municipio com baixo PIB per capita"
2513851,"Pequeno porte",1149210351562,424533007812,2638,"N","Municipio com baixo PIB per capita"
2513901,"Médio porte",157254578125,518085986328,30879,"N","Municipio com médio PIB per capita"
2513927,"Pequeno porte",19060671875,452318017578,4138,"N","Municipio com médio PIB per capita"
2513943,"Pequeno porte",1167581152344,498752978516,2420,"N","Municipio com médio PIB per capita"
2513968,"Pequeno porte",1284170410156,455056982422,2855,"N","Municipio com médio PIB per capita"
2513984,"Pequeno porte",1418372070312,400217993164,3364,"S","Municipio com baixo PIB per capita"
2514008,"Pequeno porte",217298828125,476218994141,4344,"N","Municipio com médio PIB per capita"
2514107,"Pequeno porte",1689047070312,357394995117,4396,"N","Municipio com baixo PIB per capita"
2514206,"Pequeno porte",29955484375,371334008789,7564,"S","Municipio com baixo PIB per capita"
2514305,"Pequeno porte",22382828125,364482006836,6010,"S","Municipio com baixo PIB per capita"
2514404,"Pequeno porte",24638578125,488375976562,4760,"S","Municipio com médio PIB per capita"
2514453,"Pequeno porte",2356755078125,413320996094,5508,"S","Municipio com baixo PIB per capita"
2514503,"Pequeno porte",80626984375,412077001953,19096,"S","Municipio com baixo PIB per capita"
2514552,"Pequeno porte",1780590820312,374387988281,4219,"N","Municipio com baixo PIB per capita"
2514602,"Pequeno porte",1239772070312,374101000977,3233,"S","Municipio com baixo PIB per capita"
2514651,"Pequeno porte",894933886719,524272998047,1684,"N","Municipio com médio PIB per capita"
2514701,"Pequeno porte",1827812695312,444183007812,4010,"S","Municipio com baixo PIB per capita"
2514800,"Pequeno porte",1524632324219,373776000977,3985,"N","Municipio com baixo PIB per capita"
2514909,"Pequeno porte",3487284375,436020019531,7748,"S","Municipio com baixo PIB per capita"
2515005,"Pequeno porte",2499991796875,366997998047,6696,"S","Municipio com baixo PIB per capita"
2515104,"Pequeno porte",4145534375,366212988281,11041,"S","Municipio com baixo PIB per capita"
2515203,"Pequeno porte",15186453125,479068017578,3235,"N","Municipio com médio PIB per capita"
2515302,"Médio porte",24295071875,509522998047,50143,"N","Municipio com médio PIB per capita"
2515401,"Pequeno porte",3262047851562,323262988281,10230,"N","Municipio com baixo PIB per capita"
2515500,"Pequeno porte",621233359375,484733007812,12973,"N","Municipio com médio PIB per capita"
2515609,"Pequeno porte",1385529980469,433249023438,3204,"S","Municipio com baixo PIB per capita"
2515708,"Pequeno porte",125042421875,397337988281,2975,"S","Municipio com baixo PIB per capita"
2515807,"Pequeno porte",346663046875,437981982422,7050,"S","Municipio com baixo PIB per capita"
2515906,"Pequeno porte",2876153125,423087988281,6238,"S","Municipio com baixo PIB per capita"
2515930,"Pequeno porte",237446328125,538304980469,4395,"S","Municipio com médio PIB per capita"
2515971,"Pequeno porte",3335224609375,438614990234,7373,"N","Municipio com baixo PIB per capita"
2516003,"Médio porte",1085219921875,388258007812,26693,"S","Municipio com baixo PIB per capita"
2516102,"Pequeno porte",64857828125,476091015625,13739,"N","Municipio com médio PIB per capita"
2516151,"Pequeno porte",1280403125,414504003906,3169,"S","Municipio com baixo PIB per capita"
2516201,"Médio porte",531249,805777001953,65803,"S","Municipio com médio PIB per capita"
2516300,"Pequeno porte",718879765625,420766992188,16060,"N","Municipio com baixo PIB per capita"
2516409,"Pequeno porte",3482075,353366992188,10262,"S","Municipio com baixo PIB per capita"
2516508,"Pequeno porte",60003859375,393829003906,14936,"N","Municipio com baixo PIB per capita"
2516607,"Pequeno porte",547698984375,378062011719,14103,"N","Municipio com baixo PIB per capita"
2516706,"Pequeno porte",575755078125,406118994141,14153,"S","Municipio com baixo PIB per capita"
2516755,"Pequeno porte",1254722851562,429552978516,2813,"N","Municipio com baixo PIB per capita"
2516805,"Pequeno porte",3437705078125,344873999023,9220,"S","Municipio com baixo PIB per capita"
2516904,"Pequeno porte",65173609375,435564990234,14584,"S","Municipio com baixo PIB per capita"
2517001,"Pequeno porte",39061546875,41335,9298,"S","Municipio com baixo PIB per capita"
2517100,"Pequeno porte",13316390625,518550976562,2504,"S","Municipio com médio PIB per capita"
2517209,"Pequeno porte",167453203125,341184008789,5045,"S","Municipio com baixo PIB per capita"
2517407,"Pequeno porte",959948144531,456900976562,2075,"N","Municipio com médio PIB per capita"
2600054,"Médio porte",7472284375,776212011719,94429,"S","Municipio com médio PIB per capita"
2600104,"Médio porte",174596234375,491433007812,35088,"N","Municipio com médio PIB per capita"
2600203,"Pequeno porte",6547771484375,375337988281,17586,"N","Municipio com baixo PIB per capita"
2600302,"Pequeno porte",107200359375,474527001953,22679,"N","Municipio com médio PIB per capita"
2600401,"Médio porte",1270787265625,4127,33095,"N","Municipio com baixo PIB per capita"
2600500,"Médio porte",151340671875,381480004883,40235,"N","Municipio com baixo PIB per capita"
2600609,"Pequeno porte",5788621484375,388159008789,13759,"N","Municipio com baixo PIB per capita"
2600708,"Médio porte",15814859375,448839013672,37415,"N","Municipio com baixo PIB per capita"
2600807,"Pequeno porte",806185546875,359470996094,22353,"N","Municipio com baixo PIB per capita"
2600906,"Pequeno porte",89110390625,434493994141,21939,"N","Municipio com baixo PIB per capita"
2601003,"Pequeno porte",4126619140625,397362988281,10202,"N","Municipio com baixo PIB per capita"
2601052,"Pequeno porte",547761953125,313292993164,18156,"S","Municipio com baixo PIB per capita"
2601102,"Médio porte",34225696875,428479980469,77302,"N","Municipio com baixo PIB per capita"
2601201,"Médio porte",35322659375,519450976562,68793,"N","Municipio com médio PIB per capita"
2601300,"Pequeno porte",4659587109375,342037988281,12776,"N","Municipio com baixo PIB per capita"
2601409,"Médio porte",17102303125,389477001953,40732,"N","Municipio com baixo PIB per capita"
2601508,"Pequeno porte",376563515625,388089990234,11353,"N","Municipio com baixo PIB per capita"
2601706,"Médio porte",698774375,943933007812,72432,"N","Municipio com médio PIB per capita"
2601805,"Pequeno porte",42571109375,354434008789,12003,"N","Municipio com baixo PIB per capita"
2601904,"Médio porte",28554596875,489333984375,58668,"N","Municipio com médio PIB per capita"
2602001,"Médio porte",135253546875,386570996094,35158,"N","Municipio com baixo PIB per capita"
2602100,"Médio porte",194511734375,429860009766,45503,"N","Municipio com baixo PIB per capita"
2602209,"Médio porte",155675359375,380401000977,37826,"N","Municipio com baixo PIB per capita"
2602308,"Médio porte",182380953125,446662011719,37566,"N","Municipio com baixo PIB per capita"
2602407,"Pequeno porte",5074840234375,5189,8844,"N","Municipio com médio PIB per capita"
2602506,"Pequeno porte",2652921679688,360011010742,7307,"N","Municipio com baixo PIB per capita"
2602605,"Médio porte",16196340625,383344995117,45180,"N","Municipio com baixo PIB per capita"
2602704,"Pequeno porte",5137076171875,375655004883,12537,"N","Municipio com baixo PIB per capita"
2602803,"Médio porte",251538109375,472177001953,52105,"N","Municipio com médio PIB per capita"
2602902,"Grande porte",382648725,2230108984375,185025,"S","Municipio com alto PIB per capita"
2603009,"Médio porte",1888593125,620595019531,30873,"N","Municipio com médio PIB per capita"
2603108,"Pequeno porte",804338046875,443822021484,18819,"N","Municipio com baixo PIB per capita"
2603207,"Médio porte",939252890625,355965991211,26577,"N","Municipio com baixo PIB per capita"
2603306,"Pequeno porte",5410805078125,465685986328,11125,"N","Municipio com médio PIB per capita"
2603405,"Pequeno porte",235386875,295082006836,5648,"N","Municipio com baixo PIB per capita"
2603454,"Grande porte",6185380625,431910009766,144466,"S","Municipio com baixo PIB per capita"
2603504,"Pequeno porte",6784771875,409362011719,17104,"N","Municipio com baixo PIB per capita"
2603603,"Pequeno porte",1116145859375,1358833984375,8156,"N","Municipio com alto PIB per capita"
2603702,"Pequeno porte",92529078125,372394995117,24521,"N","Municipio com baixo PIB per capita"
2603801,"Pequeno porte",825389375,414020019531,19593,"N","Municipio com baixo PIB per capita"
2603900,"Pequeno porte",656597578125,342781005859,18574,"N","Municipio com baixo PIB per capita"
2603926,"Pequeno porte",446093125,358279003906,11782,"N","Municipio com baixo PIB per capita"
2604007,"Médio porte",4276329375,628225,74858,"N","Municipio com médio PIB per capita"
2604106,"Grande porte",24204015,810852001953,314912,"N","Municipio com médio PIB per capita"
2604155,"Pequeno porte",51537203125,348270996094,13766,"N","Municipio com baixo PIB per capita"
2604205,"Médio porte",1478084375,419302978516,37820,"N","Municipio com baixo PIB per capita"
2604304,"Pequeno porte",4399383984375,407955004883,10778,"N","Municipio com baixo PIB per capita"
2604403,"Pequeno porte",4301371875,353005004883,12404,"N","Municipio com baixo PIB per capita"
2604502,"Pequeno porte",920916328125,513789990234,20137,"N","Municipio com médio PIB per capita"
2604601,"Pequeno porte",98794625,404845996094,24282,"N","Municipio com baixo PIB per capita"
2604700,"Pequeno porte",69621140625,417243017578,17419,"N","Municipio com baixo PIB per capita"
2604809,"Pequeno porte",7802234375,666174023438,12452,"N","Municipio com médio PIB per capita"
2604908,"Pequeno porte",659203203125,477268017578,17183,"N","Municipio com médio PIB per capita"
2605004,"Pequeno porte",92327234375,405245996094,23390,"N","Municipio com baixo PIB per capita"
2605103,"Médio porte",161101578125,475591015625,33855,"N","Municipio com médio PIB per capita"
2605152,"Pequeno porte",72215515625,438679980469,16917,"N","Municipio com baixo PIB per capita"
2605202,"Médio porte",32713803125,522550976562,63517,"N","Municipio com médio PIB per capita"
2605301,"Médio porte",122558078125,394255004883,31636,"N","Municipio com baixo PIB per capita"
2605400,"Pequeno porte",7040628125,351118994141,20571,"N","Municipio com baixo PIB per capita"
2605459,"Pequeno porte",2698071484375,868104980469,2630,"N","Municipio com médio PIB per capita"
2605509,"Pequeno porte",56014265625,488950976562,11430,"N","Municipio com médio PIB per capita"
2605608,"Pequeno porte",789941953125,342945996094,22169,"N","Municipio com baixo PIB per capita"
2605707,"Médio porte",20467065625,728364990234,29285,"N","Municipio com médio PIB per capita"
2605806,"Pequeno porte",5248742578125,353332006836,14293,"N","Municipio com baixo PIB per capita"
2605905,"Médio porte",1026988984375,369114990234,27912,"N","Municipio com baixo PIB per capita"
2606002,"Grande porte",9493389375,722958984375,129408,"N","Municipio com médio PIB per capita"
2606101,"Médio porte",1001630703125,354070996094,29019,"N","Municipio com baixo PIB per capita"
2606200,"Médio porte",6341995625,852144042969,75644,"S","Municipio com médio PIB per capita"
2606309,"Pequeno porte",3124237304688,449206982422,6855,"N","Municipio com baixo PIB per capita"
2606408,"Médio porte",38212721875,507952001953,76458,"N","Municipio com médio PIB per capita"
2606507,"Pequeno porte",70813296875,385904003906,18360,"N","Municipio com baixo PIB per capita"
2606606,"Médio porte",12271240625,422883984375,26954,"N","Municipio com baixo PIB per capita"
2606705,"Pequeno porte",38436953125,490704980469,7534,"N","Municipio com médio PIB per capita"
2606804,"Grande porte",1057750375,1055733984375,102021,"S","Municipio com médio PIB per capita"
2606903,"Pequeno porte",454787890625,36685300293,11779,"N","Municipio com baixo PIB per capita"
2607000,"Pequeno porte",67166828125,456018017578,19081,"N","Municipio com médio PIB per capita"
2607109,"Pequeno porte",2162385351562,474102978516,4496,"N","Municipio com médio PIB per capita"
2607208,"Médio porte",7082403,9379175,80637,"S","Municipio com alto PIB per capita"
2607307,"Médio porte",109918828125,40185300293,28120,"N","Municipio com baixo PIB per capita"
2607406,"Pequeno porte",1921995507812,441027001953,4369,"N","Municipio com baixo PIB per capita"
2607505,"Médio porte",15225221875,551020019531,26256,"N","Municipio com médio PIB per capita"
2607604,"Pequeno porte",941372109375,504541015625,21884,"S","Municipio com médio PIB per capita"
2607653,"Médio porte",175518515625,485850976562,35398,"N","Municipio com médio PIB per capita"
2607703,"Pequeno porte",498161640625,354236010742,13881,"N","Municipio com baixo PIB per capita"
2607752,"Pequeno porte",558914875,2290072070312,23769,"S","Municipio com alto PIB per capita"
2607802,"Pequeno porte",718293203125,463206005859,15692,"N","Municipio com médio PIB per capita"
2607901,"Grande porte",70687775,1027904980469,644620,"S","Municipio com médio PIB per capita"
2607950,"Pequeno porte",473178203125,374290991211,11501,"N","Municipio com baixo PIB per capita"
2608008,"Pequeno porte",5947777734375,387098999023,15819,"N","Municipio com baixo PIB per capita"
2608057,"Pequeno porte",5484526953125,3795,13963,"N","Municipio com baixo PIB per capita"
2608107,"Médio porte",121253921875,405870996094,30743,"N","Municipio com baixo PIB per capita"
2608206,"Pequeno porte",9616334375,582879003906,15773,"N","Municipio com médio PIB per capita"
2608255,"Pequeno porte",5167258984375,466106982422,10604,"N","Municipio com médio PIB per capita"
2608305,"Pequeno porte",7033021875,486343994141,13705,"N","Municipio com médio PIB per capita"
2608404,"Pequeno porte",607058203125,390340991211,14541,"N","Municipio com baixo PIB per capita"
2608453,"Pequeno porte",599241796875,393461010742,16007,"N","Municipio com baixo PIB per capita"
2608602,"Pequeno porte",486248359375,397132006836,12132,"N","Municipio com baixo PIB per capita"
2608701,"Pequeno porte",5460200390625,350755004883,15615,"N","Municipio com baixo PIB per capita"
2608750,"Pequeno porte",200862234375,896386035156,22760,"S","Municipio com médio PIB per capita"
2608800,"Médio porte",168724875,484716015625,36628,"N","Municipio com médio PIB per capita"
2608909,"Médio porte",269157125,470200976562,55439,"N","Municipio com médio PIB per capita"
2609006,"Pequeno porte",967280078125,402512988281,23925,"N","Municipio com baixo PIB per capita"
2609105,"Pequeno porte",4595176171875,389356005859,13596,"N","Municipio com baixo PIB per capita"
2609154,"Pequeno porte",611004453125,337627001953,18083,"N","Municipio com baixo PIB per capita"
2609204,"Pequeno porte",82864140625,673527978516,12230,"N","Municipio com médio PIB per capita"
2609303,"Pequeno porte",588002265625,425779980469,14308,"N","Municipio com baixo PIB per capita"
2609402,"Médio porte",257636234375,462883007812,56696,"S","Municipio com médio PIB per capita"
2609501,"Médio porte",18996003125,629318994141,30796,"N","Municipio com médio PIB per capita"
2609600,"Grande porte",26011075,654749023438,377779,"S","Municipio com médio PIB per capita"
2609709,"Pequeno porte",916715703125,412210986328,22878,"N","Municipio com baixo PIB per capita"
2609808,"Pequeno porte",101487140625,710743994141,13180,"S","Municipio com médio PIB per capita"
2609907,"Médio porte",2664515,397818994141,64358,"N","Municipio com baixo PIB per capita"
2610004,"Médio porte",38708659375,658097998047,59526,"N","Municipio com médio PIB per capita"
2610103,"Pequeno porte",3330778515625,392734008789,8189,"N","Municipio com baixo PIB per capita"
2610202,"Médio porte",887326171875,347970996094,25645,"N","Municipio com baixo PIB per capita"
2610301,"Pequeno porte",5208841796875,418683984375,11001,"N","Municipio com baixo PIB per capita"
2610400,"Pequeno porte",89271609375,449731005859,20224,"N","Municipio com baixo PIB per capita"
2610509,"Médio porte",1057062578125,370664990234,28628,"N","Municipio com baixo PIB per capita"
2610608,"Médio porte",222534765625,468287011719,51357,"N","Municipio com médio PIB per capita"
2610707,"Grande porte",183966575,576024023438,300466,"S","Municipio com médio PIB per capita"
2610806,"Pequeno porte",1210277890625,5822,20944,"N","Municipio com médio PIB per capita"
2610905,"Médio porte",29068365625,450993994141,62931,"N","Municipio com baixo PIB per capita"
2611002,"Médio porte",537801375,165131796875,32492,"N","Municipio com alto PIB per capita"
2611101,"Grande porte",228334625,810125,293962,"S","Municipio com médio PIB per capita"
2611200,"Pequeno porte",4206583984375,365694995117,11242,"N","Municipio com baixo PIB per capita"
2611309,"Pequeno porte",106317171875,480637988281,24046,"N","Municipio com médio PIB per capita"
2611408,"Pequeno porte",682696796875,552164990234,13439,"N","Municipio com médio PIB per capita"
2611507,"Pequeno porte",9873821875,385651000977,24186,"N","Municipio com baixo PIB per capita"
2611533,"Pequeno porte",2689439648438,377942993164,6739,"N","Municipio com baixo PIB per capita"
2611606,"Grande porte",24835340,159031796875,1537704,"S","Municipio com alto PIB per capita"
2611705,"Pequeno porte",8825109375,466197021484,19162,"N","Municipio com médio PIB per capita"
2611804,"Médio porte",2111370625,537012011719,44439,"N","Municipio com médio PIB per capita"
2611903,"Pequeno porte",14661440625,672081005859,22151,"N","Municipio com médio PIB per capita"
2612000,"Pequeno porte",6130190234375,431885986328,11240,"N","Municipio com baixo PIB per capita"
2612109,"Pequeno porte",2612982421875,318112988281,9312,"N","Municipio com baixo PIB per capita"
2612208,"Médio porte",31510403125,568420996094,56629,"N","Municipio com médio PIB per capita"
2612307,"Pequeno porte",623616015625,401116992188,15309,"N","Municipio com baixo PIB per capita"
2612406,"Pequeno porte",82603203125,441185986328,21955,"N","Municipio com baixo PIB per capita"
2612455,"Pequeno porte",5380515234375,363990991211,13594,"N","Municipio com baixo PIB per capita"
2612471,"Pequeno porte",36680328125,300437011719,11768,"N","Municipio com baixo PIB per capita"
2612505,"Médio porte",408839375,50895,87582,"N","Municipio com médio PIB per capita"
2612554,"Pequeno porte",4526094140625,308022998047,13371,"N","Municipio com baixo PIB per capita"
2612604,"Médio porte",234438703125,561597021484,39435,"S","Municipio com médio PIB per capita"
2612703,"Pequeno porte",481653125,372162988281,13021,"N","Municipio com baixo PIB per capita"
2612802,"Pequeno porte",3613747265625,354845996094,10991,"N","Municipio com baixo PIB per capita"
2612901,"Pequeno porte",3804548828125,351037988281,13941,"N","Municipio com baixo PIB per capita"
2613008,"Médio porte",26740034375,541602978516,53242,"N","Municipio com médio PIB per capita"
2613107,"Médio porte",129669,356861010742,35274,"N","Municipio com baixo PIB per capita"
2613206,"Pequeno porte",94844265625,429412011719,21312,"N","Municipio com baixo PIB per capita"
2613305,"Pequeno porte",879320546875,402030004883,20488,"N","Municipio com baixo PIB per capita"
2613404,"Pequeno porte",72025234375,38817199707,18180,"N","Municipio com baixo PIB per capita"
2613503,"Médio porte",1219560546875,357454003906,32617,"N","Municipio com baixo PIB per capita"
2613602,"Médio porte",140408234375,441645996094,31829,"N","Municipio com baixo PIB per capita"
2613701,"Grande porte",4306013125,430837988281,102895,"S","Municipio com baixo PIB per capita"
2613800,"Pequeno porte",734396015625,423697998047,17000,"N","Municipio com baixo PIB per capita"
2613909,"Médio porte",5439375,677431982422,79232,"N","Municipio com médio PIB per capita"
2614006,"Pequeno porte",687412734375,362597998047,18331,"N","Municipio com baixo PIB per capita"
2614105,"Médio porte",16162696875,450039013672,33787,"N","Municipio com baixo PIB per capita"
2614204,"Médio porte",217645296875,563702001953,40296,"N","Municipio com médio PIB per capita"
2614303,"Pequeno porte",4288090234375,405147998047,11132,"N","Municipio com baixo PIB per capita"
2614402,"Pequeno porte",228645859375,373420996094,5744,"N","Municipio com baixo PIB per capita"
2614501,"Médio porte",2651228125,466806982422,58515,"N","Municipio com médio PIB per capita"
2614600,"Médio porte",995924375,365892993164,26427,"N","Municipio com baixo PIB per capita"
2614709,"Pequeno porte",5000421484375,407433007812,12725,"N","Municipio com baixo PIB per capita"
2614808,"Pequeno porte",707671484375,318326000977,22068,"N","Municipio com baixo PIB per capita"
2614857,"Pequeno porte",11284103125,593931005859,20715,"N","Municipio com médio PIB per capita"
2615003,"Pequeno porte",1043181484375,460422998047,24903,"N","Municipio com médio PIB per capita"
2615102,"Pequeno porte",2629945703125,388240991211,6737,"N","Municipio com baixo PIB per capita"
2615201,"Pequeno porte",730800390625,745639013672,9278,"N","Municipio com médio PIB per capita"
2615300,"Médio porte",385873625,745360986328,53825,"N","Municipio com médio PIB per capita"
2615409,"Médio porte",151669125,456752001953,35554,"N","Municipio com médio PIB per capita"
2615508,"Pequeno porte",6323758984375,476725,13055,"N","Municipio com médio PIB per capita"
2615607,"Médio porte",108724109375,414187011719,26116,"N","Municipio com baixo PIB per capita"
2615706,"Pequeno porte",5767440234375,36572199707,15006,"N","Municipio com baixo PIB per capita"
2615904,"Pequeno porte",36445796875,419979003906,7925,"N","Municipio com baixo PIB per capita"
2616001,"Pequeno porte",79114109375,473566992188,16052,"N","Municipio com médio PIB per capita"
2616100,"Pequeno porte",3719305078125,368320996094,9142,"N","Municipio com baixo PIB per capita"
2616183,"Pequeno porte",3631522265625,486537988281,7873,"N","Municipio com médio PIB per capita"
2616209,"Pequeno porte",6529519921875,359040991211,18222,"N","Municipio com baixo PIB per capita"
2616308,"Médio porte",15521125,556652001953,30732,"N","Municipio com médio PIB per capita"
2616407,"Grande porte",10232045625,809504003906,129974,"N","Municipio com médio PIB per capita"
2616506,"Pequeno porte",5743978125,385838989258,14093,"N","Municipio com baixo PIB per capita"
2700102,"Pequeno porte",592324921875,296325,19377,"S","Municipio com baixo PIB per capita"
2700201,"Pequeno porte",721707265625,406825,17424,"N","Municipio com baixo PIB per capita"
2700300,"Grande porte",1658976875,788033984375,214006,"S","Municipio com médio PIB per capita"
2700409,"Médio porte",208935734375,39404699707,44322,"S","Municipio com baixo PIB per capita"
2700508,"Pequeno porte",5329231640625,369187988281,14230,"S","Municipio com baixo PIB per capita"
2700607,"Pequeno porte",4746000390625,626783007812,7574,"S","Municipio com médio PIB per capita"
2700706,"Pequeno porte",662463359375,39155,17076,"N","Municipio com baixo PIB per capita"
2700805,"Pequeno porte",19550015625,384615991211,4551,"S","Municipio com baixo PIB per capita"
2700904,"Pequeno porte",3060325585938,4075,7030,"N","Municipio com baixo PIB per capita"
2701001,"Médio porte",15240921875,585514013672,25776,"S","Municipio com médio PIB per capita"
2701100,"Pequeno porte",4203696875,344141992188,10583,"S","Municipio com baixo PIB per capita"
2701209,"Pequeno porte",392807421875,385786010742,10195,"S","Municipio com baixo PIB per capita"
2701308,"Pequeno porte",777710703125,373451000977,20409,"S","Municipio com baixo PIB per capita"
2701357,"Pequeno porte",2578065820312,417297998047,6598,"S","Municipio com baixo PIB per capita"
2701407,"Médio porte",18236103125,386284008789,50816,"N","Municipio com baixo PIB per capita"
2701506,"Pequeno porte",3233746289062,326343994141,9032,"S","Municipio com baixo PIB per capita"
2701605,"Pequeno porte",5334525390625,289966992188,17250,"N","Municipio com baixo PIB per capita"
2701704,"Pequeno porte",73067953125,420752978516,17077,"S","Municipio com baixo PIB per capita"
2701803,"Pequeno porte",2477815429688,292782006836,8290,"S","Municipio com baixo PIB per capita"
2701902,"Pequeno porte",2692503125,380672998047,7146,"S","Municipio com baixo PIB per capita"
2702009,"Pequeno porte",31372484375,281948999023,10926,"S","Municipio com baixo PIB per capita"
2702108,"Pequeno porte",106579515625,528118017578,20019,"S","Municipio com médio PIB per capita"
2702207,"Pequeno porte",1975461328125,35755,5526,"S","Municipio com baixo PIB per capita"
2702306,"Médio porte",46329653125,8681,52130,"S","Municipio com médio PIB per capita"
2702355,"Pequeno porte",735147890625,315594995117,22641,"S","Municipio com baixo PIB per capita"
2702405,"Médio porte",2766276875,570814013672,48096,"S","Municipio com médio PIB per capita"
2702504,"Pequeno porte",3507825390625,313198999023,10880,"S","Municipio com baixo PIB per capita"
2702553,"Pequeno porte",489157578125,28355300293,17251,"S","Municipio com baixo PIB per capita"
2702603,"Pequeno porte",670065546875,307032006836,21321,"S","Municipio com baixo PIB per capita"
2702702,"Pequeno porte",340675078125,745785986328,4345,"S","Municipio com médio PIB per capita"
2702801,"Pequeno porte",4558803125,370936010742,12325,"S","Municipio com baixo PIB per capita"
2702900,"Médio porte",1116108828125,302436010742,36600,"S","Municipio com baixo PIB per capita"
2703007,"Pequeno porte",5659932421875,356801000977,15149,"S","Municipio com baixo PIB per capita"
2703106,"Médio porte",81381578125,314639990234,25188,"S","Municipio com baixo PIB per capita"
2703205,"Pequeno porte",1296977734375,544787988281,23292,"S","Municipio com médio PIB per capita"
2703304,"Pequeno porte",4901373046875,269810009766,17898,"S","Municipio com baixo PIB per capita"
2703403,"Pequeno porte",3087977734375,523208984375,5413,"N","Municipio com médio PIB per capita"
2703502,"Pequeno porte",2936171679688,416774023438,6997,"S","Municipio com baixo PIB per capita"
2703601,"Pequeno porte",3049959179688,392884008789,7754,"N","Municipio com baixo PIB per capita"
2703700,"Pequeno porte",2354714648438,383504003906,5558,"S","Municipio com baixo PIB per capita"
2703759,"Pequeno porte",108508890625,934212988281,12029,"N","Municipio com médio PIB per capita"
2703809,"Pequeno porte",670539296875,298867993164,22575,"S","Municipio com baixo PIB per capita"
2703908,"Pequeno porte",2183653515625,464804980469,4202,"S","Municipio com médio PIB per capita"
2704005,"Pequeno porte",981537734375,388112988281,23836,"N","Municipio com baixo PIB per capita"
2704104,"Pequeno porte",6046183984375,332281005859,18250,"S","Municipio com baixo PIB per capita"
2704203,"Médio porte",74192875,280873999023,26992,"N","Municipio com baixo PIB per capita"
2704302,"Grande porte",10264218,1096237011719,932748,"S","Municipio com médio PIB per capita"
2704401,"Pequeno porte",73942796875,378611010742,18897,"S","Municipio com baixo PIB per capita"
2704500,"Médio porte",1150972109375,426633984375,28749,"N","Municipio com baixo PIB per capita"
2704609,"Pequeno porte",3386360546875,334952001953,10284,"S","Municipio com baixo PIB per capita"
2704708,"Médio porte",6204775,1302895019531,45977,"S","Municipio com médio PIB per capita"
2704807,"Pequeno porte",5501847265625,388987988281,13619,"S","Municipio com baixo PIB per capita"
2704906,"Pequeno porte",1505591699219,364462011719,3652,"S","Municipio com baixo PIB per capita"
2705002,"Pequeno porte",706799765625,279267993164,24698,"S","Municipio com baixo PIB per capita"
2705101,"Pequeno porte",1021105078125,400542993164,23785,"S","Municipio com baixo PIB per capita"
2705200,"Pequeno porte",6211551171875,390687988281,15682,"S","Municipio com baixo PIB per capita"
2705309,"Pequeno porte",227138515625,429210986328,5275,"S","Municipio com baixo PIB per capita"
2705408,"Pequeno porte",229851328125,315210009766,6935,"N","Municipio com baixo PIB per capita"
2705507,"Médio porte",109038859375,40507800293,26710,"S","Municipio com baixo PIB per capita"
2705606,"Pequeno porte",47015875,377667993164,12060,"S","Municipio com baixo PIB per capita"
2705705,"Pequeno porte",70390265625,342447998047,20364,"S","Municipio com baixo PIB per capita"
2705804,"Pequeno porte",277593671875,325929003906,8491,"S","Municipio com baixo PIB per capita"
2705903,"Pequeno porte",16447203125,331395996094,4957,"S","Municipio com baixo PIB per capita"
2706000,"Pequeno porte",3340952734375,30749699707,11047,"S","Municipio com baixo PIB per capita"
2706109,"Pequeno porte",3271180273438,284352001953,10912,"S","Municipio com baixo PIB per capita"
