codtribunal;grau;cod_orgao_julg;tipo_justica;descricao;uf;Porte_Municipio;PIB_percapita;tipo_processo;Porte_Tribunal;Atuacao_Vara;Classificacao_Acervo_2;mediana;qtd_npu;num_dias
TJMA;G1;3208;Estadual;VARA ÚNICA DE ARAME;MA;Medio_Porte;3503.56005859;Criminal;MÉDIO;Geral;Acervo Grande;939;2;1878
TJMA;G1;3212;Estadual;ª VARA DE ARAIOSES;MA;Medio_Porte;3395.77001953;Civel;MÉDIO;Geral;Acervo Grande;1044;24;28299
TJMA;G1;3212;Estadual;ª VARA DE ARAIOSES;MA;Medio_Porte;3395.77001953;Criminal;MÉDIO;Geral;Acervo Grande;577;5;3109
TJMA;G1;3212;Estadual;ª VARA DE ARAIOSES;MA;Medio_Porte;3395.77001953;Família;MÉDIO;Geral;Acervo Grande;925;6;6140
TJMA;G1;3214;Estadual;VARA ÚNICA DE ARARI;MA;Medio_Porte;3218.52001953;Civel;MÉDIO;Geral;Acervo Grande;1173;15;19243
TJMA;G1;3214;Estadual;VARA ÚNICA DE ARARI;MA;Medio_Porte;3218.52001953;Criminal;MÉDIO;Geral;Acervo Grande;2210;2;4420
TJMA;G1;3218;Estadual;VARA ÚNICA DE BACURI;MA;Pequeno_Porte;2866.51000977;Civel;MÉDIO;Trabalho;Acervo Grande;1149;22;26000
TJMA;G1;3218;Estadual;VARA ÚNICA DE BACURI;MA;Pequeno_Porte;2866.51000977;Criminal;MÉDIO;Trabalho;Acervo Grande;988;30;29446
TJMA;G1;3218;Estadual;VARA ÚNICA DE BACURI;MA;Pequeno_Porte;2866.51000977;Família;MÉDIO;Trabalho;Acervo Grande;1356;4;6222
TJMA;G2;19939;Estadual;GABINETE DA PRESIDENCIA;MA;Grande_Porte;15381.99023438;Civel;MÉDIO;Civel Pura;Acervo Grande;154;6;952
TJMA;G2;19939;Estadual;GABINETE DA PRESIDENCIA;MA;Grande_Porte;15381.99023438;Criminal;MÉDIO;Civel Pura;Acervo Grande;140;4;627
TJMA;G2;19942;Estadual;ª CÂMARA CÍVEL;MA;Grande_Porte;15381.99023438;Civel;MÉDIO;Civel Pura;Acervo Grande;147;84;12401
TJMA;G2;19943;Estadual;ª CÂMARA CÍVEL;MA;Grande_Porte;15381.99023438;Civel;MÉDIO;Civel Pura;Acervo Grande;156;80;12387
TJMA;G2;19944;Estadual;ª CÂMARA CÍVEL;MA;Grande_Porte;15381.99023438;Civel;MÉDIO;Civel Pura;Acervo Grande;144;96;14166
TJMA;G2;19945;Estadual;ª CÂMARA CÍVEL;MA;Grande_Porte;15381.99023438;Civel;MÉDIO;Civel Pura;Acervo Grande;148;13;2000
TJMA;G2;19946;Estadual;ª CÂMARA CÍVEL;MA;Grande_Porte;15381.99023438;Civel;MÉDIO;Civel Pura;Acervo Grande;151;193;29511
TJMA;G2;19947;Estadual;ª CÂMARA CRIMINAL;MA;Grande_Porte;15381.99023438;Criminal;MÉDIO;Criminal Pura;Acervo Grande;140;27;3873
TJMA;G2;19948;Estadual;ª CÂMARA CRIMINAL;MA;Grande_Porte;15381.99023438;Criminal;MÉDIO;Criminal Pura;Acervo Grande;132;58;7733
TJMA;G2;19949;Estadual;ª CÂMARA CRIMINAL;MA;Grande_Porte;15381.99023438;Criminal;MÉDIO;Criminal Pura;Acervo Grande;131;45;6152
TJMA;G2;77702;Estadual;ª CÂMARA CÍVEL;MA;Grande_Porte;15381.99023438;Civel;MÉDIO;Civel Pura;Acervo Grande;138;70;10185
TJMG;G1;10792;Estadual;VARA ÚNICA DA COMARCA DE BONFIM;MG;Pequeno_Porte;6323.60009766;Criminal;GRANDE;Geral;Acervo Médio;1913;4;7750
TJMG;G1;11059;Estadual;ª VARA CRIMINAL E DE PRECATÓRIAS CRIMINAIS DA COMARCA DE RIBEIRÃO DAS NEVES;MG;Grande_Porte;4903.54003906;Criminal;GRANDE;Criminal Pura;Acervo Médio;120;2;241
TJMG;G1;11156;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE MATOZINHOS;MG;Medio_Porte;14729.36035156;Criminal;GRANDE;Criminal Pura;Acervo Médio;2289;2;4732
TJMG;G1;11228;Estadual;ª VARA CÍVEL DA COMARCA DE BETIM;MG;Grande_Porte;57009.26953125;Civel;GRANDE;Civel Pura;Acervo Grande;126;1;126
TJMG;G1;11652;Estadual;ª VARA CÍVEL DA COMARCA DE BETIM;MG;Grande_Porte;57009.26953125;Civel;GRANDE;Civel Pura;Acervo Médio;119;1;119
TJMG;G1;13011;Estadual;VARA ÚNICA DA COMARCA DE OURO BRANCO;MG;Medio_Porte;46864.96875;Criminal;GRANDE;Geral;Acervo Médio;2427;6;13978
TJMG;G1;13351;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE CAPELINHA;MG;Medio_Porte;5957.47021484;Civel;GRANDE;Criminal Pura;Acervo Médio;127;1;127
TJMG;G1;13573;Estadual;VARA CRIMINAL DA COMARCA DE JOÃO MONLEVADE;MG;Medio_Porte;17472.81054688;Criminal;GRANDE;Criminal Pura;Acervo Grande;2056;4;9068
TJMG;G1;15644;Estadual;VARA DE FAZENDA PÚBLICA E DE PRECATÓRIAS CÍVEIS E CRIMINAIS DA COMARCA DE CORONEL FABRICIANO;MG;Grande_Porte;6893.79980469;Civel;GRANDE;Fazenda;Acervo Médio;124;1;124
TJMG;G1;16546;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE ITABIRITO;MG;Medio_Porte;18655.8203125;Civel;GRANDE;Criminal Pura;Acervo Médio;117;1;117
TJMG;G1;3115;Estadual;VARA ÚNICA DA COMARCA DE PIRANGA;MG;Pequeno_Porte;4198.45996094;Criminal;GRANDE;Geral;Acervo Médio;1950;4;7966
TJMG;G1;3682;Estadual;VARA ÚNICA DA COMARCA DE BURITIS;MG;Pequeno_Porte;19099.7890625;Civel;GRANDE;Geral;Acervo Médio;126;1;126
TJMG;G1;3682;Estadual;VARA ÚNICA DA COMARCA DE BURITIS;MG;Pequeno_Porte;19099.7890625;Criminal;GRANDE;Geral;Acervo Médio;1929;2;3868
TJMG;G1;3744;Estadual;VARA ÚNICA DA COMARCA DE MONTE AZUL;MG;Pequeno_Porte;4157.37988281;Criminal;GRANDE;Geral;Acervo Grande;2415;1;2415
TJMG;G1;3753;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE ABRE-CAMPO;MG;Pequeno_Porte;7093;Criminal;GRANDE;Civel Pura;Acervo Médio;2092;3;6519
TJMG;G1;3767;Estadual;VARA ÚNICA DA COMARCA DE ÁGUAS FORMOSAS;MG;Pequeno_Porte;4796.31982422;Criminal;GRANDE;Geral;Acervo Grande;2556;25;60264
TJMG;G1;3775;Estadual;VARA ÚNICA DA COMARCA DE ALPINÓPOLIS;MG;Pequeno_Porte;11570.41015625;Criminal;GRANDE;Geral;Acervo Grande;2331;1;2331
TJMG;G1;3784;Estadual;VARA ÚNICA DA COMARCA DE AIMORÉS;MG;Pequeno_Porte;10150.12011719;Civel;GRANDE;Geral;Acervo Médio;127;1;127
TJMG;G1;3792;Estadual;VARA ÚNICA DA COMARCA DE ITAPAJIPE;MG;Pequeno_Porte;15591.09960938;Criminal;GRANDE;Geral;Acervo Médio;902;1;902
TJMG;G1;3796;Estadual;VARA ÚNICA DA COMARCA DE BICAS;MG;Pequeno_Porte;6696.54980469;Civel;GRANDE;Geral;Acervo Médio;125;1;125
TJMG;G1;3796;Estadual;VARA ÚNICA DA COMARCA DE BICAS;MG;Pequeno_Porte;6696.54980469;Criminal;GRANDE;Geral;Acervo Médio;2600;2;5200
TJMG;G1;3799;Estadual;VARA ÚNICA DA COMARCA DE LUZ;MG;Pequeno_Porte;13791.51953125;Criminal;GRANDE;Civel Pura;Acervo Grande;2091;2;4182
TJMG;G1;3847;Estadual;VARA ÚNICA DA COMARCA DE POMPÉU;MG;Medio_Porte;12958.16015625;Criminal;GRANDE;Geral;Acervo Médio;2030;2;4438
TJMG;G1;3847;Estadual;VARA ÚNICA DA COMARCA DE POMPÉU;MG;Medio_Porte;12958.16015625;Família;GRANDE;Geral;Acervo Médio;119;1;119
TJMG;G1;3852;Estadual;ª VARA CÍVEL DA COMARCA DE BELO HORIZONTE;MG;Grande_Porte;18182.69921875;Civel;GRANDE;Civel Pura;Acervo Grande;121;1;121
TJMG;G1;3859;Estadual;ª VARA CÍVEL DA COMARCA DE BELO HORIZONTE;MG;Grande_Porte;18182.69921875;Civel;GRANDE;Civel Pura;Acervo Médio;120;1;120
TJMG;G1;3895;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE BOCAIÚVA;MG;Medio_Porte;7708.33984375;Civel;GRANDE;Criminal Pura;Acervo Médio;124;1;124
TJMG;G1;3910;Estadual;VARA ÚNICA DA COMARCA DE TUPACIGUARA;MG;Pequeno_Porte;12346.58007812;Criminal;GRANDE;Geral;Acervo Médio;2497;2;5000
TJMG;G1;3916;Estadual;VARA ÚNICA DA COMARCA DE VAZANTE;MG;Pequeno_Porte;13380.36035156;Criminal;GRANDE;Geral;Acervo Médio;1873;2;3920
TJMG;G1;3919;Estadual;ª VARA CRIMINAL DA COMARCA DE MONTES CLAROS;MG;Grande_Porte;10503.34960938;Criminal;GRANDE;Criminal Pura;Acervo Grande;2477;1;2477
TJMG;G1;3920;Estadual;VARA ÚNICA DA COMARCA DE BAMBUÍ;MG;Pequeno_Porte;11307.73046875;Criminal;GRANDE;Geral;Acervo Grande;2583;1;2583
TJMG;G1;3926;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE BOA ESPERANÇA;MG;Medio_Porte;10855.96972656;Civel;GRANDE;Criminal Pura;Acervo Médio;124;1;124
TJMG;G1;3936;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE BOA ESPERANÇA;MG;Medio_Porte;10855.96972656;Civel;GRANDE;Criminal Pura;Acervo Médio;117;1;117
TJMG;G1;3943;Estadual;ª VARA CÍVEL DA COMARCA DE BELO HORIZONTE;MG;Grande_Porte;18182.69921875;Civel;GRANDE;Civel Pura;Acervo Grande;124;1;124
TJMG;G1;3944;Estadual;VARA ÚNICA DA COMARCA DE BOM SUCESSO;MG;Pequeno_Porte;8739.51953125;Criminal;GRANDE;Geral;Acervo Médio;2338;2;4676
TJMG;G1;3977;Estadual;VARA ÚNICA DA COMARCA DE BUENO BRANDÃO;MG;Pequeno_Porte;8520.36035156;Criminal;GRANDE;Geral;Acervo Médio;1268;2;3568
TJMG;G1;3991;Estadual;ª VARA CÍVEL DA COMARCA DE ARAXÁ;MG;Medio_Porte;21312.23046875;Civel;GRANDE;Civel Pura;Acervo Grande;124;4;494
TJMG;G1;3993;Estadual;VARA ÚNICA DA COMARCA DE EXTREMA;MG;Medio_Porte;51346.80078125;Criminal;GRANDE;Geral;Acervo Grande;2015;1;2015
TJMG;G1;4001;Estadual;ª VARA CÍVEL DA COMARCA DE ARAXÁ;MG;Medio_Porte;21312.23046875;Civel;GRANDE;Civel Pura;Acervo Grande;118;1;118
TJMG;G1;4025;Estadual;ª VARA CÍVEL DA COMARCA DE FORMIGA;MG;Medio_Porte;10409.20019531;Civel;GRANDE;Civel Pura;Acervo Grande;118;1;118
TJMG;G1;40326;Estadual;VARA - JESP DO JUIZADO ESPECIAL DE JOÃO PINHEIRO DA COMARCA DE JOÃO PINHEIRO;MG;Medio_Porte;11409.87011719;Criminal;GRANDE;Civel Pura;Acervo Médio;2009;3;5981
TJMG;G1;4042;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE BOM DESPACHO;MG;Medio_Porte;11278.66015625;Criminal;GRANDE;Criminal Pura;Acervo Grande;2047;1;2047
TJMG;G1;4055;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE CONSELHEIRO PENA;MG;Pequeno_Porte;7433.02001953;Criminal;GRANDE;Criminal Pura;Acervo Médio;2453;1;2453
TJMG;G1;4056;Estadual;VARA ÚNICA DA COMARCA DE CAMPESTRE;MG;Pequeno_Porte;9300.48046875;Criminal;GRANDE;Geral;Acervo Médio;2349;1;2349
TJMG;G1;4064;Estadual;VARA ÚNICA DA COMARCA DE CORAÇÃO DE JESUS;MG;Medio_Porte;5089.39013672;Civel;GRANDE;Geral;Acervo Grande;117;1;117
TJMG;G1;4064;Estadual;VARA ÚNICA DA COMARCA DE CORAÇÃO DE JESUS;MG;Medio_Porte;5089.39013672;Criminal;GRANDE;Geral;Acervo Grande;2169;2;4338
TJMG;G1;4065;Estadual;ª VARA CÍVEL DA COMARCA DE CAMPO BELO;MG;Medio_Porte;7444.68994141;Civel;GRANDE;Civel Pura;Acervo Médio;119;1;119
TJMG;G1;4080;Estadual;ª VARA CÍVEL DA COMARCA DE FRUTAL;MG;Medio_Porte;14347.19042969;Civel;GRANDE;Civel Pura;Acervo Grande;128;1;128
TJMG;G1;4083;Estadual;VARA ÚNICA DA COMARCA DE CAMPOS GERAIS;MG;Medio_Porte;8617.5703125;Criminal;GRANDE;Geral;Acervo Grande;2205;2;4410
TJMG;G1;4102;Estadual;VARA ÚNICA DA COMARCA DE CORINTO;MG;Pequeno_Porte;6389.85986328;Família;GRANDE;Geral;Acervo Grande;118;1;118
TJMG;G1;4103;Estadual;ª VARA CÍVEL DA COMARCA DE ITUIUTABA;MG;Medio_Porte;18326.22070312;Civel;GRANDE;Civel Pura;Acervo Médio;127;1;127
TJMG;G1;4125;Estadual;VARA ÚNICA DA COMARCA DE GUARANÉSIA;MG;Pequeno_Porte;11833.5;Família;GRANDE;Geral;Acervo Médio;119;1;119
TJMG;G1;4150;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE ITURAMA;MG;Medio_Porte;16896.2890625;Civel;GRANDE;Criminal Pura;Acervo Grande;119;1;119
TJMG;G1;4150;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE ITURAMA;MG;Medio_Porte;16896.2890625;Criminal;GRANDE;Criminal Pura;Acervo Grande;2485;1;2485
TJMG;G1;4160;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE JOÃO PINHEIRO;MG;Medio_Porte;11409.87011719;Criminal;GRANDE;Criminal Pura;Acervo Grande;2394;6;14606
TJMG;G1;4164;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE JOÃO PINHEIRO;MG;Medio_Porte;11409.87011719;Criminal;GRANDE;Criminal Pura;Acervo Grande;2462;4;9885
TJMG;G1;4184;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE MONTE CARMELO;MG;Medio_Porte;12898.6796875;Criminal;GRANDE;Criminal Pura;Acervo Grande;2494;1;2494
TJMG;G1;4187;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE MONTE CARMELO;MG;Medio_Porte;12898.6796875;Criminal;GRANDE;Criminal Pura;Acervo Grande;117;2;2721
TJMG;G1;4222;Estadual;ª Vara Criminal e de Execuções Penais;MG;Grande_Porte;12405.62988281;Criminal;GRANDE;Criminal Pura;Acervo Médio;119;1;119
TJMG;G1;4234;Estadual;VARA CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE CURVELO;MG;Medio_Porte;8832.29980469;Criminal;GRANDE;Criminal Pura;Acervo Médio;2240;2;4659
TJMG;G1;4241;Estadual;VARA CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE PATROCÍNIO;MG;Medio_Porte;14936.58007812;Criminal;GRANDE;Criminal Pura;Acervo Grande;2247;10;22347
TJMG;G1;4250;Estadual;ª VARA CÍVEL, CRIMINAL, E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE PITANGUI;MG;Medio_Porte;7654.25;Criminal;GRANDE;Criminal Pura;Acervo Médio;2066;12;25726
TJMG;G1;4256;Estadual;VARA ÚNICA DA COMARCA DE NOVO CRUZEIRO;MG;Medio_Porte;3599.38989258;Civel;GRANDE;Geral;Acervo Grande;125;1;125
TJMG;G1;4269;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE DIAMANTINA;MG;Medio_Porte;6202.70996094;Criminal;GRANDE;Criminal Pura;Acervo Grande;2496;5;12490
TJMG;G1;4292;Estadual;ª VARA CÍVEL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE GUAXUPÉ;MG;Medio_Porte;20862.73046875;Sucessões;GRANDE;Civel Pura;Acervo Grande;115;1;115
TJMG;G1;4295;Estadual;VARA ÚNICA DA COMARCA DE ESPINOSA;MG;Medio_Porte;4194.35009766;Criminal;GRANDE;Geral;Acervo Médio;1981;2;4468
TJMG;G1;4295;Estadual;VARA ÚNICA DA COMARCA DE ESPINOSA;MG;Medio_Porte;4194.35009766;Família;GRANDE;Geral;Acervo Médio;123;1;123
TJMG;G1;4297;Estadual;ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS DA COMARCA DE BELO HORIZONTE;MG;Grande_Porte;18182.69921875;Fazenda;GRANDE;Civel Pura;Acervo Grande;121;1;121
TJMG;G1;4303;Estadual;ª VARA CÍVEL E DE CARTAS PRECATÓRIAS CÍVEIS DA COMARCA DE GUAXUPÉ;MG;Medio_Porte;20862.73046875;Civel;GRANDE;Civel Pura;Acervo Médio;126;1;126
TJMG;G1;4307;Estadual;VARA ÚNICA DA COMARCA DE FRANCISCO SÁ;MG;Pequeno_Porte;6127.31982422;Criminal;GRANDE;Geral;Acervo Médio;119;4;4553
TJMG;G1;4319;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE PIUMHI;MG;Medio_Porte;14941.01953125;Criminal;GRANDE;Criminal Pura;Acervo Médio;2044;2;4378
TJMG;G1;4359;Estadual;ª VARA CRIMINAL DA COMARCA DE UBERABA;MG;Grande_Porte;21904.69921875;Criminal;GRANDE;Criminal Pura;Acervo Médio;199;3;2870
TJMG;G1;4363;Estadual;ª VARA CRIMINAL DA COMARCA DE UBERABA;MG;Grande_Porte;21904.69921875;Criminal;GRANDE;Criminal Pura;Acervo Médio;1990;6;10390
TJMG;G1;4366;Estadual;ª VARA CRIMINAL DA COMARCA DE UBERABA;MG;Grande_Porte;21904.69921875;Criminal;GRANDE;Criminal Pura;Acervo Grande;2324;5;11145
TJMG;G1;4378;Estadual;VARA ÚNICA DA COMARCA DE ITANHANDU;MG;Pequeno_Porte;11926.53027344;Criminal;GRANDE;Geral;Acervo Grande;1933;2;3866
TJMG;G1;4382;Estadual;VARA ÚNICA DA COMARCA DE ITAPECERICA;MG;Pequeno_Porte;7349.70019531;Família;GRANDE;Geral;Acervo Médio;124;1;124
TJMG;G1;4392;Estadual;VARA ÚNICA DA COMARCA DE JACUTINGA;MG;Pequeno_Porte;11567.20996094;Criminal;GRANDE;Geral;Acervo Médio;2037;9;18822
TJMG;G1;4409;Estadual;VARA ÚNICA DA COMARCA DE MONTE SANTO DE MINAS;MG;Pequeno_Porte;11170.87011719;Civel;GRANDE;Geral;Acervo Grande;124;1;124
TJMG;G1;4409;Estadual;VARA ÚNICA DA COMARCA DE MONTE SANTO DE MINAS;MG;Pequeno_Porte;11170.87011719;Criminal;GRANDE;Geral;Acervo Grande;2207;2;4414
TJMG;G1;4422;Estadual;VARA ÚNICA DA COMARCA DE MUZAMBINHO;MG;Pequeno_Porte;10660.91015625;Civel;GRANDE;Geral;Acervo Grande;124;1;124
TJMG;G1;4422;Estadual;VARA ÚNICA DA COMARCA DE MUZAMBINHO;MG;Pequeno_Porte;10660.91015625;Criminal;GRANDE;Geral;Acervo Grande;2251;1;2251
TJMG;G1;5317;Estadual;VARA ÚNICA DA COMARCA DE ITAMARANDIBA;MG;Medio_Porte;5327.00976562;Criminal;GRANDE;Geral;Acervo Médio;124;1;124
TJMG;G1;5335;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE JANUÁRIA;MG;Medio_Porte;4960.87988281;Civel;GRANDE;Criminal Pura;Acervo Grande;126;1;126
TJMG;G1;5335;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE JANUÁRIA;MG;Medio_Porte;4960.87988281;Criminal;GRANDE;Criminal Pura;Acervo Grande;2121;2;4472
TJMG;G1;5350;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE MANTENA;MG;Medio_Porte;6953.60009766;Criminal;GRANDE;Criminal Pura;Acervo Médio;2477;4;9725
TJMG;G1;5353;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE MANTENA;MG;Medio_Porte;6953.60009766;Criminal;GRANDE;Criminal Pura;Acervo Médio;2314;2;4628
TJMG;G1;5360;Estadual;VARA ÚNICA DA COMARCA DE MINAS NOVAS;MG;Medio_Porte;3805.33007812;Criminal;GRANDE;Geral;Acervo Médio;2297;3;7175
TJMG;G1;5363;Estadual;ª VARA CÍVEL DA COMARCA DE CARATINGA;MG;Medio_Porte;8006.74023438;Civel;GRANDE;Civel Pura;Acervo Médio;126;2;254
TJMG;G1;5442;Estadual;ª VARA CRIMINAL DA COMARCA DE UBERLÂNDIA;MG;Grande_Porte;25484.48046875;Criminal;GRANDE;Criminal Pura;Acervo Médio;2310;1;2310
TJMG;G1;5513;Estadual;VARA ÚNICA DA COMARCA DE SABINÓPOLIS;MG;Pequeno_Porte;5368.10986328;Criminal;GRANDE;Geral;Acervo Médio;127;1;127
TJMG;G1;5612;Estadual;VARA ÚNICA DA COMARCA DE SÃO JOÃO EVANGELISTA;MG;Pequeno_Porte;5021.35009766;Criminal;GRANDE;Geral;Acervo Médio;119;2;246
TJMG;G1;5638;Estadual;VARA ÚNICA DA COMARCA DE TAIOBEIRAS;MG;Medio_Porte;5111.60986328;Criminal;GRANDE;Geral;Acervo Médio;1942;3;4089
TJMG;G1;5736;Estadual;VARA DE PRECATÓRIAS CÍVEIS DA COMARCA DE BELO HORIZONTE;MG;Grande_Porte;18182.69921875;Civel;GRANDE;Civel Pura;Acervo Grande;120;8;970
TJMG;G1;5740;Estadual;VARA DE PRECATÓRIAS CRIMINAIS DA COMARCA DE BELO HORIZONTE;MG;Grande_Porte;18182.69921875;Criminal;GRANDE;Criminal Pura;Acervo Grande;121;8;971
TJMG;G1;5797;Estadual;VARA ÚNICA DA COMARCA DE TURMALINA;MG;Pequeno_Porte;5542.81982422;Civel;GRANDE;Geral;Acervo Médio;121;1;121
TJMG;G1;5809;Estadual;VARA CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE SÃO LOURENÇO;MG;Medio_Porte;8679.12011719;Criminal;GRANDE;Criminal Pura;Acervo Médio;2407;7;16575
TJMG;G1;6188;Estadual;ª VARA CÍVEL DA COMARCA DE MANHUAÇU;MG;Medio_Porte;14101.63964844;Civel;GRANDE;Civel Pura;Acervo Médio;132;1;132
TJMG;G1;81130;Estadual;ª VARA CÍVEL DA COMARCA DE NOVA SERRANA;MG;Medio_Porte;9110.71972656;Civel;GRANDE;Civel Pura;Acervo Grande;117;1;117
TJMG;G1;81132;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE ESMERALDAS;MG;Medio_Porte;4902.47021484;Criminal;GRANDE;Criminal Pura;Acervo Médio;117;1;117
TJMG;G1;81133;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE ESMERALDAS;MG;Medio_Porte;4902.47021484;Criminal;GRANDE;Criminal Pura;Acervo Médio;125;1;125
TJMG;G1;8170;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE MATOZINHOS;MG;Medio_Porte;14729.36035156;Criminal;GRANDE;Criminal Pura;Acervo Médio;2323;3;7030
TJMG;JE;10792;Estadual;VARA ÚNICA DA COMARCA DE BONFIM;MG;Pequeno_Porte;6323.60009766;Criminal;GRANDE;Geral;Acervo Médio;1962;5;10150
TJMG;JE;10793;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL DE CONTAGEM;MG;Grande_Porte;24641.23046875;Civel;GRANDE;Civel Pura;Acervo Médio;2030;9;18301
TJMG;JE;10793;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL DE CONTAGEM;MG;Grande_Porte;24641.23046875;Criminal;GRANDE;Civel Pura;Acervo Médio;2067;25;52863
TJMG;JE;10793;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL DE CONTAGEM;MG;Grande_Porte;24641.23046875;Juizados Especiais Cíveis;GRANDE;Civel Pura;Acervo Médio;2085;12;25629
TJMG;JE;10798;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL DE UBERABA;MG;Grande_Porte;21904.69921875;Civel;GRANDE;Civel Pura;Acervo Médio;121;4;483
TJMG;JE;11053;Estadual;UNIDADE JURISDICIONAL ÚNICA DO JUIZADO ESPECIAL DE PEDRO LEOPOLDO;MG;Medio_Porte;14661.4296875;Civel;GRANDE;Civel Pura;Acervo Médio;1918;6;12289
TJMG;JE;11053;Estadual;UNIDADE JURISDICIONAL ÚNICA DO JUIZADO ESPECIAL DE PEDRO LEOPOLDO;MG;Medio_Porte;14661.4296875;Criminal;GRANDE;Civel Pura;Acervo Médio;1834;1;1834
TJMG;JE;11053;Estadual;UNIDADE JURISDICIONAL ÚNICA DO JUIZADO ESPECIAL DE PEDRO LEOPOLDO;MG;Medio_Porte;14661.4296875;Juizados Especiais Cíveis;GRANDE;Civel Pura;Acervo Médio;1954;12;24992
TJMG;JE;11356;Estadual;UNIDADE JURISDICIONAL ÚNICA DO JUIZADO ESPECIAL DE LAGOA SANTA;MG;Medio_Porte;13949.15039062;Criminal;GRANDE;Civel Pura;Acervo Médio;2004;1;2004
TJMG;JE;11699;Estadual;UNIDADE JURISDICIONAL ÚNICA DO JUIZADO ESPECIAL DE PASSOS;MG;Grande_Porte;11011.70019531;Juizados Especiais Cíveis;GRANDE;Civel Pura;Acervo Médio;125;1;125
TJMG;JE;12702;Estadual;UNIDADE JURISDICIONAL ÚNICA DO JUIZADO ESPECIAL DE GUAXUPÉ;MG;Medio_Porte;20862.73046875;Juizados Especiais Cíveis;GRANDE;Civel Pura;Acervo Médio;124;1;124
TJMG;JE;13375;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL DE JUIZ DE FORA;MG;Grande_Porte;14093.50976562;Civel;GRANDE;Civel Pura;Acervo Grande;2169;6;13031
TJMG;JE;13375;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL DE JUIZ DE FORA;MG;Grande_Porte;14093.50976562;Criminal;GRANDE;Civel Pura;Acervo Grande;1977;2;4396
TJMG;JE;13375;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL DE JUIZ DE FORA;MG;Grande_Porte;14093.50976562;Juizados Especiais Cíveis;GRANDE;Civel Pura;Acervo Grande;2258;1;2258
TJMG;JE;17283;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL CÍVEL DE BELO HORIZONTE - UNIDADE FRANCISCO SALES;MG;Grande_Porte;18182.69921875;Juizados Especiais Cíveis;GRANDE;Juizados civeis;Acervo Grande;127;1;127
