siglaTribunal;grau;classe;orgaoJulgador_codigoOrgao;assunto;pct_movs_acima_100_dias;chave
TJPA;G1;1107;6925;6098;0.3539823008849559;TJPA|6925|1107|6098
TJPA;G1;1107;6925;6104;0.32926829268292673;TJPA|6925|1107|6104
TJPA;G1;1107;6989;10567;0.14285714285714282;TJPA|6989|1107|10567
TJPA;G1;1107;6989;7757;0.19047619047619052;TJPA|6989|1107|7757
TJPA;G1;1107;7033;10582;0.27272727272727276;TJPA|7033|1107|10582
TJPA;G1;1107;7033;8960;0.45454545454545453;TJPA|7033|1107|8960
TJPA;G1;1107;7790;5779;0.16666666666666666;TJPA|7790|1107|5779
TJPA;G1;1107;7790;7661;0.28571428571428575;TJPA|7790|1107|7661
TJPA;G1;1107;7790;7664;0.125;TJPA|7790|1107|7664
TJPA;G1;1107;7831;5779;0.25;TJPA|7831|1107|5779
TJPA;G1;1111;2794;899;0.4799999999999999;TJPA|2794|1111|899
TJPA;G1;1111;2798;7703;0.36363636363636376;TJPA|2798|1111|7703
TJPA;G1;1111;2813;899;0.16666666666666669;TJPA|2813|1111|899
TJPA;G1;1111;2892;5952;0.31818181818181823;TJPA|2892|1111|5952
TJPA;G1;1111;5417;6216;0.2647058823529412;TJPA|5417|1111|6216
TJPA;G1;1111;6089;4962;0.5;TJPA|6089|1111|4962
TJPA;G1;1111;6089;4980;0.6000000000000001;TJPA|6089|1111|4980
TJPA;G1;1111;6133;9160;0.37500000000000006;TJPA|6133|1111|9160
TJPA;G1;1111;6430;9148;0.42857142857142866;TJPA|6430|1111|9148
TJPA;G1;1111;6485;9148;0.18421052631578955;TJPA|6485|1111|9148
TJPA;G1;1111;6494;9519;0.3181818181818182;TJPA|6494|1111|9519
TJPA;G1;1111;6830;9148;0.37500000000000006;TJPA|6830|1111|9148
TJPA;G1;1111;6872;9148;0.5;TJPA|6872|1111|9148
TJPA;G1;1111;6989;9606;0.34285714285714297;TJPA|6989|1111|9606
TJPA;G1;1111;7033;4960;0.3809523809523809;TJPA|7033|1111|4960
TJPA;G1;1111;7789;10939;0.37500000000000006;TJPA|7789|1111|10939
TJPA;G1;1111;7789;6017;0.3636363636363636;TJPA|7789|1111|6017
TJPA;G1;1111;7895;9148;0.7777777777777779;TJPA|7895|1111|9148
TJPA;G1;1111;17356;10671;0.3571428571428572;TJPA|17356|1111|10671
TJPA;G1;1111;17356;5779;0.20833333333333337;TJPA|17356|1111|5779
TJPA;G1;1111;17356;6098;0.3624999999999999;TJPA|17356|1111|6098
TJPA;G1;1111;17356;6239;0.29166666666666674;TJPA|17356|1111|6239
TJPA;G1;1111;72025;10277;0.28125;TJPA|72025|1111|10277
TJPA;G1;1112;2844;899;0.18867924528301877;TJPA|2844|1112|899
TJPA;G1;1112;2848;10573;0.15384615384615385;TJPA|2848|1112|10573
TJPA;G1;1112;2848;899;0.11764705882352942;TJPA|2848|1112|899
TJPA;G1;1112;2850;899;0.13333333333333328;TJPA|2850|1112|899
TJPA;G1;1112;2854;9160;0.30434782608695654;TJPA|2854|1112|9160
TJPA;G1;1112;2857;5779;0.27777777777777773;TJPA|2857|1112|5779
TJPA;G1;1112;2857;6239;0.2631578947368421;TJPA|2857|1112|6239
TJPA;G1;1112;2857;899;0.2857142857142857;TJPA|2857|1112|899
TJPA;G1;1112;2857;9160;0.18596491228070194;TJPA|2857|1112|9160
TJPA;G1;1112;2912;6239;0.3225806451612902;TJPA|2912|1112|6239
TJPA;G1;1112;2912;899;0.24074074074074064;TJPA|2912|1112|899
TJPA;G1;1112;2912;9148;0.22222222222222227;TJPA|2912|1112|9148
TJPA;G1;1112;3145;7703;0.32352941176470595;TJPA|3145|1112|7703
TJPA;G1;1112;3162;5802;0.17647058823529407;TJPA|3162|1112|5802
TJPA;G1;1112;3162;6239;0.2243589743589745;TJPA|3162|1112|6239
TJPA;G1;1112;3162;7703;0.3055555555555555;TJPA|3162|1112|7703
TJPA;G1;1112;3174;6239;0.27338129496402885;TJPA|3174|1112|6239
TJPA;G1;1112;5362;5779;0.33333333333333337;TJPA|5362|1112|5779
TJPA;G1;1112;5381;5779;0.75;TJPA|5381|1112|5779
TJPA;G1;1112;5384;9148;0.25000000000000006;TJPA|5384|1112|9148
TJPA;G1;1112;5417;9163;0.21428571428571427;TJPA|5417|1112|9163
TJPA;G1;1112;5424;6216;0.4583333333333334;TJPA|5424|1112|6216
TJPA;G1;1112;5424;7661;0.375;TJPA|5424|1112|7661
TJPA;G1;1112;6024;5788;0.24;TJPA|6024|1112|5788
TJPA;G1;1112;6069;10573;0.375;TJPA|6069|1112|10573
TJPA;G1;1112;6069;5779;0.25;TJPA|6069|1112|5779
TJPA;G1;1112;6069;9148;0.38235294117647073;TJPA|6069|1112|9148
TJPA;G1;1112;6089;6239;0.5384615384615384;TJPA|6089|1112|6239
TJPA;G1;1112;6089;9149;0.5;TJPA|6089|1112|9149
TJPA;G1;1112;6105;5779;0.37500000000000006;TJPA|6105|1112|5779
TJPA;G1;1112;6133;6216;0.5000000000000001;TJPA|6133|1112|6216
TJPA;G1;1112;6133;9148;0.39999999999999997;TJPA|6133|1112|9148
TJPA;G1;1112;6178;10880;0.42857142857142855;TJPA|6178|1112|10880
TJPA;G1;1112;6178;5779;0.33333333333333337;TJPA|6178|1112|5779
TJPA;G1;1112;6178;7703;0.5;TJPA|6178|1112|7703
TJPA;G1;1112;6178;8934;0.4000000000000001;TJPA|6178|1112|8934
TJPA;G1;1112;6181;5779;0.3333333333333333;TJPA|6181|1112|5779
TJPA;G1;1112;6189;10938;0.3;TJPA|6189|1112|10938
TJPA;G1;1112;6189;6239;0.29687499999999994;TJPA|6189|1112|6239
TJPA;G1;1112;6200;9148;0.28571428571428575;TJPA|6200|1112|9148
TJPA;G1;1112;6206;5779;0.34285714285714286;TJPA|6206|1112|5779
TJPA;G1;1112;6215;6239;0.19444444444444448;TJPA|6215|1112|6239
TJPA;G1;1112;6425;5779;0.4375;TJPA|6425|1112|5779
TJPA;G1;1112;6425;6239;0.35714285714285715;TJPA|6425|1112|6239
TJPA;G1;1112;6425;7703;0.33333333333333337;TJPA|6425|1112|7703
TJPA;G1;1112;6442;6239;0.14814814814814817;TJPA|6442|1112|6239
TJPA;G1;1112;6466;5779;0.2;TJPA|6466|1112|5779
TJPA;G1;1112;6471;10938;0.19318181818181815;TJPA|6471|1112|10938
TJPA;G1;1112;6473;10573;0.25000000000000006;TJPA|6473|1112|10573
TJPA;G1;1112;6476;10573;0.17187500000000003;TJPA|6476|1112|10573
TJPA;G1;1112;6476;5779;0.3181818181818182;TJPA|6476|1112|5779
TJPA;G1;1112;6476;5787;0.16666666666666666;TJPA|6476|1112|5787
TJPA;G1;1112;6476;6216;0.22727272727272724;TJPA|6476|1112|6216
TJPA;G1;1112;6476;6239;0.21666666666666662;TJPA|6476|1112|6239
TJPA;G1;1112;6476;9163;0.3076923076923077;TJPA|6476|1112|9163
TJPA;G1;1112;6484;6239;0.5;TJPA|6484|1112|6239
TJPA;G1;1112;6485;6216;0.37500000000000006;TJPA|6485|1112|6216
TJPA;G1;1112;6490;6239;0.46153846153846134;TJPA|6490|1112|6239
TJPA;G1;1112;6492;10573;0.3;TJPA|6492|1112|10573
TJPA;G1;1112;6492;5779;0.15384615384615388;TJPA|6492|1112|5779
TJPA;G1;1112;6492;9163;0.36363636363636365;TJPA|6492|1112|9163
TJPA;G1;1112;6494;9148;0.2962962962962963;TJPA|6494|1112|9148
TJPA;G1;1112;6823;6239;0.20833333333333331;TJPA|6823|1112|6239
TJPA;G1;1112;6829;5779;0.3103448275862069;TJPA|6829|1112|5779
TJPA;G1;1112;6829;7703;0.15999999999999995;TJPA|6829|1112|7703
TJPA;G1;1112;6830;6239;0.14285714285714285;TJPA|6830|1112|6239
TJPA;G1;1112;6839;5779;0.11627906976744182;TJPA|6839|1112|5779
TJPA;G1;1112;6839;6239;0.40909090909090895;TJPA|6839|1112|6239
TJPA;G1;1112;6839;7703;0.21428571428571433;TJPA|6839|1112|7703
TJPA;G1;1112;6841;11000;0.25;TJPA|6841|1112|11000
TJPA;G1;1112;6873;6216;0.3125;TJPA|6873|1112|6216
TJPA;G1;1112;6921;10573;0.5454545454545454;TJPA|6921|1112|10573
TJPA;G1;1112;6934;6239;0.19354838709677424;TJPA|6934|1112|6239
TJPA;G1;1112;6941;5779;0.1739130434782609;TJPA|6941|1112|5779
TJPA;G1;1112;6941;6216;0.1935483870967742;TJPA|6941|1112|6216
TJPA;G1;1112;6947;5788;0.4354838709677417;TJPA|6947|1112|5788
TJPA;G1;1112;6947;6239;0.5714285714285714;TJPA|6947|1112|6239
TJPA;G1;1112;6960;6216;0.27586206896551724;TJPA|6960|1112|6216
TJPA;G1;1112;7006;6239;0.25000000000000006;TJPA|7006|1112|6239
TJPA;G1;1112;7033;5779;0.3913043478260868;TJPA|7033|1112|5779
TJPA;G1;1112;7033;5893;0.36363636363636365;TJPA|7033|1112|5893
TJPA;G1;1112;7784;6239;0.26666666666666666;TJPA|7784|1112|6239
TJPA;G1;1112;7785;5779;0.3098591549295774;TJPA|7785|1112|5779
TJPA;G1;1112;7787;6239;0.4230769230769231;TJPA|7787|1112|6239
TJPA;G1;1112;7790;5779;0.38333333333333325;TJPA|7790|1112|5779
TJPA;G1;1112;7790;5787;0.23076923076923075;TJPA|7790|1112|5787
TJPA;G1;1112;7790;6216;0.3;TJPA|7790|1112|6216
TJPA;G1;1112;7790;6239;0.2500000000000001;TJPA|7790|1112|6239
TJPA;G1;1112;7790;9160;0.38888888888888884;TJPA|7790|1112|9160
TJPA;G1;1112;7834;5779;0.33333333333333337;TJPA|7834|1112|5779
TJPA;G1;1112;7834;6239;0.28571428571428575;TJPA|7834|1112|6239
TJPA;G1;1112;7887;10573;0.231578947368421;TJPA|7887|1112|10573
TJPA;G1;1112;7887;10592;0.39999999999999997;TJPA|7887|1112|10592
TJPA;G1;1112;7887;6239;0.31372549019607837;TJPA|7887|1112|6239
TJPA;G1;1112;7887;9163;0.375;TJPA|7887|1112|9163
TJPA;G1;1112;7889;10573;0.23863636363636367;TJPA|7889|1112|10573
TJPA;G1;1112;7889;6239;0.2580645161290322;TJPA|7889|1112|6239
TJPA;G1;1112;7889;9163;0.30769230769230765;TJPA|7889|1112|9163
TJPA;G1;1112;8159;5779;0.19444444444444448;TJPA|8159|1112|5779
TJPA;G1;1112;8159;5788;0.23076923076923078;TJPA|8159|1112|5788
TJPA;G1;1112;8159;6239;0.21250000000000008;TJPA|8159|1112|6239
TJPA;G1;1112;8174;6239;0.33333333333333337;TJPA|8174|1112|6239
TJPA;G1;1112;72025;5779;0.3;TJPA|72025|1112|5779
TJPA;G1;1112;72025;6239;0.5454545454545454;TJPA|72025|1112|6239
TJPA;G1;1112;78367;5779;0.26315789473684215;TJPA|78367|1112|5779
TJPA;G1;1114;6063;9148;0.7777777777777777;TJPA|6063|1114|9148
TJPA;G1;1114;6133;9160;0.4166666666666667;TJPA|6133|1114|9160
TJPA;G1;1114;6490;9148;0.25104602510460255;TJPA|6490|1114|9148
TJPA;G1;1114;6839;9518;0.32258064516129037;TJPA|6839|1114|9518
TJPA;G1;1114;7830;4970;0.20000000000000004;TJPA|7830|1114|4970
TJPA;G1;1116;2892;5952;0.270845703622023;TJPA|2892|1116|5952
TJPA;G1;1116;2896;10959;0.4411764705882352;TJPA|2896|1116|10959
TJPA;G1;1116;2896;5952;0.43749999999999994;TJPA|2896|1116|5952
TJPA;G1;1116;2896;899;0.4082840236686389;TJPA|2896|1116|899
TJPA;G1;1116;2899;899;0.33333333333333337;TJPA|2899|1116|899
TJPA;G1;1116;3171;6017;0.14169675090252695;TJPA|3171|1116|6017
TJPA;G1;1116;5359;6017;0.25;TJPA|5359|1116|6017
TJPA;G1;1116;5384;6017;0.2;TJPA|5384|1116|6017
TJPA;G1;1116;5399;6017;0.2608695652173913;TJPA|5399|1116|6017
TJPA;G1;1116;5399;9148;0.14285714285714288;TJPA|5399|1116|9148
TJPA;G1;1116;5504;6017;0.21529175050301821;TJPA|5504|1116|6017
TJPA;G1;1116;6024;6017;0.3333333333333333;TJPA|6024|1116|6017
TJPA;G1;1116;6037;6017;0.25714285714285723;TJPA|6037|1116|6017
TJPA;G1;1116;6037;899;0.4375;TJPA|6037|1116|899
TJPA;G1;1116;6069;9148;0.7777777777777777;TJPA|6069|1116|9148
TJPA;G1;1116;6105;6017;0.33333333333333337;TJPA|6105|1116|6017
TJPA;G1;1116;6112;6017;0.5714285714285715;TJPA|6112|1116|6017
TJPA;G1;1116;6133;6017;0.391304347826087;TJPA|6133|1116|6017
TJPA;G1;1116;6133;9148;0.4166666666666667;TJPA|6133|1116|9148
TJPA;G1;1116;6173;6017;0.4444444444444444;TJPA|6173|1116|6017
TJPA;G1;1116;6178;6017;0.2857142857142857;TJPA|6178|1116|6017
TJPA;G1;1116;6185;6017;0.31250000000000006;TJPA|6185|1116|6017
TJPA;G1;1116;6189;6017;0.3846153846153846;TJPA|6189|1116|6017
TJPA;G1;1116;6195;6017;0.49999999999999994;TJPA|6195|1116|6017
TJPA;G1;1116;6200;6017;0.6153846153846158;TJPA|6200|1116|6017
TJPA;G1;1116;6215;5953;0.3076923076923077;TJPA|6215|1116|5953
TJPA;G1;1116;6215;6017;0.3155368926214756;TJPA|6215|1116|6017
TJPA;G1;1116;6405;6017;0.33333333333333337;TJPA|6405|1116|6017
TJPA;G1;1116;6408;6017;0.35555555555555535;TJPA|6408|1116|6017
TJPA;G1;1116;6435;6017;0.16666666666666669;TJPA|6435|1116|6017
TJPA;G1;1116;6439;6017;0.43262411347517776;TJPA|6439|1116|6017
TJPA;G1;1116;6457;10938;0.27272727272727276;TJPA|6457|1116|10938
TJPA;G1;1116;6457;14;0.4074074074074073;TJPA|6457|1116|14
TJPA;G1;1116;6457;5996;0.3333333333333333;TJPA|6457|1116|5996
TJPA;G1;1116;6457;6017;0.3486590038314179;TJPA|6457|1116|6017
TJPA;G1;1116;6466;9148;0.36363636363636365;TJPA|6466|1116|9148
TJPA;G1;1116;6471;6017;0.3809523809523808;TJPA|6471|1116|6017
TJPA;G1;1116;6473;6017;0.3552631578947369;TJPA|6473|1116|6017
TJPA;G1;1116;6484;6017;0.23076923076923075;TJPA|6484|1116|6017
TJPA;G1;1116;6485;9148;0.375;TJPA|6485|1116|9148
TJPA;G1;1116;6492;6017;0.32;TJPA|6492|1116|6017
TJPA;G1;1116;6839;6017;0.47368421052631576;TJPA|6839|1116|6017
TJPA;G1;1116;6841;6069;0.2;TJPA|6841|1116|6069
TJPA;G1;1116;6872;6017;0.2439024390243903;TJPA|6872|1116|6017
TJPA;G1;1116;6872;6069;0.1875;TJPA|6872|1116|6069
TJPA;G1;1116;6872;9148;0.27631578947368407;TJPA|6872|1116|9148
TJPA;G1;1116;6872;9414;0.41666666666666663;TJPA|6872|1116|9414
TJPA;G1;1116;6873;10531;0.39999999999999997;TJPA|6873|1116|10531
TJPA;G1;1116;6873;6017;0.37500000000000006;TJPA|6873|1116|6017
TJPA;G1;1116;6877;6017;0.5333333333333334;TJPA|6877|1116|6017
TJPA;G1;1116;6882;6017;0.3404255319148937;TJPA|6882|1116|6017
TJPA;G1;1116;6925;6017;0.3846153846153846;TJPA|6925|1116|6017
TJPA;G1;1116;6927;6017;0.2058823529411765;TJPA|6927|1116|6017
TJPA;G1;1116;6937;6017;0.35714285714285715;TJPA|6937|1116|6017
TJPA;G1;1116;6941;9148;0.38461538461538464;TJPA|6941|1116|9148
TJPA;G1;1116;6968;6017;0.4285714285714286;TJPA|6968|1116|6017
TJPA;G1;1116;7015;10540;0.28601807549175884;TJPA|7015|1116|10540
TJPA;G1;1116;7015;5916;0.29245283018867924;TJPA|7015|1116|5916
TJPA;G1;1116;7015;5952;0.2728494623655907;TJPA|7015|1116|5952
TJPA;G1;1116;7015;6017;0.29832378527477027;TJPA|7015|1116|6017
TJPA;G1;1116;7015;7703;0.5;TJPA|7015|1116|7703
TJPA;G1;1116;7015;899;0.33333333333333326;TJPA|7015|1116|899
TJPA;G1;1116;7785;6017;0.5000000000000001;TJPA|7785|1116|6017
TJPA;G1;1116;7786;9148;0.33333333333333337;TJPA|7786|1116|9148
TJPA;G1;1116;7787;6017;0.41666666666666663;TJPA|7787|1116|6017
TJPA;G1;1116;7788;6017;0.5000000000000001;TJPA|7788|1116|6017
TJPA;G1;1116;7790;6017;0.37288135593220334;TJPA|7790|1116|6017
TJPA;G1;1116;7834;6017;0.4000000000000001;TJPA|7834|1116|6017
TJPA;G1;1116;7887;6017;0.368421052631579;TJPA|7887|1116|6017
TJPA;G1;1116;8293;10184;0.1304347826086957;TJPA|8293|1116|10184
TJPA;G1;1116;8293;6017;0.2020202020202021;TJPA|8293|1116|6017
TJPA;G1;1116;16514;9148;0.43750000000000006;TJPA|16514|1116|9148
TJPA;G1;1116;17356;5953;0.5714285714285715;TJPA|17356|1116|5953
TJPA;G1;1116;17356;6017;0.4211212516297265;TJPA|17356|1116|6017
TJPA;G1;1116;72025;6069;0.25;TJPA|72025|1116|6069
TJPA;G1;1116;72025;9148;0.6250000000000001;TJPA|72025|1116|9148
TJPA;G1;1117;6439;10494;0.14285714285714285;TJPA|6439|1117|10494
TJPA;G1;1118;2892;5952;0.36734693877551017;TJPA|2892|1118|5952
TJPA;G1;1118;6122;6069;0.36363636363636365;TJPA|6122|1118|6069
TJPA;G1;1118;6215;6017;0.49999999999999994;TJPA|6215|1118|6017
TJPA;G1;112;2854;5779;0.2666666666666667;TJPA|2854|112|5779
TJPA;G1;112;3147;6239;0.2941176470588236;TJPA|3147|112|6239
TJPA;G1;112;5384;6213;0.3333333333333333;TJPA|5384|112|6213
TJPA;G1;112;6063;5804;0.33333333333333326;TJPA|6063|112|5804
TJPA;G1;112;6189;9598;0.31999999999999995;TJPA|6189|112|9598
TJPA;G1;112;6425;6239;0.5;TJPA|6425|112|6239
TJPA;G1;112;6822;6238;0.28205128205128205;TJPA|6822|112|6238
TJPA;G1;112;6865;5779;0.7142857142857144;TJPA|6865|112|5779
TJPA;G1;112;6931;6239;0.1818181818181818;TJPA|6931|112|6239
TJPA;G1;112;6977;7703;0.10256410256410257;TJPA|6977|112|7703
TJPA;G1;112;7790;6239;0.1594202898550724;TJPA|7790|112|6239
TJPA;G1;112;7790;7677;0.13333333333333336;TJPA|7790|112|7677
TJPA;G1;112;7889;5779;0.625;TJPA|7889|112|5779
TJPA;G1;112;7889;6239;0.5;TJPA|7889|112|6239
TJPA;G1;112;8159;6239;0.1764705882352941;TJPA|8159|112|6239
TJPA;G1;112;8174;6239;0.375;TJPA|8174|112|6239
TJPA;G1;112;16514;10387;0.4444444444444444;TJPA|16514|112|10387
TJPA;G1;113;5362;3436;0.33333333333333337;TJPA|5362|113|3436
TJPA;G1;113;6206;10446;0.3333333333333333;TJPA|6206|113|10446
TJPA;G1;113;6485;10676;0.15555555555555553;TJPA|6485|113|10676
TJPA;G1;113;16514;10676;0.44444444444444453;TJPA|16514|113|10676
TJPA;G1;113;17349;10445;0.25806451612903225;TJPA|17349|113|10445
TJPA;G1;114;2805;9518;0.18750000000000003;TJPA|2805|114|9518
TJPA;G1;119;6457;10287;0.3076923076923077;TJPA|6457|119|10287
TJPA;G1;120;2866;899;0.31578947368421056;TJPA|2866|120|899
TJPA;G1;120;2866;9196;0.3125;TJPA|2866|120|9196
TJPA;G1;120;2871;899;0.3043478260869566;TJPA|2871|120|899
TJPA;G1;120;5384;10894;0.6000000000000001;TJPA|5384|120|10894
TJPA;G1;120;5384;9196;0.45454545454545453;TJPA|5384|120|9196
TJPA;G1;120;5424;9196;0.33333333333333337;TJPA|5424|120|9196
TJPA;G1;120;6089;9192;0.45454545454545464;TJPA|6089|120|9192
TJPA;G1;120;6089;9196;0.1764705882352941;TJPA|6089|120|9196
TJPA;G1;120;6189;9196;0.2142857142857143;TJPA|6189|120|9196
TJPA;G1;120;6439;10009;0.1875;TJPA|6439|120|10009
TJPA;G1;120;6439;10671;0.27272727272727276;TJPA|6439|120|10671
TJPA;G1;120;6439;9196;0.2571428571428572;TJPA|6439|120|9196
TJPA;G1;120;6457;10377;0.12500000000000003;TJPA|6457|120|10377
TJPA;G1;120;6457;10382;0.18181818181818185;TJPA|6457|120|10382
TJPA;G1;120;6457;6028;0.30769230769230765;TJPA|6457|120|6028
TJPA;G1;120;6457;9196;0.2222222222222222;TJPA|6457|120|9196
TJPA;G1;120;6457;9857;0.18749999999999997;TJPA|6457|120|9857
TJPA;G1;120;6457;9997;0.5;TJPA|6457|120|9997
TJPA;G1;120;6485;10328;0.16129032258064518;TJPA|6485|120|10328
TJPA;G1;120;6485;8893;0.17647058823529416;TJPA|6485|120|8893
TJPA;G1;120;6851;10134;0.1739130434782609;TJPA|6851|120|10134
TJPA;G1;120;6934;10894;0.3636363636363636;TJPA|6934|120|10894
TJPA;G1;120;7051;9997;0.17647058823529413;TJPA|7051|120|9997
TJPA;G1;120;7786;9196;0.37500000000000006;TJPA|7786|120|9196
TJPA;G1;120;7788;9997;0.3157894736842105;TJPA|7788|120|9997
TJPA;G1;120;7790;9196;0.36734693877551017;TJPA|7790|120|9196
TJPA;G1;120;7830;10894;0.33333333333333337;TJPA|7830|120|10894
TJPA;G1;120;7830;8842;0.25;TJPA|7830|120|8842
TJPA;G1;120;8158;9196;0.3333333333333333;TJPA|8158|120|9196
TJPA;G1;120;16514;7947;0.27272727272727276;TJPA|16514|120|7947
TJPA;G1;120;16514;9196;0.2790697674418603;TJPA|16514|120|9196
TJPA;G1;120;17903;10352;0.125;TJPA|17903|120|10352
TJPA;G1;12251;6476;9148;0.2564102564102565;TJPA|6476|12251|9148
TJPA;G1;123;2857;5804;0.2580645161290322;TJPA|2857|123|5804
TJPA;G1;123;2912;6239;0.12727272727272723;TJPA|2912|123|6239
TJPA;G1;123;3145;7949;0.4285714285714286;TJPA|3145|123|7949
TJPA;G1;123;3162;5804;0.24999999999999994;TJPA|3162|123|5804
TJPA;G1;123;3162;7703;0.25;TJPA|3162|123|7703
TJPA;G1;123;3174;5804;0.43749999999999994;TJPA|3174|123|5804
TJPA;G1;123;5362;5804;0.1764705882352941;TJPA|5362|123|5804
TJPA;G1;123;5413;5804;0.40909090909090895;TJPA|5413|123|5804
TJPA;G1;123;5424;5804;0.23076923076923078;TJPA|5424|123|5804
TJPA;G1;123;5504;5804;0.22580645161290328;TJPA|5504|123|5804
TJPA;G1;123;6034;5804;0.33333333333333337;TJPA|6034|123|5804
TJPA;G1;123;6046;5804;0.4444444444444445;TJPA|6046|123|5804
TJPA;G1;123;6063;5804;0.30769230769230765;TJPA|6063|123|5804
TJPA;G1;123;6089;5804;0.31428571428571433;TJPA|6089|123|5804
TJPA;G1;123;6105;5804;0.37500000000000006;TJPA|6105|123|5804
TJPA;G1;123;6122;5804;0.25242718446601947;TJPA|6122|123|5804
TJPA;G1;123;6133;5804;0.4285714285714286;TJPA|6133|123|5804
TJPA;G1;123;6178;5804;0.35416666666666663;TJPA|6178|123|5804
TJPA;G1;123;6189;5804;0.33333333333333337;TJPA|6189|123|5804
TJPA;G1;123;6191;10264;0.5294117647058825;TJPA|6191|123|10264
TJPA;G1;123;6191;5804;0.47368421052631576;TJPA|6191|123|5804
TJPA;G1;123;6196;5804;0.23076923076923062;TJPA|6196|123|5804
TJPA;G1;123;6204;5804;0.24999999999999994;TJPA|6204|123|5804
TJPA;G1;123;6206;5804;0.22727272727272727;TJPA|6206|123|5804
TJPA;G1;123;6215;5804;0.2173913043478261;TJPA|6215|123|5804
TJPA;G1;123;6425;5804;0.11428571428571428;TJPA|6425|123|5804
TJPA;G1;123;6430;5804;0.2881355932203388;TJPA|6430|123|5804
TJPA;G1;123;6471;5804;0.33333333333333326;TJPA|6471|123|5804
TJPA;G1;123;6473;5804;0.3333333333333333;TJPA|6473|123|5804
TJPA;G1;123;6476;5804;0.2222222222222222;TJPA|6476|123|5804
TJPA;G1;123;6485;5779;0.12499999999999999;TJPA|6485|123|5779
TJPA;G1;123;6485;5804;0.21052631578947367;TJPA|6485|123|5804
TJPA;G1;123;6492;5804;0.3571428571428571;TJPA|6492|123|5804
TJPA;G1;123;6494;5804;0.20833333333333337;TJPA|6494|123|5804
TJPA;G1;123;6829;5804;0.1818181818181818;TJPA|6829|123|5804
TJPA;G1;123;6841;5804;0.3043478260869566;TJPA|6841|123|5804
TJPA;G1;123;6882;5804;0.3333333333333333;TJPA|6882|123|5804
TJPA;G1;123;6927;5804;0.2608695652173913;TJPA|6927|123|5804
TJPA;G1;123;6941;5804;0.2857142857142857;TJPA|6941|123|5804
TJPA;G1;123;6972;5804;0.15;TJPA|6972|123|5804
TJPA;G1;123;6977;5804;0.30000000000000004;TJPA|6977|123|5804
TJPA;G1;123;7033;5804;0.3571428571428571;TJPA|7033|123|5804
TJPA;G1;123;7788;5804;0.1707317073170732;TJPA|7788|123|5804
TJPA;G1;123;7790;5804;0.30303030303030276;TJPA|7790|123|5804
TJPA;G1;123;7831;5804;0.26315789473684204;TJPA|7831|123|5804
TJPA;G1;123;7887;5804;0.29310344827586227;TJPA|7887|123|5804
TJPA;G1;123;7889;5804;0.21276595744680854;TJPA|7889|123|5804
TJPA;G1;123;8159;5804;0.3913043478260868;TJPA|8159|123|5804
TJPA;G1;123;8159;6239;0.42857142857142855;TJPA|8159|123|6239
TJPA;G1;123;16514;5804;0.48571428571428577;TJPA|16514|123|5804
TJPA;G1;123;17356;5804;0.13793103448275862;TJPA|17356|123|5804
TJPA;G1;1232;6034;8829;0.42857142857142855;TJPA|6034|1232|8829
TJPA;G1;1232;6485;8893;0.39999999999999997;TJPA|6485|1232|8893
TJPA;G1;1232;7006;8829;0.5714285714285714;TJPA|7006|1232|8829
TJPA;G1;1268;3098;5560;0.3499999999999999;TJPA|3098|1268|5560
TJPA;G1;1268;6466;10948;0.2222222222222222;TJPA|6466|1268|10948
TJPA;G1;1268;6473;10949;0.24999999999999997;TJPA|6473|1268|10949
TJPA;G1;1268;6824;10949;0.16666666666666666;TJPA|6824|1268|10949
TJPA;G1;1268;7790;3402;0.2962962962962963;TJPA|7790|1268|3402
TJPA;G1;1268;8158;10949;0.10000000000000002;TJPA|8158|1268|10949
TJPA;G1;1268;13360;10949;0.22321428571428575;TJPA|13360|1268|10949
TJPA;G1;1268;16514;10949;0.36363636363636365;TJPA|16514|1268|10949
TJPA;G1;1289;3147;5805;0.1818181818181818;TJPA|3147|1289|5805
TJPA;G1;1289;5424;7664;0.375;TJPA|5424|1289|7664
TJPA;G1;1289;5437;10410;0.20833333333333331;TJPA|5437|1289|10410
TJPA;G1;1289;5483;10938;0.25;TJPA|5483|1289|10938
TJPA;G1;1289;6191;10949;0.375;TJPA|6191|1289|10949
TJPA;G1;1289;6484;7677;0.14634146341463408;TJPA|6484|1289|7677
TJPA;G1;1289;6484;7780;0.25641025641025644;TJPA|6484|1289|7780
TJPA;G1;1289;6839;7677;0.3157894736842105;TJPA|6839|1289|7677
TJPA;G1;1289;7790;5802;0.2666666666666667;TJPA|7790|1289|5802
TJPA;G1;1289;7795;9598;0.3333333333333333;TJPA|7795|1289|9598
TJPA;G1;1289;7831;3433;0.5384615384615384;TJPA|7831|1289|3433
TJPA;G1;1289;23116;7664;0.32;TJPA|23116|1289|7664
TJPA;G1;1294;6470;8960;0.16666666666666666;TJPA|6470|1294|8960
TJPA;G1;1295;2801;899;0.3333333333333334;TJPA|2801|1295|899
TJPA;G1;1295;2805;9160;0.24999999999999997;TJPA|2805|1295|9160
TJPA;G1;1295;3145;9160;0.4285714285714286;TJPA|3145|1295|9160
TJPA;G1;1295;5359;9484;0.46153846153846156;TJPA|5359|1295|9484
TJPA;G1;1295;5413;9160;0.41666666666666663;TJPA|5413|1295|9160
