codtribunal;cod_orgao_julg;desc_orgao_julg;tipo_justica;uf;tipo_processo_classificacao_2;Porte;atuacao_class_2;Classificacao_Arcevo_1;Classificacao_Acervo_2;Median(numero_dias);Count*(npu)
TJRN;4716;5ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2450;64
TJRN;4719;6ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2458;76
TJRN;4724;7ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2071;75
TJRN;4725;8ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2274;83
TJRN;4726;9ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2308;59
TJRN;4729;10ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2079;60
TJRN;4731;11ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2128;84
TJRN;4733;12ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2392;82
TJRN;4738;13ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2212;111
TJRN;4741;14ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2074;39
TJRN;4743;15ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2039;50
TJRN;4744;16ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2137;46
TJRN;4747;17ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1959;71
TJRN;4764;1ª VARA DA FAZENDA PÚBLICA;Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2230;97
TJRN;4765;2ª VARA DA FAZENDA PÚBLICA;Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2007;41
TJRN;4766;3ª VARA DA FAZENDA PÚBLICA;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2150;43
TJRN;4768;5ª VARA DA FAZENDA PÚBLICA;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2338;52
TJRN;51693;1ª TURMA RECURSAL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;378;38
TJRN;51694;2ª TURMA RECURSAL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;433;46
TJRN;51695;3ª TURMA RECURSAL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;385;36
TJRN;5614;1ª VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2004;85
TJRN;5627;VARA CRIMINAL (INATIVO);Estadual;RN;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;2326;23
TJRN;5629;1ª VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2070;92
TJRN;5642;1ª VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;1925;88
TJRN;5650;VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;2476;162
TJRN;5669;VARA CÍVEL E DE INFÂNCIA E JUVENTUDE (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2070;63
TJRN;5683;VARA CÍVEL E DE INFÂNCIA E JUVENTUDE (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;1986;47
TJRN;5694;1ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2236;99
TJRN;5701;3ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2303;59
TJRN;5705;4ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2276;79
TJRN;5713;1ª VARA DA FAZENDA PÚBLICA;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2226;390
TJRN;5768;1ª VARA CRIMINAL;Estadual;RN;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;2265;25
TJRN;5815;VARA CÍVEL E DE INFÂNCIA E JUVENTUDE (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2216;66
TJRN;5821;1ª VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;2067;21
TJRN;5824;VARA CRIMINAL (INATIVO);Estadual;RN;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;2168;42
TJRN;5827;VARA CRIMINAL (INATIVO);Estadual;RN;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;2159;30
TJRN;5829;VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;1872;59
TJRN;5834;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2129;22
TJRN;5837;VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;2209;37
TJRN;5841;VARA ÚNICA;Estadual;RN;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2184;24
TJRN;5841;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2164;83
TJRN;5844;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2239;28
TJRN;5847;VARA ÚNICA;Estadual;RN;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2397;24
TJRN;5847;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2527;33
TJRN;5853;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2384;23
TJRN;5857;1ª VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2166;90
TJRN;5875;VARA ÚNICA;Estadual;RN;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1172;23
TJRN;5877;1ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;1951;38
TJRN;5880;2ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2070;29
TJRN;5881;3ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1981;53
TJRN;5889;VARA DA FAZENDA PÚBLICA;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2492;117
TJRN;5896;VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1976;149
TJRN;5965;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1878;23
TJRN;5966;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2330;80
TJRN;5967;1ª VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2068;177
TJRN;5970;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2439;27
TJRN;5973;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2581;114
TJRN;5980;VARA ÚNICA;Estadual;RN;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2198;42
TJRN;5980;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2001;64
TJRN;5981;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2303;24
TJRN;5983;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2187;23
TJRN;5987;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2195;70
TJRN;5991;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1990;67
TJRN;5992;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1764;63
TJRN;5998;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2524;37
TJRN;6001;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2284;24
TJRN;6005;2ª VARA CRIMINAL;Estadual;RN;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1809;34
TJRO;12999;2ª VARA GENÉRICA;Estadual;RO;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2475;34
TJRO;12999;2ª VARA GENÉRICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2498;485
TJRO;12999;2� VARA GEN�RICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2509;255
TJRO;13324;2ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2177;48
TJRO;13324;2� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2177;32
TJRO;13325;4ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2126;109
TJRO;13325;4� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2143;70
TJRO;13326;8ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1890;108
TJRO;13326;8� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1915;89
TJRO;13327;VARA ÚNICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1914;31
TJRO;13931;JUIZADO DA FAZENDA PÚBLICA;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;136;43
TJRO;16580;GABINETE DES. MARIALVA DALDEGAN;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;128;23
TJRO;17466;VARA DE EXECUÇÃO DE PENAS E MEDIDAS ALTERNATIVAS;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;1869;32
TJRO;17466;VARA DE EXECU��O DE PENAS E MEDIDAS ALTERNATIVAS;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;1931;53
TJRO;2792;2ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2084;63
TJRO;2792;2� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2129;45
TJRO;3346;3ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2107;72
TJRO;3346;3� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2142;51
TJRO;3349;4ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2078;36
TJRO;3356;5ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1955;39
TJRO;3356;5� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2057;26
TJRO;3358;6ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2041;88
TJRO;3358;6� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2057;52
TJRO;3420;1ª VARA CÍVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2337;337
TJRO;3420;1� VARA C�VEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2337;254
TJRO;3421;2ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2419;76
TJRO;3421;2� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2549;77
TJRO;3422;3ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2275;157
TJRO;3422;3� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2282;123
TJRO;3423;4ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2309;301
TJRO;3423;4� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2274;235
TJRO;3427;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2136;30
TJRO;3430;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2144;33
TJRO;3430;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2231;26
TJRO;3434;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2044;110
TJRO;3434;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2077;94
TJRO;3435;2ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2029;31
TJRO;3436;3ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2064;64
TJRO;3436;3� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2064;59
TJRO;3437;4ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2024;60
TJRO;3437;4� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2066;56
TJRO;3438;1ª VARA CRIMINAL;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;2520;21
TJRO;3439;JUIZADO ESPECIAL CIVEL E CRIMINAL;Estadual;RO;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1949;57
TJRO;3441;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2072;61
TJRO;3441;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2072;44
TJRO;3443;JUIZADO ESPECIAL CIVEL E CRIMINAL;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;138;33
TJRO;3444;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2292;164
TJRO;3444;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2302;102
TJRO;3445;2ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1951;37
TJRO;3452;JUIZADO ESPECIAL CIVEL E CRIMINAL;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;152;22
TJRO;3453;2ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2071;70
TJRO;3453;2� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2076;58
TJRO;3456;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1894;29
TJRO;3456;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1929;22
TJRO;3462;VARA UNICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2457;111
TJRO;3465;7ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1889;47
TJRO;3465;7� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1846;26
TJRO;3466;VARA ÚNICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1966;45
TJRO;3468;VARA ÚNICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1968;21
TJRO;3469;2ª VARA DE FAZENDA PÚBLICA;Estadual;RO;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2110;29
TJRO;3469;2� VARA DE FAZENDA P�BLICA;Estadual;RO;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2126;21
TJRO;3473;2ª VARA CRIMINAL;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;1791;69
TJRO;3474;VARA ÚNICA;Estadual;RO;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1900;59
TJRO;3474;VARA �NICA;Estadual;RO;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1897;27
TJRO;3475;1ª VARA CRIMINAL;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;2058;89
TJRO;3475;1� VARA CRIMINAL;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;2112;31
TJRO;3476;1º JUÍZO;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2114;66
TJRO;3476;1� JU�ZO;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2025;49
TJRO;3477;1ª VARA DE FAZENDA PÚBLICA;Estadual;RO;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2124;29
TJRO;3477;1� VARA DE FAZENDA P�BLICA;Estadual;RO;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2091;21
TJRO;3478;VARA UNICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1931;44
TJRO;3480;VARA UNICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2026;24
TJRO;3482;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2031;61
TJRO;3482;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2031;41
TJRO;4440;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2007;33
TJRO;4440;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1927;37
TJRO;4441;2ª VARA CÍVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2069;21
TJRO;4442;3ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1981;27
TJRO;4443;4ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2356;32
TJRO;4443;4� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2356;31
TJRO;4444;5ª VARA CÍVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2156;22
TJRO;4448;JUIZADO ESPECIAL CÍVEL E CRIMINAL;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;141;37
TJRO;4449;3ª VARA CRIMINAL;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;1964;54
TJRO;4449;3� VARA CRIMINAL;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;1973;25
TJRO;4450;VARA DE DELITOS DE TÓXICO;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;2166;41
TJRO;4456;1º JUIZADO ESPECIAL CÍVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1826;41
TJRO;4457;2º JUIZADO ESPECIAL CÍVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;153;24
TJRO;4460;4º JUIZADO ESPECIAL CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;154;25
TJRO;4463;3º JUIZADO ESPECIAL CÍVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;157;22
TJRO;4464;1ª VARA DE EXECUÇÕES FISCAIS;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2072;130
TJRO;4464;1� VARA DE EXECU��ES FISCAIS;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2078;125
TJRO;4465;2ª VARA DE EXECUÇÕES FISCAIS;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2221;41
TJRO;4465;2� VARA DE EXECU��ES FISCAIS;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2221;30
TJRR;12910;VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;619;23
TJRR;2763;1ª VARA DE FAMÍLIA;Estadual;RR;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;1764;631
TJRR;2764;1ª VARA DE FAZENDA PÚBLICA;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1872;1382
TJRR;2765;1ª VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1711;647
TJRR;2766;2ª VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1842;971
TJRR;2767;3ª VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1897;1072
TJRR;2768;4ª VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1895;1261
TJRR;2769;2ª VARA DE FAMÍLIA;Estadual;RR;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;1713;428
TJRR;2770;2ª VARA DE FAZENDA PÚBLICA;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1903;1839
TJRR;2776;1º JUIZADO CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1807;501
TJRR;2777;2º JUIZADO CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1578;441
TJRR;2778;3º JUIZADO CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1600;447
TJRR;2779;JUIZADO ESPECIAL CRIMINAL;Estadual;RR;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1679;332
TJRR;2780;JUIZADO CÍVEL;Estadual;RR;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1513;63
TJRR;2781;VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;856;57
TJRR;2782;JUIZADO CRIMINAL;Estadual;RR;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1783;22
TJRR;2782;JUIZADO CÍVEL;Estadual;RR;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2111;28
TJRR;2782;VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1420;65
TJRR;2784;VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1210;50
TJRR;72046;5ª VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2236;52
TJRR;72047;6ª VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2423;35
TJSC;11679;Vara Criminal da Comarca de Timb�;Estadual;SC;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1948;32
TJSC;5802;Vara �nica da Comarca de S�o Jos� do Cedro;Estadual;SC;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2008;21
TJSC;8268;Primeira Vara Criminal da Comarca de S�o Jos�;Estadual;SC;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;2276;42
TJSE;11701;21 ª VARA CÍVEL DE ARACAJU;Estadual;SE;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2121;55
TJSE;11850;1 ª VARA CÍVEL E CRIMINAL DE ITAPORANGA DAJUDA;Estadual;SE;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2128;42
TJSE;11850;1 ª VARA CÍVEL E CRIMINAL DE ITAPORANGA DAJUDA;Estadual;SE;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2015;51
TJSE;13691;2 ª VARA CÍVEL E CRIMINAL DE TOBIAS BARRETO;Estadual;SE;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2198;48
TJSE;13691;2 ª VARA CÍVEL E CRIMINAL DE TOBIAS BARRETO;Estadual;SE;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2032;68
TJSE;16868;22 ª VARA CÍVEL DE ARACAJU;Estadual;SE;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1982;293
TJSE;17047;7 º JUIZADO ESPECIAL CÍVEL DE ARACAJU;Estadual;SE;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2348;37
TJSE;17048;8 º JUIZADO ESPECIAL CÍVEL DE ARACAJU;Estadual;SE;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2125;23
TJSE;18130;MONTE ALEGRE;Estadual;SE;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1990;27
TJSE;18132;SANTA LUZIA;Estadual;SE;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;1882;51
TJSE;18132;SANTA LUZIA;Estadual;SE;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1834;129
TJSE;18152;TOMAR DO GERU;Estadual;SE;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;2177;49
TJSE;18152;TOMAR DO GERU;Estadual;SE;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;2058;146
TJSE;18154;PINHÃO;Estadual;SE;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;1627;22
TJSE;18155;CANHOBA;Estadual;SE;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;2057;52
