codtribunal;grau;cod_orgao_julg;desc_orgao_julg;tipo_justica;uf;tipo_processo_classificacao_2;Porte;atuacao_class_2;Classificacao_Arcevo_1;Classificacao_Acervo_2;Median(numero_dias);Count*(npu);Sum(numero_dias);Mean(numero_dias)
TJPA;G1;5384;VARA ÚNICA DE AURORA DO PARÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1893;14;28987;2070.5
TJPA;G1;5399;VARA ÚNICA DE ACARÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1477;2;3422;1711
TJPA;G1;5399;VARA ÚNICA DE ACARÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1411;2;2914;1457
TJPA;G1;5413;VARA ÚNICA DE ALMEIRIM;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1659;11;20036;1821.4545454545453
TJPA;G1;5413;VARA ÚNICA DE ALMEIRIM;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2093;29;56619;1952.3793103448281
TJPA;G1;5417;VARA ÚNICA DE ANAJÁS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1690;4;6885;1721.25
TJPA;G1;5424;VARA ÚNICA DE ALENQUER;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1729;5;7729;1545.8
TJPA;G1;5437;1ª VARA CÍVEL E EMPRESARIAL DE ABAETETUBA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;2012;3;4836;1612
TJPA;G1;5446;2ª VARA CÍVEL E EMPRESARIAL DE ABAETETUBA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2005;11;22125;2011.3636363636363
TJPA;G1;5454;VARA CRIMINAL DE ABAETETUBA;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;2454;5;12274;2454.8
TJPA;G1;5476;1ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;2080;2;4556;2278
TJPA;G1;5483;2ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;1651;4;6826;1706.5
TJPA;G1;5489;1ª VARA CRIMINAL DE ALTAMIRA;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2472;17;38435;2260.8823529411766
TJPA;G1;5504;3ª VARA CÍVEL E EMPRESARIAL DE ALTAMIRA;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;1871;11;20054;1823.090909090909
TJPA;G1;6023;VARA ÚNICA DE BONITO;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1952;2;4453;2226.5
TJPA;G1;6023;VARA ÚNICA DE BONITO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1438;1;1438;1438
TJPA;G1;6024;VARA ÚNICA DE BRASIL NOVO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1630;2;3550;1775
TJPA;G1;6034;VARA ÚNICA DE MARACANÃ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2443;4;7650;1912.5
TJPA;G1;6037;VARA ÚNICA DE MARAPANIM;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1750;2;4097;2048.5
TJPA;G1;6046;VARA ÚNICA DE MEDICILÂNDIA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1838;2;4040;2020
TJPA;G1;6046;VARA ÚNICA DE MEDICILÂNDIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1936;5;9770;1954.0000000000002
TJPA;G1;6056;VARA ÚNICA DE MELGAÇO;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1581;1;1581;1581
TJPA;G1;6056;VARA ÚNICA DE MELGAÇO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1581;3;5676;1892
TJPA;G1;6063;VARA ÚNICA DE MOCAJUBA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1706;5;6202;1240.3999999999999
TJPA;G1;6063;VARA ÚNICA DE MOCAJUBA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1894;16;32155;2009.6874999999995
TJPA;G1;6069;VARA ÚNICA DE MOJÚ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;2560;6;15388;2564.6666666666674
TJPA;G1;6069;VARA ÚNICA DE MOJÚ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2425;1;2425;2425
TJPA;G1;6089;VARA ÚNICA DE MONTE ALEGRE;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1778;10;17244;1724.3999999999999
TJPA;G1;6089;VARA ÚNICA DE MONTE ALEGRE;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1544;7;11531;1647.2857142857142
TJPA;G1;6094;VARA ÚNICA DE MUANÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1518;1;1518;1518
TJPA;G1;6094;VARA ÚNICA DE MUANÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1490;8;13242;1655.25
TJPA;G1;6105;VARA CÍVEL DE NOVO PROGRESSO;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2386;37;83376;2253.4054054054054
TJPA;G1;6105;VARA CÍVEL DE NOVO PROGRESSO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2479;106;243062;2293.0377358490596
TJPA;G1;6112;VARA ÚNICA DE NOVA TIMBOTEUA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1793;1;1793;1793
TJPA;G1;6112;VARA ÚNICA DE NOVA TIMBOTEUA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2143;6;13386;2231.0000000000005
TJPA;G1;6122;VARA ÚNICA DE NOVO REPARTIMENTO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1711;19;35894;1889.157894736842
TJPA;G1;6133;VARA ÚNICA DE ÓBIDOS;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;2060;24;49311;2054.625
TJPA;G1;6133;VARA ÚNICA DE ÓBIDOS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1882;1;1882;1882
TJPA;G1;6173;VARA ÚNICA DE BREU BRANCO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1759;17;30000;1764.7058823529412
TJPA;G1;6178;VARA ÚNICA DE CAPITÃO POÇO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1647;8;14300;1787.5
TJPA;G1;6181;VARA ÚNICA DE CONCÓRDIA DO PARÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1658;4;7460;1865
TJPA;G1;6181;VARA ÚNICA DE CONCÓRDIA DO PARÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;134;2;2150;1075
TJPA;G1;6183;VARA ÚNICA DE FARO;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2512;1;2512;2512
TJPA;G1;6185;VARA ÚNICA DE GOIANÉSIA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1924;9;15344;1704.888888888889
TJPA;G1;6185;VARA ÚNICA DE GOIANÉSIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2247;18;37662;2092.333333333333
TJPA;G1;6187;VARA ÚNICA DE GURUPÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Pequeno;Acervo Pequeno;1881;4;7458;1864.4999999999998
TJPA;G1;6189;VARA ÚNICA DE IGARAPÉ-AÇU;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1483;8;11879;1484.875
TJPA;G1;6189;VARA ÚNICA DE IGARAPÉ-AÇU;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1477;24;38422;1600.9166666666665
TJPA;G1;6191;VARA ÚNICA DE IGARAPÉ MIRI;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1505;9;15807;1756.3333333333333
TJPA;G1;6191;VARA ÚNICA DE IGARAPÉ MIRI;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2224;8;17580;2197.5
TJPA;G1;6195;VARA ÚNICA DE IRITUIA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1862;3;5487;1828.9999999999998
TJPA;G1;6195;VARA ÚNICA DE IRITUIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1890;6;11122;1853.6666666666665
TJPA;G1;6196;VARA ÚNICA DE ITUPIRANGA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1555;16;26740;1671.2500000000002
TJPA;G1;6197;VARA ÚNICA DE JACAREACANGA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2329;4;8836;2209
TJPA;G1;6200;VARA ÚNICA DE JACUNDÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1868;3;6137;2045.6666666666665
TJPA;G1;6200;VARA ÚNICA DE JACUNDÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1902;8;15860;1982.5
TJPA;G1;6206;VARA ÚNICA DE MÃE DO RIO;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2280;15;30632;2042.133333333333
TJPA;G1;6206;VARA ÚNICA DE MÃE DO RIO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2322;12;27697;2308.083333333333
TJPA;G1;6211;VARA ÚNICA DE CURIONÓPOLIS;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2451;3;7414;2471.333333333333
TJPA;G1;6211;VARA ÚNICA DE CURIONÓPOLIS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1869;10;18962;1896.2000000000003
TJPA;G1;6215;1ª VARA CÍVEL E EMPRESARIAL DE CASTANHAL;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2351;70;148171;2116.728571428571
TJPA;G1;6405;VARA ÚNICA DE OURÉM;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;2376;7;16517;2359.5714285714284
TJPA;G1;6405;VARA ÚNICA DE OURÉM;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2320;1;2320;2320
TJPA;G1;6408;VARA ÚNICA DE OURILÂNDIA DO NORTE;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1528;2;4079;2039.5
TJPA;G1;6408;VARA ÚNICA DE OURILÂNDIA DO NORTE;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1534;4;7342;1835.5
TJPA;G1;6419;VARA ÚNICA DE URUARÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1591;2;3273;1636.5
TJPA;G1;6419;VARA ÚNICA DE URUARÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2162;15;30282;2018.7999999999997
TJPA;G1;6425;VARA ÚNICA DE CACHOEIRA DO ARARI;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1990;7;14084;2012
TJPA;G1;6425;VARA ÚNICA DE CACHOEIRA DO ARARI;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2226;25;52812;2112.4799999999996
TJPA;G1;6430;VARA ÚNICA DE DOM ELISEU;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1497;8;14710;1838.7500000000002
TJPA;G1;6430;VARA ÚNICA DE DOM ELISEU;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2383;28;62112;2218.285714285713
TJPA;G1;6435;VARA ÚNICA DE GARRAFÃO DO NORTE;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;2179;5;10501;2100.2000000000003
TJPA;G1;6435;VARA ÚNICA DE GARRAFÃO DO NORTE;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1560;4;7258;1814.5
TJPA;G1;6442;2ª VARA CÍVEL E EMPRESARIAL DE ITAITUBA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1902;11;16056;1459.6363636363633
TJPA;G1;6448;VARA CRIMINAL DE ITAITUBA;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2519;2;5044;2522
TJPA;G1;6456;1ª VARA CÍVEL E EMPRESARIAL DE MARABÁ;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;1956;19;33128;1743.5789473684213
TJPA;G1;6457;3ª VARA CÍVEL E EMPRESARIAL DE MARABÁ;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2065;63;119096;1890.412698412697
TJPA;G1;6458;2ª VARA CÍVEL E EMPRESARIAL DE MARABÁ;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;1720;26;42340;1628.461538461538
TJPA;G1;6466;VARA ÚNICA DE TUCUMÃ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;2377;12;26135;2177.916666666666
TJPA;G1;6466;VARA ÚNICA DE TUCUMÃ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2513;45;103724;2304.9777777777786
TJPA;G1;6470;1ª VARA CÍVEL E CRIMINAL DE CAMETÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1849;7;13918;1988.2857142857147
TJPA;G1;6470;1ª VARA CÍVEL E CRIMINAL DE CAMETÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1554;6;10100;1683.3333333333335
TJPA;G1;6471;2ª VARA CÍVEL E CRIMINAL DE CAMETÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1877;3;5943;1980.9999999999998
TJPA;G1;6471;2ª VARA CÍVEL E CRIMINAL DE CAMETÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Inadministrável;Acervo Grande;1684;19;35007;1842.4736842105262
TJPA;G1;6472;1ª VARA CÍVEL E EMPRESARIAL DE CAPANEMA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1716;9;15885;1765
TJPA;G1;6472;1ª VARA CÍVEL E EMPRESARIAL DE CAPANEMA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1961;12;24168;2013.9999999999995
TJPA;G1;6473;2ª VARA CÍVEL E EMPRESARIAL DE CAPANEMA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1578;2;3880;1940
TJPA;G1;6473;2ª VARA CÍVEL E EMPRESARIAL DE CAPANEMA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1600;28;49218;1757.785714285714
TJPA;G1;6474;VARA ÚNICA DE CURRALINHO;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Pequeno;Acervo Pequeno;1588;2;4019;2009.5
TJPA;G1;6474;VARA ÚNICA DE CURRALINHO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Pequeno;Acervo Pequeno;1660;3;3850;1283.3333333333333
TJPA;G1;6475;VARA AGRÁRIA DE CASTANHAL;Estadual;PA;Cível;MÉDIO;Cível;Acervo Pequeno;Acervo Pequeno;2564;1;2564;2564
TJPA;G1;6476;2ª VARA CÍVEL E EMPRESARIAL DE CASTANHAL;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;146;9;3612;401.33333333333326
TJPA;G1;6477;1ª VARA CRIMINAL DE CASTANHAL;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1660;7;13131;1875.8571428571427
TJPA;G1;6479;2ª VARA CRIMINAL DE CASTANHAL;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1737;18;32709;1817.1666666666667
TJPA;G1;6480;3ª VARA CÍVEL E EMPRESARIAL DE CASTANHAL;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;1934;5;10051;2010.2000000000003
TJPA;G1;6484;VARA ÚNICA DE ULIANÓPOLIS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2057;4;8587;2146.75
TJPA;G1;6485;VARA ÚNICA DE VIGIA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1475;2;3060;1530
TJPA;G1;6485;VARA ÚNICA DE VIGIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1602;4;7745;1936.2499999999998
TJPA;G1;6490;VARA ÚNICA DE VISEU;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1987;6;10297;1716.1666666666665
TJPA;G1;6490;VARA ÚNICA DE VISEU;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1874;11;21563;1960.272727272727
TJPA;G1;6492;1ª VARA CÍVEL E EMPRESARIAL DA COMARCA DE XINGUARA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2426;6;12409;2068.166666666667
TJPA;G1;6494;2ª VARA CÍVEL E EMPRESARIAL DA COMARCA DE XINGUARA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2226;1;2226;2226
TJPA;G1;6822;1ª VARA CÍVEL E EMPRESARIAL DE TUCURUÍ;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;2058;11;22820;2074.5454545454545
TJPA;G1;6823;2ª VARA CÍVEL E EMPRESARIAL DE TUCURUÍ;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;1800;8;14397;1799.625
TJPA;G1;6824;VARA CRIMINAL DE TUCURUÍ;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1364;6;9063;1510.5000000000002
TJPA;G1;6829;1ª VARA CÍVEL E EMPRESARIAL DE PARAUAPEBAS;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;1996;19;38206;2010.842105263158
TJPA;G1;6830;2ª VARA CÍVEL E EMPRESARIAL DE PARAUAPEBAS;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;2054;19;39028;2054.1052631578946
TJPA;G1;6834;1ª VARA CRIMINAL DE PARAUAPEBAS;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;2225;9;18116;2012.8888888888887
TJPA;G1;6837;VARA ÚNICA DE PEIXE-BOI;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2149;3;4598;1532.6666666666665
TJPA;G1;6839;VARA ÚNICA DE PONTA DE PEDRAS;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1678;3;5232;1744
TJPA;G1;6839;VARA ÚNICA DE PONTA DE PEDRAS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;129;2;1712;856
TJPA;G1;6841;VARA ÚNICA DE PORTO DE MOZ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1463;2;2960;1480
TJPA;G1;6841;VARA ÚNICA DE PORTO DE MOZ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1504;52;79574;1530.2692307692307
TJPA;G1;6845;VARA ÚNICA DE PRIMAVERA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2425;1;2425;2425
TJPA;G1;6845;VARA ÚNICA DE PRIMAVERA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2149;1;2149;2149
TJPA;G1;6851;1ª VARA CÍVEL E EMPRESARIAL DE REDENÇÃO;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2228;18;38414;2134.111111111111
TJPA;G1;6861;VARA CRIMINAL DE REDENÇÃO;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2109;18;36199;2011.0555555555557
TJPA;G1;6865;2ª VARA CÍVEL E EMPRESARIAL DE REDENÇÃO;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;1940;24;47007;1958.625
TJPA;G1;6870;VARA AGRÁRIA DE REDENÇÃO;Estadual;PA;Cível;MÉDIO;Cível;Acervo Pequeno;Acervo Pequeno;1474;2;4079;2039.5
TJPA;G1;6872;1ª VARA CÍVEL DE RONDON DO PARÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;2570;5;12785;2557
TJPA;G1;6872;1ª VARA CÍVEL DE RONDON DO PARÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1933;8;14633;1829.125
TJPA;G1;6873;VARA ÚNICA DE RURÓPOLIS;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;2446;1;2446;2446
TJPA;G1;6877;VARA ÚNICA DE RIO MARIA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1923;4;7789;1947.25
TJPA;G1;6877;VARA ÚNICA DE RIO MARIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1874;16;31401;1962.5625
TJPA;G1;6882;VARA ÚNICA DE SALINÓPOLIS;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1817;4;8498;2124.5
TJPA;G1;6882;VARA ÚNICA DE SALINÓPOLIS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;2387;9;19484;2164.8888888888887
TJPA;G1;6917;2ª VARA CÍVEL E EMPRESARIAL DE SANTA ISABEL;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;145;2;2297;1148.5
TJPA;G1;6925;VARA ÚNICA DE SÃO MIGUEL DO GUAMÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1601;10;14517;1451.7
TJPA;G1;6927;VARA ÚNICA DE SÃO CAETANO DE ODIVELAS;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2545;1;2545;2545
TJPA;G1;6931;VARA ÚNICA DE SÃO GERALDO DO ARAGUAIA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1500;6;9222;1537
TJPA;G1;6931;VARA ÚNICA DE SÃO GERALDO DO ARAGUAIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1896;4;7878;1969.5
TJPA;G1;6934;VARA ÚNICA DE PRAINHA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;124;13;3169;243.76923076923075
TJPA;G1;6937;VARA ÚNICA DE PORTEL;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2068;13;26369;2028.3846153846152
TJPA;G1;6937;VARA ÚNICA DE PORTEL;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2076;9;17296;1921.7777777777776
TJPA;G1;6941;1ª VARA CÍVEL E EMPRESARIAL DE PARAGOMINAS;Estadual;PA;Cível;MÉDIO;Cível;Acervo Grande;Acervo Grande;125;1;125;125
TJPA;G1;6947;2ª VARA CÍVEL E EMPRESARIAL DE PARAGOMINAS;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;1648;20;29125;1456.2499999999998
TJPA;G1;6952;VARA CRIMINAL DE PARAGOMINAS;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2522;3;5174;1724.6666666666665
TJPA;G1;6960;VARA ÚNICA DE SÃO SEBASTIÃO DA BOA VISTA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1684;3;5607;1868.9999999999998
TJPA;G1;6960;VARA ÚNICA DE SÃO SEBASTIÃO DA BOA VISTA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;2071;4;8487;2121.75
TJPA;G1;6965;VARA ÚNICA DE TOMÉ-AÇU;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;142;2;302;151
TJPA;G1;6968;VARA ÚNICA DE SENADOR JOSÉ PORFÍRIO;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;1457;1;1457;1457
TJPA;G1;6968;VARA ÚNICA DE SENADOR JOSÉ PORFÍRIO;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;1549;2;4020;2010
TJPA;G1;6972;1ª VARA CÍVEL E EMPRESARIAL DE SANTARÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;2068;14;27516;1965.4285714285716
TJPA;G1;6977;2ª VARA CÍVEL E EMPRESARIAL DE SANTARÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;1785;1;1785;1785
TJPA;G1;6989;3ª VARA CÍVEL E EMPRESARIAL DE SANTARÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;1883;16;30206;1887.875
TJPA;G1;6992;1ª VARA CRIMINAL DE SANTARÉM;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1653;3;5208;1735.9999999999998
TJPA;G1;7000;2ª VARA CRIMINAL DE SANTARÉM;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2299;5;11312;2262.4
TJPA;G1;7006;4ª VARA CÍVEL E EMPRESARIAL DE SANTARÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Médio;Acervo Médio;1812;13;20019;1539.923076923077
TJPA;G1;7015;6ª VARA CÍVEL E EMPRESARIAL DE SANTARÉM;Estadual;PA;Cível;MÉDIO;Cível;Acervo Inadministrável;Acervo Grande;2015;634;1298280;2047.760252365931
TJPA;G1;7019;VARA DE EXECUÇÃO PENAL DE SANTARÉM;Estadual;PA;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;2124;6;12877;2146.1666666666665
TJPA;G1;7025;VARA ÚNICA DE SANTA LUZIA DO PARÁ;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2095;5;10467;2093.4
TJPA;G1;7025;VARA ÚNICA DE SANTA LUZIA DO PARÁ;Estadual;PA;Cível;MÉDIO;Mista;Acervo Médio;Acervo Médio;152;6;5822;970.3333333333334
TJPA;G1;7033;VARA ÚNICA DE SANTANA DO ARAGUAIA;Estadual;PA;Criminal;MÉDIO;Mista;Acervo Grande;Acervo Grande;1859;3;5871;1957
TJPA;G1;7033;VARA ÚNICA DE SANTANA DO ARAGUAIA;Estadual;PA;Cível;MÉDIO;Mista;Acervo Grande;Acervo Grande;1666;4;5119;1279.75
