codtribunal;grau;cod_orgao_julg;tipo_justica;descricao;uf;Porte_Municipio;Pop_est_2009;PIB_percapita;Classificacao_PIB_per_capita;Porte_Tribunal;Atuacao_Vara;Classificacao_Acervo_2;Median(numero_dias);Count*(npu);Sum(numero_dias);Mean(numero_dias)
TJMG;G1;13011;Estadual;VARA ÚNICA DA COMARCA DE OURO BRANCO;MG;Medio_Porte;35475;46864.96875;Municipio com alto PIB per capita;GRANDE;Geral;Acervo Médio;2427;6;13978;2329.666666666667
TJMG;G1;13351;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE CAPELINHA;MG;Medio_Porte;34634;5957.47021484;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;127;1;127;127
TJMG;G1;13573;Estadual;VARA CRIMINAL DA COMARCA DE JOÃO MONLEVADE;MG;Medio_Porte;75320;17472.81054688;Municipio com alto PIB per capita;GRANDE;Criminal Pura;Acervo Grande;2056;4;9068;2267
TJMG;G1;15644;Estadual;VARA DE FAZENDA PÚBLICA E DE PRECATÓRIAS CÍVEIS E CRIMINAIS DA COMARCA DE CORONEL FABRICIANO;MG;Grande_Porte;105037;6893.79980469;Municipio com médio PIB per capita;GRANDE;Fazenda;Acervo Médio;124;1;124;124
TJMG;G1;16546;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE ITABIRITO;MG;Medio_Porte;43832;18655.8203125;Municipio com alto PIB per capita;GRANDE;Criminal Pura;Acervo Médio;117;1;117;117
TJMG;G1;3115;Estadual;VARA ÚNICA DA COMARCA DE PIRANGA;MG;Pequeno_Porte;17836;4198.45996094;Municipio com baixo PIB per capita;GRANDE;Geral;Acervo Médio;1950;4;7966;1991.5
TJMG;G1;3682;Estadual;VARA ÚNICA DA COMARCA DE BURITIS;MG;Pequeno_Porte;22465;19099.7890625;Municipio com alto PIB per capita;GRANDE;Geral;Acervo Médio;1929;3;3994;1331.3333333333333
TJMG;G1;3744;Estadual;VARA ÚNICA DA COMARCA DE MONTE AZUL;MG;Pequeno_Porte;22838;4157.37988281;Municipio com baixo PIB per capita;GRANDE;Geral;Acervo Grande;2415;1;2415;2415
TJMG;G1;3753;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE ABRE-CAMPO;MG;Pequeno_Porte;13177;7093;Municipio com médio PIB per capita;GRANDE;Civel Pura;Acervo Médio;2092;3;6519;2173
TJMG;G1;3767;Estadual;VARA ÚNICA DA COMARCA DE ÁGUAS FORMOSAS;MG;Pequeno_Porte;19310;4796.31982422;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Grande;2556;25;60264;2410.5599999999995
TJMG;G1;3775;Estadual;VARA ÚNICA DA COMARCA DE ALPINÓPOLIS;MG;Pequeno_Porte;18619;11570.41015625;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Grande;2331;1;2331;2331
TJMG;G1;3784;Estadual;VARA ÚNICA DA COMARCA DE AIMORÉS;MG;Pequeno_Porte;24825;10150.12011719;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;127;1;127;127
TJMG;G1;3792;Estadual;VARA ÚNICA DA COMARCA DE ITAPAJIPE;MG;Pequeno_Porte;15043;15591.09960938;Municipio com alto PIB per capita;GRANDE;Geral;Acervo Médio;902;1;902;902
TJMG;G1;3796;Estadual;VARA ÚNICA DA COMARCA DE BICAS;MG;Pequeno_Porte;14309;6696.54980469;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;2600;3;5325;1775
TJMG;G1;3799;Estadual;VARA ÚNICA DA COMARCA DE LUZ;MG;Pequeno_Porte;17835;13791.51953125;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Grande;2091;2;4182;2091
TJMG;G1;3847;Estadual;VARA ÚNICA DA COMARCA DE POMPÉU;MG;Medio_Porte;29929;12958.16015625;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;2030;3;4557;1519
TJMG;G1;3852;Estadual;ª VARA CÍVEL DA COMARCA DE BELO HORIZONTE;MG;Grande_Porte;2452617;18182.69921875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Grande;121;1;121;121
TJMG;G1;3859;Estadual;ª VARA CÍVEL DA COMARCA DE BELO HORIZONTE;MG;Grande_Porte;2452617;18182.69921875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Médio;120;1;120;120
TJMG;G1;3895;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE BOCAIÚVA;MG;Medio_Porte;46624;7708.33984375;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;124;1;124;124
TJMG;G1;3910;Estadual;VARA ÚNICA DA COMARCA DE TUPACIGUARA;MG;Pequeno_Porte;23841;12346.58007812;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;2497;2;5000;2500
TJMG;G1;3916;Estadual;VARA ÚNICA DA COMARCA DE VAZANTE;MG;Pequeno_Porte;20042;13380.36035156;Municipio com alto PIB per capita;GRANDE;Geral;Acervo Médio;1873;2;3920;1960
TJMG;G1;3919;Estadual;ª VARA CRIMINAL DA COMARCA DE MONTES CLAROS;MG;Grande_Porte;363227;10503.34960938;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Grande;2477;1;2477;2477
TJMG;G1;3920;Estadual;VARA ÚNICA DA COMARCA DE BAMBUÍ;MG;Pequeno_Porte;22622;11307.73046875;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Grande;2583;1;2583;2583
TJMG;G1;3926;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE BOA ESPERANÇA;MG;Medio_Porte;39254;10855.96972656;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;124;1;124;124
TJMG;G1;3936;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE BOA ESPERANÇA;MG;Medio_Porte;39254;10855.96972656;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;117;1;117;117
TJMG;G1;3943;Estadual;ª VARA CÍVEL DA COMARCA DE BELO HORIZONTE;MG;Grande_Porte;2452617;18182.69921875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Grande;124;1;124;124
TJMG;G1;3944;Estadual;VARA ÚNICA DA COMARCA DE BOM SUCESSO;MG;Pequeno_Porte;17805;8739.51953125;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;2338;2;4676;2338
TJMG;G1;3977;Estadual;VARA ÚNICA DA COMARCA DE BUENO BRANDÃO;MG;Pequeno_Porte;11212;8520.36035156;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;1268;2;3568;1784
TJMG;G1;3991;Estadual;ª VARA CÍVEL DA COMARCA DE ARAXÁ;MG;Medio_Porte;92927;21312.23046875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Grande;124;4;494;123.49999999999999
TJMG;G1;3993;Estadual;VARA ÚNICA DA COMARCA DE EXTREMA;MG;Medio_Porte;27155;51346.80078125;Municipio com alto PIB per capita;GRANDE;Geral;Acervo Grande;2015;1;2015;2015
TJMG;G1;4001;Estadual;ª VARA CÍVEL DA COMARCA DE ARAXÁ;MG;Medio_Porte;92927;21312.23046875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Grande;118;1;118;118
TJMG;G1;4025;Estadual;ª VARA CÍVEL DA COMARCA DE FORMIGA;MG;Medio_Porte;67178;10409.20019531;Municipio com médio PIB per capita;GRANDE;Civel Pura;Acervo Grande;118;1;118;118
TJMG;G1;40326;Estadual;VARA - JESP DO JUIZADO ESPECIAL DE JOÃO PINHEIRO DA COMARCA DE JOÃO PINHEIRO;MG;Medio_Porte;45150;11409.87011719;Municipio com médio PIB per capita;GRANDE;Civel Pura;Acervo Médio;2009;3;5981;1993.6666666666665
TJMG;G1;4042;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE BOM DESPACHO;MG;Medio_Porte;44265;11278.66015625;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Grande;2047;1;2047;2047
TJMG;G1;4055;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE CONSELHEIRO PENA;MG;Pequeno_Porte;22539;7433.02001953;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;2453;1;2453;2453
TJMG;G1;4056;Estadual;VARA ÚNICA DA COMARCA DE CAMPESTRE;MG;Pequeno_Porte;20854;9300.48046875;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;2349;1;2349;2349
TJMG;G1;4064;Estadual;VARA ÚNICA DA COMARCA DE CORAÇÃO DE JESUS;MG;Medio_Porte;27110;5089.39013672;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Grande;2169;3;4455;1485
TJMG;G1;4065;Estadual;ª VARA CÍVEL DA COMARCA DE CAMPO BELO;MG;Medio_Porte;53653;7444.68994141;Municipio com médio PIB per capita;GRANDE;Civel Pura;Acervo Médio;119;1;119;119
TJMG;G1;4080;Estadual;ª VARA CÍVEL DA COMARCA DE FRUTAL;MG;Medio_Porte;54819;14347.19042969;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Grande;128;1;128;128
TJMG;G1;4083;Estadual;VARA ÚNICA DA COMARCA DE CAMPOS GERAIS;MG;Medio_Porte;27964;8617.5703125;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Grande;2205;2;4410;2205
TJMG;G1;4102;Estadual;VARA ÚNICA DA COMARCA DE CORINTO;MG;Pequeno_Porte;23048;6389.85986328;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Grande;118;1;118;118
TJMG;G1;4103;Estadual;ª VARA CÍVEL DA COMARCA DE ITUIUTABA;MG;Medio_Porte;96759;18326.22070312;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Médio;127;1;127;127
TJMG;G1;4125;Estadual;VARA ÚNICA DA COMARCA DE GUARANÉSIA;MG;Pequeno_Porte;18635;11833.5;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;119;1;119;119
TJMG;G1;4150;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE ITURAMA;MG;Medio_Porte;33231;16896.2890625;Municipio com alto PIB per capita;GRANDE;Criminal Pura;Acervo Grande;119;2;2604;1302
TJMG;G1;4160;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE JOÃO PINHEIRO;MG;Medio_Porte;45150;11409.87011719;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Grande;2394;6;14606;2434.333333333333
TJMG;G1;4164;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE JOÃO PINHEIRO;MG;Medio_Porte;45150;11409.87011719;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Grande;2462;4;9885;2471.25
TJMG;G1;4184;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE MONTE CARMELO;MG;Medio_Porte;45975;12898.6796875;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Grande;2494;1;2494;2494
TJMG;G1;4187;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE MONTE CARMELO;MG;Medio_Porte;45975;12898.6796875;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Grande;117;2;2721;1360.5
TJMG;G1;4222;Estadual;ª Vara Criminal e de Execuções Penais;MG;Grande_Porte;139841;12405.62988281;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;119;1;119;119
TJMG;G1;4234;Estadual;VARA CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE CURVELO;MG;Medio_Porte;75051;8832.29980469;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;2240;2;4659;2329.5
TJMG;G1;4241;Estadual;VARA CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE PATROCÍNIO;MG;Medio_Porte;86467;14936.58007812;Municipio com alto PIB per capita;GRANDE;Criminal Pura;Acervo Grande;2247;10;22347;2234.7
TJMG;G1;4250;Estadual;ª VARA CÍVEL, CRIMINAL, E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE PITANGUI;MG;Medio_Porte;26038;7654.25;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;2066;12;25726;2143.833333333333
TJMG;G1;4256;Estadual;VARA ÚNICA DA COMARCA DE NOVO CRUZEIRO;MG;Medio_Porte;31319;3599.38989258;Municipio com baixo PIB per capita;GRANDE;Geral;Acervo Grande;125;1;125;125
TJMG;G1;4269;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE DIAMANTINA;MG;Medio_Porte;46372;6202.70996094;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Grande;2496;5;12490;2498
TJMG;G1;4292;Estadual;ª VARA CÍVEL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE GUAXUPÉ;MG;Medio_Porte;49719;20862.73046875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Grande;115;1;115;115
TJMG;G1;4295;Estadual;VARA ÚNICA DA COMARCA DE ESPINOSA;MG;Medio_Porte;32461;4194.35009766;Municipio com baixo PIB per capita;GRANDE;Geral;Acervo Médio;1981;3;4591;1530.3333333333333
TJMG;G1;4297;Estadual;ª VARA DA FAZENDA PÚBLICA E AUTARQUIAS DA COMARCA DE BELO HORIZONTE;MG;Grande_Porte;2452617;18182.69921875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Grande;121;1;121;121
TJMG;G1;4303;Estadual;ª VARA CÍVEL E DE CARTAS PRECATÓRIAS CÍVEIS DA COMARCA DE GUAXUPÉ;MG;Medio_Porte;49719;20862.73046875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Médio;126;1;126;126
TJMG;G1;4307;Estadual;VARA ÚNICA DA COMARCA DE FRANCISCO SÁ;MG;Pequeno_Porte;25994;6127.31982422;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;119;4;4553;1138.25
TJMG;G1;4319;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE PIUMHI;MG;Medio_Porte;32580;14941.01953125;Municipio com alto PIB per capita;GRANDE;Criminal Pura;Acervo Médio;2044;2;4378;2189
TJMG;G1;4359;Estadual;ª VARA CRIMINAL DA COMARCA DE UBERABA;MG;Grande_Porte;296261;21904.69921875;Municipio com alto PIB per capita;GRANDE;Criminal Pura;Acervo Médio;199;3;2870;956.6666666666666
TJMG;G1;4363;Estadual;ª VARA CRIMINAL DA COMARCA DE UBERABA;MG;Grande_Porte;296261;21904.69921875;Municipio com alto PIB per capita;GRANDE;Criminal Pura;Acervo Médio;1990;6;10390;1731.6666666666667
TJMG;G1;4366;Estadual;ª VARA CRIMINAL DA COMARCA DE UBERABA;MG;Grande_Porte;296261;21904.69921875;Municipio com alto PIB per capita;GRANDE;Criminal Pura;Acervo Grande;2324;5;11145;2229
TJMG;G1;4378;Estadual;VARA ÚNICA DA COMARCA DE ITANHANDU;MG;Pequeno_Porte;15253;11926.53027344;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Grande;1933;2;3866;1933
TJMG;G1;4382;Estadual;VARA ÚNICA DA COMARCA DE ITAPECERICA;MG;Pequeno_Porte;21200;7349.70019531;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;124;1;124;124
TJMG;G1;4392;Estadual;VARA ÚNICA DA COMARCA DE JACUTINGA;MG;Pequeno_Porte;21424;11567.20996094;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;2037;9;18822;2091.3333333333335
TJMG;G1;4409;Estadual;VARA ÚNICA DA COMARCA DE MONTE SANTO DE MINAS;MG;Pequeno_Porte;20536;11170.87011719;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Grande;2207;3;4538;1512.6666666666665
TJMG;G1;4422;Estadual;VARA ÚNICA DA COMARCA DE MUZAMBINHO;MG;Pequeno_Porte;20426;10660.91015625;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Grande;124;2;2375;1187.5
TJMG;G1;5317;Estadual;VARA ÚNICA DA COMARCA DE ITAMARANDIBA;MG;Medio_Porte;33581;5327.00976562;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;124;1;124;124
TJMG;G1;5335;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE JANUÁRIA;MG;Medio_Porte;67516;4960.87988281;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Grande;2121;3;4598;1532.6666666666665
TJMG;G1;5350;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE MANTENA;MG;Medio_Porte;27580;6953.60009766;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;2477;4;9725;2431.25
TJMG;G1;5353;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE MANTENA;MG;Medio_Porte;27580;6953.60009766;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;2314;2;4628;2314
TJMG;G1;5360;Estadual;VARA ÚNICA DA COMARCA DE MINAS NOVAS;MG;Medio_Porte;31647;3805.33007812;Municipio com baixo PIB per capita;GRANDE;Geral;Acervo Médio;2297;3;7175;2391.6666666666665
TJMG;G1;5363;Estadual;ª VARA CÍVEL DA COMARCA DE CARATINGA;MG;Medio_Porte;85472;8006.74023438;Municipio com médio PIB per capita;GRANDE;Civel Pura;Acervo Médio;126;2;254;127
TJMG;G1;5442;Estadual;ª VARA CRIMINAL DA COMARCA DE UBERLÂNDIA;MG;Grande_Porte;634345;25484.48046875;Municipio com alto PIB per capita;GRANDE;Criminal Pura;Acervo Médio;2310;1;2310;2310
TJMG;G1;5513;Estadual;VARA ÚNICA DA COMARCA DE SABINÓPOLIS;MG;Pequeno_Porte;16326;5368.10986328;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;127;1;127;127
TJMG;G1;5612;Estadual;VARA ÚNICA DA COMARCA DE SÃO JOÃO EVANGELISTA;MG;Pequeno_Porte;16254;5021.35009766;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;119;2;246;123
TJMG;G1;5638;Estadual;VARA ÚNICA DA COMARCA DE TAIOBEIRAS;MG;Medio_Porte;31333;5111.60986328;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;1942;3;4089;1363
TJMG;G1;5736;Estadual;VARA DE PRECATÓRIAS CÍVEIS DA COMARCA DE BELO HORIZONTE;MG;Grande_Porte;2452617;18182.69921875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Grande;120;8;970;121.25
TJMG;G1;5740;Estadual;VARA DE PRECATÓRIAS CRIMINAIS DA COMARCA DE BELO HORIZONTE;MG;Grande_Porte;2452617;18182.69921875;Municipio com alto PIB per capita;GRANDE;Criminal Pura;Acervo Grande;121;8;971;121.375
TJMG;G1;5797;Estadual;VARA ÚNICA DA COMARCA DE TURMALINA;MG;Pequeno_Porte;18134;5542.81982422;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;121;1;121;121
TJMG;G1;5809;Estadual;VARA CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE SÃO LOURENÇO;MG;Medio_Porte;42688;8679.12011719;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;2407;7;16575;2367.857142857143
TJMG;G1;6188;Estadual;ª VARA CÍVEL DA COMARCA DE MANHUAÇU;MG;Medio_Porte;78605;14101.63964844;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Médio;132;1;132;132
TJMG;G1;81130;Estadual;ª VARA CÍVEL DA COMARCA DE NOVA SERRANA;MG;Medio_Porte;67967;9110.71972656;Municipio com médio PIB per capita;GRANDE;Civel Pura;Acervo Grande;117;1;117;117
TJMG;G1;81132;Estadual;ª VARA CÍVEL, CRIMINAL E DE EXECUÇÕES PENAIS DA COMARCA DE ESMERALDAS;MG;Medio_Porte;59408;4902.47021484;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;117;1;117;117
TJMG;G1;81133;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE ESMERALDAS;MG;Medio_Porte;59408;4902.47021484;Municipio com médio PIB per capita;GRANDE;Criminal Pura;Acervo Médio;125;1;125;125
TJMG;G1;8170;Estadual;ª VARA CÍVEL, CRIMINAL E DA INFÂNCIA E DA JUVENTUDE DA COMARCA DE MATOZINHOS;MG;Medio_Porte;35233;14729.36035156;Municipio com alto PIB per capita;GRANDE;Criminal Pura;Acervo Médio;2323;3;7030;2343.333333333333
TJMG;JE;10792;Estadual;VARA ÚNICA DA COMARCA DE BONFIM;MG;Pequeno_Porte;6902;6323.60009766;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;1962;5;10150;2030
TJMG;JE;10793;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL DE CONTAGEM;MG;Grande_Porte;625393;24641.23046875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Médio;2064;46;96793;2104.1956521739135
TJMG;JE;10798;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL DE UBERABA;MG;Grande_Porte;296261;21904.69921875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Médio;121;4;483;120.75
TJMG;JE;11053;Estadual;UNIDADE JURISDICIONAL ÚNICA DO JUIZADO ESPECIAL DE PEDRO LEOPOLDO;MG;Medio_Porte;59064;14661.4296875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Médio;1954;19;39115;2058.684210526316
TJMG;JE;11356;Estadual;UNIDADE JURISDICIONAL ÚNICA DO JUIZADO ESPECIAL DE LAGOA SANTA;MG;Medio_Porte;48213;13949.15039062;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Médio;2004;1;2004;2004
TJMG;JE;11699;Estadual;UNIDADE JURISDICIONAL ÚNICA DO JUIZADO ESPECIAL DE PASSOS;MG;Grande_Porte;107619;11011.70019531;Municipio com médio PIB per capita;GRANDE;Civel Pura;Acervo Médio;125;1;125;125
TJMG;JE;12702;Estadual;UNIDADE JURISDICIONAL ÚNICA DO JUIZADO ESPECIAL DE GUAXUPÉ;MG;Medio_Porte;49719;20862.73046875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Médio;124;1;124;124
TJMG;JE;13375;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL DE JUIZ DE FORA;MG;Grande_Porte;526706;14093.50976562;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Grande;2204;9;19685;2187.222222222222
TJMG;JE;17283;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL CÍVEL DE BELO HORIZONTE - UNIDADE FRANCISCO SALES;MG;Grande_Porte;2452617;18182.69921875;Municipio com alto PIB per capita;GRANDE;Juizados civeis;Acervo Grande;127;1;127;127
TJMG;JE;17289;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL CÍVEL DE BELO HORIZONTE - UNIDADE FRANCISCO SALES;MG;Grande_Porte;2452617;18182.69921875;Municipio com alto PIB per capita;GRANDE;Juizados civeis;Acervo Grande;2001;1;2001;2001
TJMG;JE;17296;Estadual;ª UNIDADE JURISDICIONAL DO JUIZADO ESPECIAL CÍVEL DE BELO HORIZONTE - UNIDADE FRANCISCO SALES;MG;Grande_Porte;2452617;18182.69921875;Municipio com alto PIB per capita;GRANDE;Civel Pura;Acervo Grande;125;1;125;125
TJMG;JE;34853;Estadual;VARA - JESP DO JUIZADO ESPECIAL DE CAPELINHA DA COMARCA DE CAPELINHA;MG;Medio_Porte;34634;5957.47021484;Municipio com médio PIB per capita;GRANDE;Civel Pura;Acervo Médio;1860;1;1860;1860
TJMG;JE;3676;Estadual;VARA ÚNICA DA COMARCA DE BONFINÓPOLIS DE MINAS;MG;Pequeno_Porte;5869;16799.06054688;Municipio com alto PIB per capita;GRANDE;Geral;Acervo Médio;2049;5;10606;2121.2000000000003
TJMG;JE;3682;Estadual;VARA ÚNICA DA COMARCA DE BURITIS;MG;Pequeno_Porte;22465;19099.7890625;Municipio com alto PIB per capita;GRANDE;Geral;Acervo Médio;2173;11;24500;2227.272727272727
TJMG;JE;3688;Estadual;VARA ÚNICA DA COMARCA DE CAMPINA VERDE;MG;Pequeno_Porte;19201;11299.12011719;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;1990;4;8008;2002
TJMG;JE;3694;Estadual;VARA ÚNICA DA COMARCA DE CAMPOS ALTOS;MG;Pequeno_Porte;13719;13614.33007812;Municipio com alto PIB per capita;GRANDE;Geral;Acervo Médio;2100;4;8414;2103.5
TJMG;JE;3701;Estadual;VARA ÚNICA DA COMARCA DE CANÁPOLIS;MG;Pequeno_Porte;11865;22144.76953125;Municipio com alto PIB per capita;GRANDE;Geral;Acervo Grande;2019;8;16712;2089
TJMG;JE;3710;Estadual;VARA ÚNICA DA COMARCA DE CAPINÓPOLIS;MG;Pequeno_Porte;16043;13575.30957031;Municipio com alto PIB per capita;GRANDE;Geral;Acervo Médio;1897;10;19744;1974.4
TJMG;JE;3756;Estadual;VARA ÚNICA DA COMARCA DE CONQUISTA;MG;Pequeno_Porte;6922;16304.21972656;Municipio com alto PIB per capita;GRANDE;Geral;Acervo Médio;1896;1;1896;1896
TJMG;JE;3761;Estadual;VARA ÚNICA DA COMARCA DE COROMANDEL;MG;Medio_Porte;28296;16815.5703125;Municipio com alto PIB per capita;GRANDE;Geral;Acervo Grande;2236;17;38464;2262.5882352941176
TJMG;JE;3808;Estadual;VARA ÚNICA DA COMARCA DE CARANDAÍ;MG;Pequeno_Porte;23286;12321.05957031;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;2296;3;6671;2223.6666666666665
TJMG;JE;3842;Estadual;VARA ÚNICA DA COMARCA DE CAXAMBU;MG;Pequeno_Porte;21431;6985.25976562;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Grande;2048;1;2048;2048
TJMG;JE;3865;Estadual;VARA ÚNICA DA COMARCA DE CLÁUDIO;MG;Medio_Porte;25938;10042.95996094;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Grande;1872;5;9449;1889.8000000000002
TJMG;JE;3883;Estadual;VARA ÚNICA DA COMARCA DE CONCEIÇÃO DO RIO VERDE;MG;Pequeno_Porte;13244;8573.75976562;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;1959;5;9939;1987.8
TJMG;JE;3917;Estadual;VARA ÚNICA DA COMARCA DE CRISTINA;MG;Pequeno_Porte;11478;7474.58984375;Municipio com médio PIB per capita;GRANDE;Civel Pura;Acervo Grande;2316;1;2316;2316
TJMG;JE;3944;Estadual;VARA ÚNICA DA COMARCA DE BOM SUCESSO;MG;Pequeno_Porte;17805;8739.51953125;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;2293;3;6881;2293.6666666666665
TJMG;JE;3977;Estadual;VARA ÚNICA DA COMARCA DE BUENO BRANDÃO;MG;Pequeno_Porte;11212;8520.36035156;Municipio com médio PIB per capita;GRANDE;Geral;Acervo Médio;1977;4;7857;1964.25
