codtribunal;grau;cod_orgao_julg;desc_orgao_julg;tipo_justica;uf;tipo_processo_classificacao_2;Porte;atuacao_class_2;Classificacao_Arcevo_1;Classificacao_Acervo_2;Median(numero_dias);Count*(npu)
TJRN;G1;5629;1ª VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2070;92
TJRN;G1;5642;1ª VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;1925;88
TJRN;G1;5650;VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;2476;162
TJRN;G1;5669;VARA CÍVEL E DE INFÂNCIA E JUVENTUDE (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2070;63
TJRN;G1;5683;VARA CÍVEL E DE INFÂNCIA E JUVENTUDE (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;1986;47
TJRN;G1;5694;1ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2236;99
TJRN;G1;5701;3ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2303;59
TJRN;G1;5705;4ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2276;79
TJRN;G1;5713;1ª VARA DA FAZENDA PÚBLICA;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2226;390
TJRN;G1;5768;1ª VARA CRIMINAL;Estadual;RN;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;2265;25
TJRN;G1;5815;VARA CÍVEL E DE INFÂNCIA E JUVENTUDE (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2216;66
TJRN;G1;5821;1ª VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;2067;21
TJRN;G1;5824;VARA CRIMINAL (INATIVO);Estadual;RN;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;2168;42
TJRN;G1;5827;VARA CRIMINAL (INATIVO);Estadual;RN;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;2159;30
TJRN;G1;5829;VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;1872;59
TJRN;G1;5834;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2129;22
TJRN;G1;5837;VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;2209;37
TJRN;G1;5841;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2164;83
TJRN;G1;5844;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2240;27
TJRN;G1;5847;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2527;33
TJRN;G1;5853;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2384;23
TJRN;G1;5857;1ª VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2166;90
TJRN;G1;5877;1ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;1951;38
TJRN;G1;5880;2ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2070;29
TJRN;G1;5881;3ª VARA CÍVEL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1981;53
TJRN;G1;5889;VARA DA FAZENDA PÚBLICA;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2492;117
TJRN;G1;5896;VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1976;149
TJRN;G1;5965;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1878;23
TJRN;G1;5966;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2330;80
TJRN;G1;5967;1ª VARA CÍVEL (INATIVO);Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2068;177
TJRN;G1;5970;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2439;26
TJRN;G1;5973;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2588;113
TJRN;G1;5980;VARA ÚNICA;Estadual;RN;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2245;36
TJRN;G1;5980;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2004;62
TJRN;G1;5981;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2303;24
TJRN;G1;5983;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2187;23
TJRN;G1;5987;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2195;70
TJRN;G1;5991;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2013;58
TJRN;G1;5992;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1764;63
TJRN;G1;5998;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2524;37
TJRN;G1;6001;VARA ÚNICA;Estadual;RN;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2284;24
TJRN;G1;6005;2ª VARA CRIMINAL;Estadual;RN;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1809;34
TJRN;TR;51693;1ª TURMA RECURSAL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;378;38
TJRN;TR;51694;2ª TURMA RECURSAL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;433;46
TJRN;TR;51695;3ª TURMA RECURSAL;Estadual;RN;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;385;36
TJRO;G1;12999;2ª VARA GENÉRICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2513;243
TJRO;G1;12999;2� VARA GEN�RICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2513;203
TJRO;G1;13324;2ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2177;48
TJRO;G1;13324;2� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2177;32
TJRO;G1;13325;4ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2126;109
TJRO;G1;13325;4� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2143;70
TJRO;G1;13326;8ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1890;108
TJRO;G1;13326;8� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1915;89
TJRO;G1;13327;VARA ÚNICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1914;29
TJRO;G1;17466;VARA DE EXECUÇÃO DE PENAS E MEDIDAS ALTERNATIVAS;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;1869;32
TJRO;G1;17466;VARA DE EXECU��O DE PENAS E MEDIDAS ALTERNATIVAS;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;1931;53
TJRO;G1;2792;2ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2084;63
TJRO;G1;2792;2� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2129;45
TJRO;G1;3346;3ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2107;72
TJRO;G1;3346;3� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2142;51
TJRO;G1;3349;4ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2078;36
TJRO;G1;3356;5ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1955;39
TJRO;G1;3356;5� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2057;26
TJRO;G1;3358;6ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2041;88
TJRO;G1;3358;6� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2057;52
TJRO;G1;3420;1ª VARA CÍVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2337;337
TJRO;G1;3420;1� VARA C�VEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2337;254
TJRO;G1;3421;2ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2419;76
TJRO;G1;3421;2� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2549;77
TJRO;G1;3422;3ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2275;157
TJRO;G1;3422;3� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2282;123
TJRO;G1;3423;4ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2309;301
TJRO;G1;3423;4� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2274;235
TJRO;G1;3427;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2136;30
TJRO;G1;3430;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2144;24
TJRO;G1;3430;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2144;24
TJRO;G1;3434;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2044;110
TJRO;G1;3434;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2077;94
TJRO;G1;3435;2ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2029;31
TJRO;G1;3436;3ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2064;64
TJRO;G1;3436;3� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2064;59
TJRO;G1;3437;4ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2024;60
TJRO;G1;3437;4� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2066;56
TJRO;G1;3438;1ª VARA CRIMINAL;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;2520;21
TJRO;G1;3441;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2072;61
TJRO;G1;3441;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2072;44
TJRO;G1;3444;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2296;159
TJRO;G1;3444;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2302;102
TJRO;G1;3445;2ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1953;35
TJRO;G1;3453;2ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2071;70
TJRO;G1;3453;2� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2076;58
TJRO;G1;3456;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1894;29
TJRO;G1;3456;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1929;22
TJRO;G1;3462;VARA UNICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2464;107
TJRO;G1;3465;7ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1889;47
TJRO;G1;3465;7� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1846;26
TJRO;G1;3466;VARA ÚNICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1966;36
TJRO;G1;3469;2ª VARA DE FAZENDA PÚBLICA;Estadual;RO;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2110;29
TJRO;G1;3469;2� VARA DE FAZENDA P�BLICA;Estadual;RO;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2126;21
TJRO;G1;3473;2ª VARA CRIMINAL;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;1785;67
TJRO;G1;3474;VARA ÚNICA;Estadual;RO;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1900;59
TJRO;G1;3474;VARA �NICA;Estadual;RO;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1897;27
TJRO;G1;3475;1ª VARA CRIMINAL;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;2058;89
TJRO;G1;3475;1� VARA CRIMINAL;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;2112;31
TJRO;G1;3476;1º JUÍZO;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2034;59
TJRO;G1;3476;1� JU�ZO;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2010;44
TJRO;G1;3477;1ª VARA DE FAZENDA PÚBLICA;Estadual;RO;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2124;29
TJRO;G1;3477;1� VARA DE FAZENDA P�BLICA;Estadual;RO;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;2091;21
TJRO;G1;3478;VARA UNICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1931;42
TJRO;G1;3480;VARA UNICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2040;23
TJRO;G1;3482;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2031;61
TJRO;G1;3482;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2031;41
TJRO;G1;4440;1ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2007;33
TJRO;G1;4440;1� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1927;37
TJRO;G1;4441;2ª VARA CÍVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2069;21
TJRO;G1;4442;3ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1981;27
TJRO;G1;4443;4ª VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2356;32
TJRO;G1;4443;4� VARA CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2356;31
TJRO;G1;4444;5ª VARA CÍVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2156;22
TJRO;G1;4449;3ª VARA CRIMINAL;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;1964;54
TJRO;G1;4449;3� VARA CRIMINAL;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Médio;Acervo Médio;1973;25
TJRO;G1;4450;VARA DE DELITOS DE TÓXICO;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;2166;41
TJRO;G1;4464;1ª VARA DE EXECUÇÕES FISCAIS;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2072;130
TJRO;G1;4464;1� VARA DE EXECU��ES FISCAIS;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2078;125
TJRO;G1;4465;2ª VARA DE EXECUÇÕES FISCAIS;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2221;41
TJRO;G1;4465;2� VARA DE EXECU��ES FISCAIS;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2221;30
TJRO;G2;16580;GABINETE DES. MARIALVA DALDEGAN;Estadual;RO;Criminal;PEQUENO;Criminal;Acervo Grande;Acervo Grande;128;23
TJRO;JE;12999;2ª VARA GENÉRICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2487;242
TJRO;JE;12999;2� VARA GEN�RICA;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2489;52
TJRO;JE;13931;JUIZADO DA FAZENDA PÚBLICA;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;136;43
TJRO;JE;3439;JUIZADO ESPECIAL CIVEL E CRIMINAL;Estadual;RO;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1949;57
TJRO;JE;3443;JUIZADO ESPECIAL CIVEL E CRIMINAL;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;138;33
TJRO;JE;3452;JUIZADO ESPECIAL CIVEL E CRIMINAL;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;152;22
TJRO;JE;4448;JUIZADO ESPECIAL CÍVEL E CRIMINAL;Estadual;RO;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;141;37
TJRO;JE;4456;1º JUIZADO ESPECIAL CÍVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1826;41
TJRO;JE;4457;2º JUIZADO ESPECIAL CÍVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;153;24
TJRO;JE;4460;4º JUIZADO ESPECIAL CIVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;154;25
TJRO;JE;4463;3º JUIZADO ESPECIAL CÍVEL;Estadual;RO;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;157;22
TJRR;G1;12910;VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;619;23
TJRR;G1;2763;1ª VARA DE FAMÍLIA;Estadual;RR;Cível;PEQUENO;Cível;Acervo Médio;Acervo Médio;1764;631
TJRR;G1;2764;1ª VARA DE FAZENDA PÚBLICA;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1872;1382
TJRR;G1;2765;1ª VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1711;647
TJRR;G1;2766;2ª VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1842;971
TJRR;G1;2767;3ª VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1897;1072
TJRR;G1;2768;4ª VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1895;1261
TJRR;G1;2769;2ª VARA DE FAMÍLIA;Estadual;RR;Cível;PEQUENO;Cível;Acervo Grande;Acervo Grande;1713;428
TJRR;G1;2770;2ª VARA DE FAZENDA PÚBLICA;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1903;1839
TJRR;G1;2781;VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;856;57
TJRR;G1;2782;VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1420;65
TJRR;G1;2784;VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1210;50
TJRR;G1;72046;5ª VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2236;52
TJRR;G1;72047;6ª VARA CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2423;35
TJRR;JE;2776;1º JUIZADO CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1807;501
TJRR;JE;2777;2º JUIZADO CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1578;441
TJRR;JE;2778;3º JUIZADO CÍVEL;Estadual;RR;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1600;447
TJRR;JE;2779;JUIZADO ESPECIAL CRIMINAL;Estadual;RR;Criminal;PEQUENO;Criminal;Acervo Inadministrável;Acervo Grande;1679;332
TJRR;JE;2780;JUIZADO CÍVEL;Estadual;RR;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1513;63
TJRR;JE;2782;JUIZADO CRIMINAL;Estadual;RR;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1783;22
TJRR;JE;2782;JUIZADO CÍVEL;Estadual;RR;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2111;28
TJSC;G1;11679;Vara Criminal da Comarca de Timb�;Estadual;SC;Criminal;MÉDIO;Criminal;Acervo Médio;Acervo Médio;1948;32
TJSC;G1;5802;Vara �nica da Comarca de S�o Jos� do Cedro;Estadual;SC;Criminal;MÉDIO;Mista;Acervo Médio;Acervo Médio;2008;21
TJSC;G1;8268;Primeira Vara Criminal da Comarca de S�o Jos�;Estadual;SC;Criminal;MÉDIO;Criminal;Acervo Grande;Acervo Grande;2276;42
TJSE;G1;11701;21 ª VARA CÍVEL DE ARACAJU;Estadual;SE;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2121;55
TJSE;G1;11850;1 ª VARA CÍVEL E CRIMINAL DE ITAPORANGA DAJUDA;Estadual;SE;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2128;42
TJSE;G1;11850;1 ª VARA CÍVEL E CRIMINAL DE ITAPORANGA DAJUDA;Estadual;SE;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2015;51
TJSE;G1;13691;2 ª VARA CÍVEL E CRIMINAL DE TOBIAS BARRETO;Estadual;SE;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2198;48
TJSE;G1;13691;2 ª VARA CÍVEL E CRIMINAL DE TOBIAS BARRETO;Estadual;SE;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2032;68
TJSE;G1;16868;22 ª VARA CÍVEL DE ARACAJU;Estadual;SE;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1982;293
TJSE;G1;18130;MONTE ALEGRE;Estadual;SE;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;1990;27
TJSE;G1;18132;SANTA LUZIA;Estadual;SE;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;1882;51
TJSE;G1;18132;SANTA LUZIA;Estadual;SE;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1834;129
TJSE;G1;18152;TOMAR DO GERU;Estadual;SE;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;2177;49
TJSE;G1;18152;TOMAR DO GERU;Estadual;SE;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;2058;146
TJSE;G1;18154;PINHÃO;Estadual;SE;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;1627;22
TJSE;G1;18155;CANHOBA;Estadual;SE;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;2057;52
TJSE;G1;18156;ITABI;Estadual;SE;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;2108;46
TJSE;G1;18157;NOSSA SENHORA DE LOURDES;Estadual;SE;Cível;PEQUENO;Mista;Acervo Médio;Acervo Médio;1794;62
TJSE;G1;18158;SALGADO;Estadual;SE;Criminal;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2370;24
TJSE;G1;18158;SALGADO;Estadual;SE;Cível;PEQUENO;Mista;Acervo Inadministrável;Acervo Grande;2288;47
TJSE;G1;18159;PIRAMBU;Estadual;SE;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;2020;48
TJSE;G1;18160;AREIA BRANCA;Estadual;SE;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;2143;23
TJSE;G1;18173;0 MOITA BONITA;Estadual;SE;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1920;62
TJSE;G1;18179;INDIAROBA;Estadual;SE;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;2019;54
TJSE;G1;18370;MALHADOR;Estadual;SE;Criminal;PEQUENO;Mista;Acervo Grande;Acervo Grande;1874;28
TJSE;G1;18412;MOITA BONITA;Estadual;SE;Cível;PEQUENO;Mista;Acervo Grande;Acervo Grande;1920;62
TJSE;G1;8327;1 ª VARA CÍVEL DE ARACAJU;Estadual;SE;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2347;88
TJSE;G1;8328;3 ª VARA CÍVEL DE ARACAJU;Estadual;SE;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2083;216
TJSE;G1;8329;4 ª VARA CÍVEL DE ARACAJU;Estadual;SE;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1937;111
TJSE;G1;8332;7 ª VARA CÍVEL DE ARACAJU;Estadual;SE;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1960;139
TJSE;G1;8333;8 ª VARA CÍVEL DE ARACAJU;Estadual;SE;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;2055;132
TJSE;G1;8334;9 ª VARA CÍVEL DE ARACAJU;Estadual;SE;Cível;PEQUENO;Cível;Acervo Inadministrável;Acervo Grande;1872;98
